Incident_ID,Asset_ID,Opened_DateTime,Closed_DateTime,Priority,Incident_State,Root_Cause_Category,Assignment_Group
INC00080845,A0005286,2025-02-28,2025-02-28 03:03:03.060666910,P3,Closed,Configuration Error,Server Operations
INC00080846,A0020796,2025-01-13,2025-01-13 10:15:09.432440946,P4,Resolved,Security Control,Server Operations
INC00080847,A0009100,2024-02-20,2024-02-20 15:08:15.335262711,P4,Resolved,Network Connectivity,Service Desk
INC00080848,A0000482,2024-03-04,2024-03-04 06:47:21.902611858,P3,Closed,Unknown,Network Operations
INC00080849,A0010575,2025-05-20,2025-05-20 07:04:27.676542615,P3,Closed,Patch Failure,Server Operations
INC00080850,A0020588,2024-01-02,2024-01-02 06:32:36.113427578,P4,Resolved,Unknown,Network Operations
INC00080851,A0008328,2025-01-31,2025-01-31 04:47:21.404437450,P3,Closed,Security Control,Service Desk
INC00080852,A0015416,2024-09-09,2024-09-09 09:27:29.769991254,P4,Resolved,Patch Failure,Network Operations
INC00080853,A0021690,2024-01-25,2024-01-25 06:12:24.761537254,P3,Resolved,User Error,Cybersecurity
INC00080854,A0013564,2024-10-11,2024-10-11 02:32:24.635157745,P3,Resolved,Configuration Error,Server Operations
INC00080855,A0005229,2025-05-25,2025-05-25 02:23:48.924127996,P4,Closed,User Error,Cybersecurity
INC00080856,A0006402,2024-03-02,2024-03-02 01:53:24.275953086,P3,Resolved,Software Defect,Cybersecurity
INC00080857,A0020451,2025-04-11,2025-04-11 05:47:41.593242793,P4,Resolved,Unknown,Network Operations
INC00080858,A0021732,2025-10-20,2025-10-20 05:47:42.104483253,P4,Resolved,Capacity Issue,Server Operations
INC00080859,A0009805,2024-06-10,2024-06-10 07:15:52.113372818,P4,Resolved,Configuration Error,Server Operations
INC00080860,A0012281,2024-07-09,2024-07-09 05:21:53.912914153,P4,Resolved,Configuration Error,Service Desk
INC00080861,A0002830,2025-01-02,2025-01-02 01:48:45.694320458,P2,Resolved,Configuration Error,End User Computing
INC00080862,A0000647,2024-10-26,2024-10-26 04:51:33.278752854,P4,Closed,Software Defect,Network Operations
INC00080863,A0012437,2026-01-14,2026-01-14 06:22:29.889539691,P2,Closed,Security Control,Service Desk
INC00080864,A0015878,2024-09-19,2024-09-19 11:09:52.468991496,P4,Resolved,Patch Failure,Network Operations
INC00080865,A0013750,2024-08-09,2024-08-09 00:27:05.375120410,P4,Closed,Capacity Issue,End User Computing
INC00080866,A0018168,2024-03-29,2024-03-29 03:40:04.521120848,P4,Resolved,Configuration Error,Network Operations
INC00080867,A0005237,2024-03-21,2024-03-21 09:18:56.675960694,P3,Resolved,User Error,End User Computing
INC00080868,A0007039,2024-02-16,2024-02-16 05:44:29.288133279,P4,Closed,Software Defect,Server Operations
INC00080869,A0002309,2024-09-25,2024-09-25 05:17:08.317116578,P3,Resolved,Configuration Error,Application Support
INC00080870,A0000436,2026-04-27,2026-04-27 04:13:43.651869542,P4,Resolved,Network Connectivity,Application Support
INC00080871,A0003521,2025-03-06,2025-03-06 01:25:14.734511083,P4,Closed,Software Defect,Service Desk
INC00080872,A0006469,2025-09-26,2025-09-26 03:26:26.079825613,P4,Resolved,User Error,Application Support
INC00080873,A0005886,2025-11-16,2025-11-16 04:11:50.847071856,P3,Resolved,Hardware Failure,Network Operations
INC00080874,A0013847,2025-12-25,2025-12-26 04:45:33.516851331,P3,Resolved,Unknown,End User Computing
INC00080875,A0014080,2024-11-04,2024-11-04 04:25:29.556965071,P2,Resolved,Unknown,Server Operations
INC00080876,A0012596,2024-03-22,2024-03-22 05:44:42.857585520,P2,Closed,Patch Failure,End User Computing
INC00080877,A0003619,2026-03-08,2026-03-08 07:33:50.083800213,P3,Closed,Hardware Failure,Server Operations
INC00080878,A0015237,2025-04-27,2025-04-27 08:18:03.454220307,P3,Resolved,Capacity Issue,Server Operations
INC00080879,A0002025,2024-01-02,2024-01-02 00:41:21.838086081,P4,Resolved,Unknown,Network Operations
INC00080880,A0019039,2025-06-25,2025-06-25 15:43:42.336910650,P3,Resolved,User Error,End User Computing
INC00080881,A0001955,2025-08-26,2025-08-26 05:21:08.026051399,P4,Resolved,Configuration Error,End User Computing
INC00080882,A0022782,2025-05-20,2025-05-20 13:40:49.476417888,P4,Resolved,Software Defect,Network Operations
INC00080883,A0005631,2026-03-09,2026-03-09 07:52:09.892874272,P4,Closed,Security Control,Application Support
INC00080884,A0005989,2025-02-09,2025-02-09 05:46:32.155019724,P3,Resolved,Unknown,Cybersecurity
INC00080885,A0021350,2025-07-06,2025-07-06 05:26:02.949052495,P2,Closed,Unknown,Server Operations
INC00080886,A0004496,2025-01-21,2025-01-21 01:49:35.746335415,P3,Resolved,Unknown,Network Operations
INC00080887,A0000630,2025-11-27,2025-11-27 01:39:42.737370199,P2,Resolved,Security Control,Server Operations
INC00080888,A0014656,2024-11-13,2024-11-13 06:30:52.797266780,P3,Closed,Network Connectivity,Server Operations
INC00080889,A0019231,2024-02-20,2024-02-20 08:34:18.217222334,P3,Resolved,Capacity Issue,Cybersecurity
INC00080890,A0008073,2025-08-21,2025-08-21 03:27:59.171906865,P3,Resolved,Capacity Issue,Server Operations
INC00080891,A0021305,2024-05-29,2024-05-29 10:55:36.604204471,P2,Resolved,Network Connectivity,Cybersecurity
INC00080892,A0018628,2024-08-06,2024-08-06 01:44:18.604976006,P3,Closed,Network Connectivity,Service Desk
INC00080893,A0005238,2025-01-11,2025-01-11 06:07:18.610271115,P3,Resolved,Security Control,Cybersecurity
INC00080894,A0022618,2025-06-22,2025-06-22 02:58:53.153239785,P4,Resolved,User Error,Application Support
INC00080895,A0012935,2025-12-28,2025-12-28 03:04:10.395317010,P3,Closed,Patch Failure,Service Desk
INC00080896,A0008496,2026-02-20,2026-02-20 04:16:04.808589711,P3,Closed,Configuration Error,Network Operations
INC00080897,A0002444,2025-06-23,2025-06-23 03:08:47.295874244,P4,Closed,Network Connectivity,Service Desk
INC00080898,A0017892,2025-08-04,2025-08-04 04:36:43.028466739,P4,Resolved,Software Defect,Application Support
INC00080899,A0001767,2024-09-05,2024-09-05 17:21:44.998078809,P3,Resolved,User Error,Network Operations
INC00080900,A0019626,2024-04-21,2024-04-21 02:51:15.185647591,P4,Resolved,Patch Failure,Server Operations
INC00080901,A0000095,2025-12-07,2025-12-07 04:16:58.545603130,P2,Resolved,Capacity Issue,Network Operations
INC00080902,A0014895,2024-08-30,2024-08-30 06:56:27.041842363,P3,Resolved,Hardware Failure,Application Support
INC00080903,A0008311,2025-01-28,2025-01-28 04:45:55.991135138,P3,Resolved,Unknown,Service Desk
INC00080904,A0019893,2024-07-13,2024-07-13 03:39:40.333865446,P4,Resolved,Security Control,Network Operations
INC00080905,A0002632,2024-09-06,2024-09-06 01:37:35.946502068,P3,Resolved,Security Control,Network Operations
INC00080906,A0018964,2025-07-04,2025-07-04 05:02:24.693185860,P4,Resolved,Capacity Issue,Network Operations
INC00080907,A0022671,2026-05-09,2026-05-09 04:23:54.645984891,P4,Resolved,Security Control,Application Support
INC00080908,A0014861,2024-05-19,2024-05-19 07:37:12.897735866,P4,Resolved,Security Control,End User Computing
INC00080909,A0008206,2025-11-07,2025-11-07 04:26:51.315996685,P3,Closed,Configuration Error,Service Desk
INC00080910,A0019692,2024-06-15,2024-06-15 08:24:45.524809681,P4,Closed,Patch Failure,Service Desk
INC00080911,A0014888,2024-01-20,2024-01-20 05:26:27.082334558,P3,Resolved,Hardware Failure,Service Desk
INC00080912,A0014576,2024-05-17,2024-05-17 09:51:10.530866314,P4,Resolved,Network Connectivity,Network Operations
INC00080913,A0015885,2024-03-19,2024-03-19 07:04:45.142468964,P3,Resolved,User Error,End User Computing
INC00080914,A0018076,2026-01-11,2026-01-11 07:03:12.466841443,P3,Resolved,Configuration Error,Network Operations
INC00080915,A0012114,2024-07-04,2024-07-04 09:54:04.075848878,P3,Resolved,Network Connectivity,Service Desk
INC00080916,A0017336,2024-07-30,2024-07-30 06:36:25.176490362,P4,Closed,Security Control,Network Operations
INC00080917,A0001730,2026-03-09,2026-03-09 02:49:14.488304786,P4,Resolved,Unknown,Server Operations
INC00080918,A0004961,2025-10-01,2025-10-01 07:43:08.523185116,P4,Closed,Capacity Issue,Network Operations
INC00080919,A0012777,2024-02-15,2024-02-15 06:56:22.867211472,P4,Closed,Patch Failure,Network Operations
INC00080920,A0011875,2025-11-16,2025-11-16 02:27:22.616470814,P3,Closed,Capacity Issue,Server Operations
INC00080921,A0013397,2024-12-06,2024-12-06 01:21:10.874906906,P3,Closed,User Error,Application Support
INC00080922,A0006242,2024-07-28,2024-07-28 03:55:56.726810695,P2,Closed,Configuration Error,Server Operations
INC00080923,A0021356,2025-06-22,2025-06-22 00:23:21.659824654,P4,Resolved,Security Control,End User Computing
INC00080924,A0019896,2025-01-02,2025-01-02 03:05:05.642181063,P3,Resolved,Unknown,Service Desk
INC00080925,A0006392,2025-07-13,2025-07-13 09:29:10.817259676,P3,Resolved,Network Connectivity,End User Computing
INC00080926,A0016298,2025-06-28,2025-06-28 07:20:05.284625841,P4,Closed,Hardware Failure,Service Desk
INC00080927,A0015557,2024-12-06,2024-12-06 07:23:25.166788396,P3,Resolved,Security Control,Service Desk
INC00080928,A0023153,2024-03-09,2024-03-09 10:38:05.031841441,P3,Closed,Hardware Failure,Cybersecurity
INC00080929,A0023428,2025-02-20,2025-02-20 08:05:28.520711322,P3,Resolved,Unknown,End User Computing
INC00080930,A0008358,2025-02-17,2025-02-17 06:40:11.316575661,P2,Closed,Network Connectivity,Server Operations
INC00080931,A0005284,2024-05-20,2024-05-20 07:31:46.798184942,P4,Closed,Hardware Failure,Cybersecurity
INC00080932,A0009100,2024-05-31,2024-05-31 08:10:37.816219657,P3,Resolved,Unknown,Server Operations
INC00080933,A0015879,2025-09-19,2025-09-19 09:59:37.053795652,P3,Closed,Security Control,Network Operations
INC00080934,A0011108,2025-10-26,2025-10-26 07:44:29.951603905,P3,Closed,Software Defect,Network Operations
INC00080935,A0009943,2026-03-13,2026-03-13 09:54:17.727017000,P1,Resolved,Patch Failure,Network Operations
INC00080936,A0012019,2024-07-24,2024-07-24 07:35:31.809939381,P3,Resolved,Capacity Issue,Server Operations
INC00080937,A0002084,2024-05-29,2024-05-29 11:53:32.564173102,P3,Resolved,Security Control,Service Desk
INC00080938,A0018291,2025-01-19,2025-01-19 01:54:05.239032314,P4,Resolved,User Error,Application Support
INC00080939,A0006401,2026-05-16,2026-05-16 02:16:09.196972654,P4,Resolved,Security Control,Application Support
INC00080940,A0022667,2024-05-01,2024-05-01 08:16:39.314717842,P1,Cancelled,Hardware Failure,End User Computing
INC00080941,A0004020,2024-06-22,2024-06-22 06:56:12.896935353,P3,Resolved,Software Defect,Service Desk
INC00080942,A0008991,2025-05-18,2025-05-18 09:33:53.088751544,P3,Closed,Security Control,Application Support
INC00080943,A0011266,2024-02-12,2024-02-12 03:07:24.890218086,P2,Resolved,Network Connectivity,Network Operations
INC00080944,A0016050,2024-11-02,2024-11-02 13:29:05.841351538,P4,Closed,Software Defect,End User Computing
INC00080945,A0003845,2025-02-04,2025-02-04 01:25:35.617257159,P3,Closed,Software Defect,Application Support
INC00080946,A0020916,2024-12-13,2024-12-13 04:03:01.732826520,P3,Resolved,Unknown,Cybersecurity
INC00080947,A0010112,2025-06-21,2025-06-21 11:31:06.514830530,P1,Closed,User Error,Application Support
INC00080948,A0011441,2026-04-24,2026-04-24 11:57:31.156219890,P3,Resolved,Software Defect,End User Computing
INC00080949,A0008168,2025-10-03,2025-10-03 06:48:05.847454533,P4,Resolved,Configuration Error,Service Desk
INC00080950,A0006503,2026-03-10,2026-03-10 10:10:22.962565830,P4,Closed,Configuration Error,Service Desk
INC00080951,A0016790,2024-08-06,2024-08-06 01:56:26.812653453,P3,Closed,Capacity Issue,Service Desk
INC00080952,A0003123,2025-02-26,2025-02-26 01:39:01.171071435,P4,Cancelled,Patch Failure,End User Computing
INC00080953,A0003122,2026-04-08,2026-04-08 00:47:40.372395900,P2,Resolved,Capacity Issue,Cybersecurity
INC00080954,A0007925,2024-08-27,2024-08-27 07:14:20.407298269,P3,Closed,Security Control,Cybersecurity
INC00080955,A0008867,2024-12-27,2024-12-27 07:40:51.158098038,P4,Closed,Unknown,Network Operations
INC00080956,A0001620,2025-02-23,2025-02-23 05:22:12.848470017,P3,Resolved,Software Defect,Network Operations
INC00080957,A0019738,2026-02-19,2026-02-19 01:13:30.390226471,P3,Resolved,Hardware Failure,Server Operations
INC00080958,A0023594,2025-04-14,2025-04-14 01:49:42.315117967,P3,Resolved,Configuration Error,End User Computing
INC00080959,A0002923,2025-03-24,2025-03-24 00:25:24.532804999,P3,Resolved,Patch Failure,Cybersecurity
INC00080960,A0020441,2025-06-23,2025-06-23 05:12:24.492861295,P4,Resolved,Patch Failure,Cybersecurity
INC00080961,A0022597,2026-01-12,2026-01-12 03:45:02.412921769,P4,Closed,Patch Failure,Server Operations
INC00080962,A0001940,2024-02-03,2024-02-03 08:52:46.978608388,P4,Closed,Unknown,Service Desk
INC00080963,A0000542,2025-06-19,2025-06-19 03:15:30.059620851,P4,Closed,Network Connectivity,Application Support
INC00080964,A0011658,2024-01-30,2024-01-30 01:49:21.750821893,P3,Resolved,Security Control,End User Computing
INC00080965,A0019424,2025-04-17,2025-04-17 02:01:48.464055278,P4,Closed,Hardware Failure,Server Operations
INC00080966,A0007688,2025-01-04,2025-01-04 03:19:34.256563276,P4,Resolved,Network Connectivity,Cybersecurity
INC00080967,A0022562,2025-05-21,2025-05-21 02:10:08.226968851,P3,Resolved,Network Connectivity,Server Operations
INC00080968,A0022106,2024-04-13,2024-04-13 05:22:30.528578438,P4,Resolved,Security Control,Network Operations
INC00080969,A0008409,2024-09-20,2024-09-20 04:05:48.813986468,P3,Resolved,Unknown,End User Computing
INC00080970,A0022810,2026-03-09,2026-03-09 01:04:39.512338687,P3,Closed,Configuration Error,Application Support
INC00080971,A0016973,2025-01-29,2025-01-29 02:12:19.393102407,P4,Resolved,Patch Failure,End User Computing
INC00080972,A0000453,2024-08-03,2024-08-03 04:46:36.523515896,P3,Cancelled,Capacity Issue,End User Computing
INC00080973,A0014914,2024-03-08,2024-03-08 07:19:10.380147020,P3,Cancelled,Unknown,Service Desk
INC00080974,A0000287,2024-12-26,2024-12-26 04:37:24.950041752,P4,Closed,Capacity Issue,Cybersecurity
INC00080975,A0012302,2025-11-02,2025-11-02 10:31:02.056075280,P4,Resolved,Software Defect,Network Operations
INC00080976,A0014246,2024-06-24,2024-06-24 10:56:32.649288932,P3,Resolved,Patch Failure,Network Operations
INC00080977,A0013534,2024-11-28,2024-11-28 00:55:59.476713427,P3,Closed,User Error,Service Desk
INC00080978,A0011419,2025-02-10,2025-02-10 06:57:12.070254862,P4,Cancelled,Network Connectivity,Service Desk
INC00080979,A0017761,2025-04-13,2025-04-13 13:15:18.075620732,P4,Resolved,Security Control,Server Operations
INC00080980,A0011112,2025-09-20,2025-09-20 03:54:55.040299480,P3,Closed,Security Control,Network Operations
INC00080981,A0011801,2024-06-12,2024-06-13 02:19:39.116943033,P2,Resolved,Unknown,Cybersecurity
INC00080982,A0021892,2025-06-15,2025-06-15 02:34:49.001653387,P2,Closed,Unknown,Application Support
INC00080983,A0005085,2024-02-09,2024-02-09 13:04:31.828729699,P3,Resolved,Security Control,Cybersecurity
INC00080984,A0013859,2024-10-04,2024-10-04 05:09:26.313980738,P4,Closed,Configuration Error,Application Support
INC00080985,A0018558,2024-05-30,2024-05-30 13:35:05.176761392,P4,Resolved,Unknown,Network Operations
INC00080986,A0014001,2025-07-21,2025-07-21 03:44:22.999677943,P4,Closed,User Error,Network Operations
INC00080987,A0003046,2025-05-22,2025-05-22 02:16:16.015510650,P4,Closed,Unknown,Server Operations
INC00080988,A0000670,2026-05-08,2026-05-08 16:25:18.237356832,P1,Resolved,Patch Failure,Service Desk
INC00080989,A0013494,2024-05-29,2024-05-29 09:00:38.301685452,P2,Closed,Patch Failure,Service Desk
INC00080990,A0017197,2024-06-21,2024-06-21 10:06:53.240242586,P3,Closed,Unknown,Service Desk
INC00080991,A0022249,2025-11-28,2025-11-28 03:16:25.162792964,P3,Resolved,Network Connectivity,Cybersecurity
INC00080992,A0000080,2025-05-10,2025-05-10 02:52:53.001795720,P4,Resolved,Hardware Failure,Application Support
INC00080993,A0020731,2024-12-27,2024-12-27 01:57:30.601247158,P2,Resolved,User Error,End User Computing
INC00080994,A0014637,2024-10-27,2024-10-27 08:06:33.624892036,P3,Closed,Patch Failure,Application Support
INC00080995,A0022642,2024-03-28,2024-03-28 11:35:57.530355903,P3,Cancelled,Software Defect,Server Operations
INC00080996,A0021006,2024-10-14,2024-10-14 06:23:39.919031862,P4,Closed,Capacity Issue,End User Computing
INC00080997,A0003681,2025-04-03,2025-04-03 03:08:38.830377829,P4,Resolved,Software Defect,Network Operations
INC00080998,A0015375,2025-12-01,2025-12-01 09:36:40.639310848,P3,Cancelled,Unknown,Server Operations
INC00080999,A0023415,2024-05-26,2024-05-26 06:51:44.754895983,P3,Resolved,User Error,Application Support
INC00081000,A0022288,2026-03-19,2026-03-19 09:16:12.169939850,P4,Resolved,Configuration Error,Server Operations
INC00081001,A0001409,2024-02-17,2024-02-17 04:02:19.249484125,P4,Resolved,Patch Failure,Application Support
INC00081002,A0013576,2025-03-19,2025-03-19 02:23:28.367675278,P3,Resolved,Patch Failure,Application Support
INC00081003,A0016195,2025-01-12,2025-01-12 02:44:08.764666350,P4,Resolved,Capacity Issue,Cybersecurity
INC00081004,A0011747,2024-07-11,2024-07-11 08:33:55.711404316,P4,Resolved,Hardware Failure,End User Computing
INC00081005,A0002747,2024-02-11,2024-02-11 01:47:44.519715459,P4,Resolved,Hardware Failure,Network Operations
INC00081006,A0003173,2025-10-06,2025-10-06 07:23:49.109202996,P3,Resolved,Software Defect,Service Desk
INC00081007,A0012105,2024-02-26,2024-02-26 04:44:51.431244021,P4,Closed,Configuration Error,Server Operations
INC00081008,A0016578,2026-01-07,2026-01-07 05:02:40.711180560,P3,Resolved,Patch Failure,Cybersecurity
INC00081009,A0019291,2025-11-06,2025-11-06 14:28:29.423644204,P3,Resolved,Security Control,Server Operations
INC00081010,A0011883,2025-09-11,2025-09-11 12:18:04.514750298,P2,Closed,Configuration Error,Application Support
INC00081011,A0020504,2026-02-23,2026-02-23 10:00:03.359438359,P3,Closed,Capacity Issue,Service Desk
INC00081012,A0002780,2026-01-26,2026-01-26 10:34:18.457015468,P3,Resolved,Capacity Issue,Service Desk
INC00081013,A0016756,2025-01-27,2025-01-27 11:35:44.311602922,P3,Closed,Security Control,Application Support
INC00081014,A0004878,2024-12-12,2024-12-12 08:13:01.790464634,P1,Resolved,Configuration Error,Application Support
INC00081015,A0017165,2024-03-01,2024-03-01 02:58:12.473824026,P4,Resolved,Unknown,Cybersecurity
INC00081016,A0003013,2024-03-09,2024-03-09 07:01:45.416214084,P3,Resolved,Configuration Error,Cybersecurity
INC00081017,A0011873,2025-08-26,2025-08-26 06:31:27.897302168,P3,Resolved,Hardware Failure,Application Support
INC00081018,A0003475,2024-03-16,2024-03-16 15:07:29.483349376,P3,Resolved,Unknown,Service Desk
INC00081019,A0014968,2024-05-06,2024-05-06 07:21:45.962233358,P3,Resolved,Capacity Issue,Network Operations
INC00081020,A0012882,2024-07-01,2024-07-01 09:27:14.245508127,P3,Resolved,Configuration Error,Network Operations
INC00081021,A0022949,2026-02-09,2026-02-09 09:23:11.146568992,P3,Resolved,Network Connectivity,Server Operations
INC00081022,A0008212,2025-04-06,2025-04-06 10:01:09.127049494,P3,Resolved,Unknown,Network Operations
INC00081023,A0006730,2026-04-20,2026-04-20 01:41:35.203302326,P4,Resolved,User Error,Service Desk
INC00081024,A0013649,2024-05-06,2024-05-06 06:17:49.795052780,P4,Closed,Configuration Error,Server Operations
INC00081025,A0003082,2026-04-13,2026-04-13 09:47:40.857397144,P4,Closed,Hardware Failure,Application Support
INC00081026,A0023645,2024-12-29,2024-12-29 01:44:21.012595490,P3,Resolved,Network Connectivity,Network Operations
INC00081027,A0016495,2024-05-11,2024-05-11 05:45:25.672574160,P3,Resolved,Security Control,Server Operations
INC00081028,A0022638,2026-04-05,2026-04-05 09:18:01.151507253,P4,Resolved,User Error,Network Operations
INC00081029,A0010074,2026-04-07,2026-04-07 03:58:44.902748985,P4,Resolved,Configuration Error,End User Computing
INC00081030,A0014200,2024-04-20,2024-04-20 11:56:09.709141657,P4,Resolved,Security Control,Network Operations
INC00081031,A0008498,2026-05-13,2026-05-13 10:05:20.265167043,P3,Resolved,Unknown,Network Operations
INC00081032,A0006550,2024-08-02,2024-08-02 00:53:05.219861874,P3,Resolved,Capacity Issue,Service Desk
INC00081033,A0004059,2026-02-15,2026-02-15 09:50:24.011474722,P4,Resolved,Capacity Issue,Application Support
INC00081034,A0018830,2025-04-01,2025-04-01 11:20:13.137627609,P2,Resolved,User Error,Service Desk
INC00081035,A0002974,2025-09-13,2025-09-13 03:21:56.358164534,P3,Resolved,Security Control,Service Desk
INC00081036,A0010054,2025-04-24,2025-04-24 04:40:08.670157093,P2,Resolved,Configuration Error,Cybersecurity
INC00081037,A0016239,2025-12-10,2025-12-10 03:32:12.816397226,P4,Resolved,Hardware Failure,Application Support
INC00081038,A0008007,2024-08-22,2024-08-22 10:40:53.281341746,P3,Resolved,Hardware Failure,End User Computing
INC00081039,A0008685,2025-05-26,2025-05-26 02:57:16.504276813,P4,Resolved,Security Control,Application Support
INC00081040,A0012059,2026-02-25,2026-02-25 08:35:23.614438560,P3,Resolved,Security Control,Application Support
INC00081041,A0000458,2026-01-01,2026-01-01 09:34:48.883884384,P4,Resolved,Hardware Failure,Application Support
INC00081042,A0013189,2025-09-17,2025-09-17 14:17:42.247077453,P3,Resolved,Patch Failure,Application Support
INC00081043,A0016238,2025-07-28,2025-07-28 04:38:30.678118897,P3,Resolved,Unknown,Server Operations
INC00081044,A0013440,2025-02-11,2025-02-11 10:52:31.283990839,P4,Closed,Hardware Failure,Cybersecurity
INC00081045,A0009820,2025-08-23,2025-08-23 06:06:04.752361054,P4,Closed,Unknown,Cybersecurity
INC00081046,A0001222,2025-12-12,2025-12-12 06:36:26.955240109,P4,Resolved,Patch Failure,Network Operations
INC00081047,A0007270,2024-11-23,2024-11-23 18:35:56.487906610,P3,Resolved,Hardware Failure,Server Operations
INC00081048,A0012539,2024-01-22,2024-01-22 02:51:53.623851130,P3,Resolved,Configuration Error,Application Support
INC00081049,A0001162,2025-05-15,2025-05-15 02:12:37.865192479,P4,Resolved,Patch Failure,Application Support
INC00081050,A0022243,2026-02-03,2026-02-03 01:10:28.285977356,P3,Resolved,Patch Failure,Network Operations
INC00081051,A0011840,2026-02-20,2026-02-20 04:11:52.620831636,P3,Resolved,Unknown,Service Desk
INC00081052,A0010655,2026-04-14,2026-04-14 13:39:03.702758058,P3,Cancelled,Capacity Issue,Cybersecurity
INC00081053,A0010700,2025-01-26,2025-01-26 04:58:28.327523433,P4,Resolved,Configuration Error,Network Operations
INC00081054,A0017762,2024-12-09,2024-12-09 08:36:04.393226134,P3,Resolved,Security Control,Cybersecurity
INC00081055,A0011885,2025-07-25,2025-07-25 02:12:46.018341590,P3,Closed,Software Defect,Service Desk
INC00081056,A0002353,2024-07-09,2024-07-09 03:38:08.879920774,P2,Resolved,Patch Failure,Cybersecurity
INC00081057,A0002665,2025-11-16,2025-11-16 13:53:08.612250475,P3,Closed,Hardware Failure,Cybersecurity
INC00081058,A0002800,2026-01-03,2026-01-03 04:06:33.181574558,P4,Closed,Hardware Failure,Server Operations
INC00081059,A0000656,2025-12-30,2025-12-30 11:33:27.581390110,P3,Closed,Configuration Error,Service Desk
INC00081060,A0014019,2024-12-27,2024-12-27 14:47:29.068677938,P3,Closed,Hardware Failure,Service Desk
INC00081061,A0018099,2024-01-21,2024-01-21 04:23:35.629644606,P3,Resolved,Unknown,End User Computing
INC00081062,A0001173,2024-03-21,2024-03-21 10:59:46.328945377,P2,Resolved,User Error,Application Support
INC00081063,A0006784,2025-06-28,2025-06-28 06:19:47.422123215,P4,Resolved,Hardware Failure,Cybersecurity
INC00081064,A0014712,2025-10-27,2025-10-27 09:42:32.608077890,P4,Resolved,Capacity Issue,Application Support
INC00081065,A0023496,2025-06-29,2025-06-29 11:22:23.714160132,P4,Resolved,Unknown,Service Desk
INC00081066,A0015311,2026-04-10,2026-04-10 03:17:23.576569321,P3,Resolved,Network Connectivity,Application Support
INC00081067,A0017255,2024-04-16,2024-04-16 07:20:20.062703216,P2,Closed,User Error,Network Operations
INC00081068,A0007576,2026-03-27,2026-03-27 00:48:06.294542976,P4,Resolved,User Error,Service Desk
INC00081069,A0006412,2026-01-07,2026-01-07 06:06:55.017762382,P4,Resolved,Network Connectivity,Service Desk
INC00081070,A0021312,2024-04-02,2024-04-02 11:02:32.506638169,P3,Resolved,Security Control,Application Support
INC00081071,A0001763,2025-08-18,2025-08-18 05:01:05.001451557,P4,Resolved,Patch Failure,Service Desk
INC00081072,A0022199,2026-04-29,2026-04-29 02:05:48.164104942,P4,Resolved,Hardware Failure,Application Support
INC00081073,A0012514,2024-07-29,2024-07-29 02:51:40.847601888,P3,Closed,Unknown,Service Desk
INC00081074,A0014072,2024-07-12,2024-07-12 05:22:51.767939233,P2,Resolved,Hardware Failure,Application Support
INC00081075,A0018416,2025-04-24,2025-04-24 05:21:13.779465678,P2,Closed,Configuration Error,Cybersecurity
INC00081076,A0016853,2024-07-26,2024-07-26 12:12:15.462844963,P3,Closed,Network Connectivity,Cybersecurity
INC00081077,A0011939,2024-04-09,2024-04-09 04:39:45.978065575,P4,Closed,Configuration Error,Server Operations
INC00081078,A0005380,2026-05-01,2026-05-01 06:11:01.606756779,P3,Resolved,User Error,Application Support
INC00081079,A0006589,2024-07-02,2024-07-02 07:35:05.143643959,P3,Closed,Security Control,End User Computing
INC00081080,A0010737,2024-10-13,2024-10-13 08:25:33.182263380,P3,Resolved,User Error,Network Operations
INC00081081,A0012472,2024-02-11,2024-02-11 03:14:12.978138638,P3,Resolved,Network Connectivity,Service Desk
INC00081082,A0000341,2026-02-04,2026-02-04 06:13:57.606266067,P3,Resolved,Unknown,Service Desk
INC00081083,A0005071,2025-09-01,2025-09-01 13:34:14.604183908,P3,Resolved,Capacity Issue,Network Operations
INC00081084,A0021906,2024-06-18,2024-06-18 03:48:54.545823327,P3,Resolved,Capacity Issue,Cybersecurity
INC00081085,A0005554,2025-02-04,2025-02-04 04:26:26.918476810,P4,Resolved,Unknown,Cybersecurity
INC00081086,A0004305,2025-04-02,2025-04-02 04:09:22.736769080,P3,Closed,Security Control,Application Support
INC00081087,A0013443,2025-05-05,2025-05-05 07:08:42.058652546,P4,Resolved,Network Connectivity,Service Desk
INC00081088,A0002936,2025-03-20,2025-03-20 08:38:43.950984057,P4,Closed,Security Control,Network Operations
INC00081089,A0017988,2024-06-30,2024-06-30 05:09:36.697611452,P3,Resolved,Patch Failure,End User Computing
INC00081090,A0016482,2026-04-20,2026-04-20 06:57:41.467076092,P4,Resolved,Capacity Issue,End User Computing
INC00081091,A0020866,2025-12-22,2025-12-22 05:13:54.050636438,P3,Closed,User Error,Service Desk
INC00081092,A0009896,2025-01-14,2025-01-14 11:08:42.292568040,P3,Resolved,Configuration Error,Cybersecurity
INC00081093,A0023466,2025-11-06,2025-11-06 00:44:31.884349020,P3,Resolved,Patch Failure,Application Support
INC00081094,A0016467,2025-04-22,2025-04-22 04:21:31.155962112,P3,Resolved,Software Defect,Server Operations
INC00081095,A0020574,2024-01-11,2024-01-11 04:52:07.650471568,P1,Cancelled,Unknown,Service Desk
INC00081096,A0008282,2025-03-03,2025-03-03 01:49:01.777464112,P2,Resolved,Hardware Failure,End User Computing
