Project_ID,Asset_ID,Asset_Type,Current_Lifecycle_Status,Refresh_Year,Planned_Refresh_Date,Actual_Refresh_Date,Budget_Estimate_CAD,Project_Status,Constraint_or_Blocker
PRJ-005884,AST-0010501,Laptop,Past EOL,2028,2028-02-21,2028-03-09,1984.69,Completed,Change Freeze
PRJ-005885,AST-0004980,Laptop,EOL within 24 months,2026,2026-08-26,,3119.99,Not Started,Security Exception
PRJ-005886,AST-0012574,Laptop,EOL within 12 months,2028,2028-07-25,,1653.16,In Progress,Change Freeze
PRJ-005887,AST-0020706,Server,EOL within 24 months,2028,2028-10-23,,12284.54,In Progress,Change Freeze
PRJ-005888,AST-0007280,Laptop,EOL within 24 months,2027,2027-02-05,,1747.88,Planning,Application Dependency
PRJ-005889,AST-0013482,Laptop,Past EOL,2027,2027-01-28,2027-01-27,1981.88,Completed,Change Freeze
PRJ-005890,AST-0015724,Desktop,EOL within 12 months,2026,2026-06-18,,982.16,Planning,None
PRJ-005891,AST-0013320,Laptop,EOL within 24 months,2026,2026-09-28,,3563.37,Deferred,Application Dependency
PRJ-005892,AST-0020785,Server,EOL within 24 months,2026,2026-06-24,,10524.47,Deferred,None
PRJ-005893,AST-0017926,Desktop,EOL within 24 months,2028,2028-10-13,,1131.94,Not Started,None
PRJ-005894,AST-0018694,VDI Endpoint,EOL within 24 months,2028,2028-03-17,2028-04-16,1063.75,Completed,None
PRJ-005895,AST-0015793,Desktop,EOL within 24 months,2027,2027-12-17,,1093.84,Not Started,Budget Approval
PRJ-005896,AST-0019331,VDI Endpoint,EOL within 24 months,2027,2027-06-13,,1156.7,Planning,Vendor Lead Time
PRJ-005897,AST-0005436,Laptop,Past EOL,2028,2028-12-05,,1632.9,Not Started,Budget Approval
PRJ-005898,AST-0012459,Laptop,EOL within 12 months,2028,2028-07-21,,1894.11,In Progress,Change Freeze
PRJ-005899,AST-0003153,Laptop,EOL within 24 months,2027,2027-02-26,,1833.02,Not Started,Vendor Lead Time
PRJ-005900,AST-0001520,Laptop,EOL within 24 months,2029,2029-01-06,2029-03-30,3368.2,Completed,Security Exception
PRJ-005901,AST-0000248,Laptop,EOL within 12 months,2027,2027-11-23,,1902.55,In Progress,Change Freeze
PRJ-005902,AST-0016938,Desktop,EOL within 24 months,2026,2026-12-29,,1055.62,Not Started,Budget Approval
PRJ-005903,AST-0019129,VDI Endpoint,EOL within 12 months,2026,2026-12-01,,1221.76,In Progress,Security Exception
PRJ-005904,AST-0019226,VDI Endpoint,EOL within 24 months,2027,2027-07-01,,1172.36,Planning,Budget Approval
PRJ-005905,AST-0007651,Laptop,EOL within 24 months,2028,2028-11-06,,3096.74,Planning,Vendor Lead Time
PRJ-005906,AST-0015174,Desktop,EOL within 12 months,2028,2028-07-22,,1105.24,In Progress,Application Dependency
PRJ-005907,AST-0012887,Laptop,EOL within 24 months,2027,2027-01-26,,2021.04,In Progress,None
PRJ-005908,AST-0005579,Laptop,Past EOL,2027,2027-09-15,2027-10-05,1743.4,Completed,Change Freeze
PRJ-005909,AST-0013849,Laptop,EOL within 12 months,2027,2027-11-14,,1974.62,Deferred,Budget Approval
PRJ-005910,AST-0010420,Laptop,EOL within 24 months,2026,2026-08-16,2026-11-14,1909.99,Completed,Change Freeze
PRJ-005911,AST-0000094,Laptop,EOL within 12 months,2028,2028-05-25,,1776.42,Planning,Budget Approval
PRJ-005912,AST-0007600,Laptop,EOL within 12 months,2028,2028-04-01,,1709.16,Planning,Security Exception
PRJ-005913,AST-0009643,Laptop,Past EOL,2026,2026-08-22,,1441.41,Not Started,Application Dependency
PRJ-005914,AST-0000025,Laptop,EOL within 24 months,2028,2028-03-06,,2568.07,In Progress,Application Dependency
PRJ-005915,AST-0012022,Laptop,EOL within 12 months,2028,2028-03-31,,1852.62,Not Started,None
PRJ-005916,AST-0010616,Laptop,Past EOL,2027,2027-09-08,,1721.38,Planning,Branch Scheduling
PRJ-005917,AST-0014791,Desktop,EOL within 24 months,2028,2028-09-05,,993.64,Planning,Vendor Lead Time
PRJ-005918,AST-0013250,Laptop,EOL within 12 months,2027,2027-10-25,,1882.53,Planning,Branch Scheduling
PRJ-005919,AST-0017508,Desktop,EOL within 12 months,2027,2027-01-03,,1117.73,In Progress,Budget Approval
PRJ-005920,AST-0004372,Laptop,EOL within 12 months,2028,2028-12-12,,1764.4,In Progress,None
PRJ-005921,AST-0017105,Desktop,EOL within 24 months,2027,2027-06-20,,1198.42,Planning,Branch Scheduling
PRJ-005922,AST-0002953,Laptop,EOL within 24 months,2027,2027-05-30,,3062.29,Planning,Vendor Lead Time
PRJ-005923,AST-0023780,Wireless Access Point,EOL within 12 months,2028,2028-05-15,,955.62,Deferred,None
PRJ-005924,AST-0006083,Laptop,Past EOL,2027,2027-05-29,2027-04-30,1894.59,Completed,Change Freeze
PRJ-005925,AST-0005420,Laptop,Past EOL,2028,2028-05-09,,1719.55,Planning,Vendor Lead Time
PRJ-005926,AST-0019042,VDI Endpoint,EOL within 24 months,2027,2027-10-18,,839.42,In Progress,None
PRJ-005927,AST-0005406,Laptop,Past EOL,2026,2026-10-28,,1494.32,Not Started,Vendor Lead Time
PRJ-005928,AST-0013913,Laptop,EOL within 24 months,2027,2027-10-30,,2327.01,Blocked,None
PRJ-005929,AST-0015275,Desktop,EOL within 12 months,2028,2028-02-10,,1217.96,Blocked,Change Freeze
PRJ-005930,AST-0022976,Router,EOL within 12 months,2027,2027-11-10,,12440.0,Blocked,Security Exception
PRJ-005931,AST-0005142,Laptop,EOL within 12 months,2028,2028-03-15,,1649.72,Deferred,Change Freeze
PRJ-005932,AST-0015422,Desktop,EOL within 12 months,2026,2026-09-12,,1044.3,Not Started,Security Exception
PRJ-005933,AST-0014689,Desktop,EOL within 12 months,2028,2028-04-22,,1182.83,In Progress,Branch Scheduling
PRJ-005934,AST-0001271,Laptop,Past EOL,2028,2028-08-05,,1319.26,Deferred,Application Dependency
PRJ-005935,AST-0020635,Server,EOL within 24 months,2028,2028-11-07,,15873.49,In Progress,Budget Approval
PRJ-005936,AST-0019984,VDI Endpoint,EOL within 24 months,2028,2028-08-13,2028-09-30,1186.39,Completed,Change Freeze
PRJ-005937,AST-0003760,Laptop,Past EOL,2027,2027-10-15,2027-09-29,1480.27,Completed,Budget Approval
PRJ-005938,AST-0007946,Laptop,EOL within 12 months,2028,2028-04-05,2028-06-07,1898.74,Completed,Budget Approval
PRJ-005939,AST-0002074,Laptop,Past EOL,2028,2028-10-07,,1752.4,Planning,Application Dependency
PRJ-005940,AST-0006625,Laptop,EOL within 24 months,2028,2028-06-28,,1684.73,Planning,Branch Scheduling
PRJ-005941,AST-0006090,Laptop,EOL within 12 months,2026,2026-07-24,,2005.6,Planning,Budget Approval
PRJ-005942,AST-0003221,Laptop,EOL within 24 months,2026,2026-10-03,2026-10-06,1514.72,Completed,Security Exception
PRJ-005943,AST-0017017,Desktop,EOL within 24 months,2026,2026-11-28,,1197.66,Not Started,Change Freeze
PRJ-005944,AST-0007704,Laptop,EOL within 12 months,2026,2026-11-08,,1895.56,Blocked,Vendor Lead Time
PRJ-005945,AST-0016521,Desktop,EOL within 24 months,2028,2028-04-11,2028-03-16,1221.83,Completed,Budget Approval
PRJ-005946,AST-0003258,Laptop,EOL within 24 months,2027,2027-02-20,2027-02-04,1517.22,Completed,Security Exception
PRJ-005947,AST-0003612,Laptop,EOL within 12 months,2026,2026-08-13,,1737.35,Planning,Budget Approval
PRJ-005948,AST-0023716,Wireless Access Point,EOL within 12 months,2028,2028-02-13,,807.57,Deferred,Security Exception
PRJ-005949,AST-0007257,Laptop,EOL within 24 months,2027,2027-10-25,,2675.39,In Progress,Vendor Lead Time
PRJ-005950,AST-0023840,Wireless Access Point,EOL within 12 months,2028,2028-09-02,,884.05,Not Started,Budget Approval
PRJ-005951,AST-0002198,Laptop,Past EOL,2026,2026-10-02,,1628.46,In Progress,None
PRJ-005952,AST-0015418,Desktop,EOL within 24 months,2027,2027-06-23,2027-07-29,1348.99,Completed,Security Exception
PRJ-005953,AST-0016372,Desktop,EOL within 12 months,2027,2027-11-24,,1170.54,Planning,Budget Approval
PRJ-005954,AST-0000991,Laptop,EOL within 24 months,2028,2028-09-16,2028-10-15,1947.79,Completed,Branch Scheduling
PRJ-005955,AST-0007806,Laptop,Past EOL,2028,2028-10-03,2028-12-07,1923.15,Completed,Vendor Lead Time
PRJ-005956,AST-0018655,VDI Endpoint,EOL within 24 months,2028,2028-12-23,,1000.16,Not Started,None
PRJ-005957,AST-0016367,Desktop,EOL within 12 months,2026,2026-11-04,2027-01-17,1388.46,Completed,Vendor Lead Time
PRJ-005958,AST-0011561,Laptop,Past EOL,2026,2026-08-26,,1877.42,In Progress,Change Freeze
PRJ-005959,AST-0005505,Laptop,EOL within 24 months,2027,2027-07-28,2027-07-19,3354.96,Completed,Application Dependency
PRJ-005960,AST-0005810,Laptop,EOL within 24 months,2027,2027-10-18,,3172.63,Not Started,Vendor Lead Time
PRJ-005961,AST-0023649,Wireless Access Point,EOL within 24 months,2028,2028-01-09,,1311.04,Planning,Vendor Lead Time
PRJ-005962,AST-0017656,Desktop,EOL within 12 months,2028,2028-08-31,,1306.33,Planning,Budget Approval
PRJ-005963,AST-0011433,Laptop,EOL within 24 months,2028,2028-11-04,,2721.15,In Progress,Vendor Lead Time
PRJ-005964,AST-0000916,Laptop,EOL within 24 months,2028,2028-12-17,,1616.02,Not Started,Budget Approval
PRJ-005965,AST-0002827,Laptop,EOL within 24 months,2027,2027-02-07,,1807.95,In Progress,Budget Approval
PRJ-005966,AST-0016186,Desktop,EOL within 24 months,2027,2027-01-16,,921.15,Deferred,Vendor Lead Time
PRJ-005967,AST-0022287,Access Switch,EOL within 24 months,2026,2026-07-27,2026-08-12,7227.04,Completed,Security Exception
PRJ-005968,AST-0001813,Laptop,EOL within 12 months,2026,2026-09-07,,2069.14,Blocked,None
PRJ-005969,AST-0015673,Desktop,EOL within 12 months,2027,2027-03-22,,1116.47,Not Started,Branch Scheduling
PRJ-005970,AST-0011223,Laptop,EOL within 24 months,2028,2028-02-04,,2174.08,Not Started,Security Exception
PRJ-005971,AST-0005024,Laptop,Past EOL,2027,2027-03-08,,1735.46,Planning,Vendor Lead Time
PRJ-005972,AST-0015424,Desktop,EOL within 24 months,2028,2028-12-04,,1017.77,Not Started,Change Freeze
PRJ-005973,AST-0009037,Laptop,Past EOL,2026,2026-07-05,,1910.11,In Progress,None
PRJ-005974,AST-0016866,Desktop,EOL within 24 months,2028,2028-11-01,2028-12-30,1022.35,Completed,Budget Approval
PRJ-005975,AST-0010162,Laptop,EOL within 12 months,2028,2028-02-05,,2140.56,In Progress,Vendor Lead Time
PRJ-005976,AST-0004091,Laptop,EOL within 12 months,2028,2028-11-05,,1417.89,Blocked,Security Exception
PRJ-005977,AST-0012997,Laptop,Past EOL,2027,2027-04-13,,1625.92,Deferred,None
PRJ-005978,AST-0003496,Laptop,Past EOL,2026,2026-08-25,2026-10-29,1924.88,Completed,Change Freeze
PRJ-005979,AST-0017444,Desktop,EOL within 24 months,2027,2027-03-05,,1200.46,Deferred,Branch Scheduling
PRJ-005980,AST-0010737,Laptop,Past EOL,2027,2027-02-25,,1479.77,Blocked,Budget Approval
PRJ-005981,AST-0023702,Wireless Access Point,EOL within 24 months,2028,2028-03-29,,1125.11,Deferred,Branch Scheduling
PRJ-005982,AST-0008723,Laptop,EOL within 24 months,2026,2026-06-22,,2169.51,Not Started,Application Dependency
PRJ-005983,AST-0007688,Laptop,EOL within 12 months,2027,2027-12-18,,1776.46,Not Started,Security Exception
PRJ-005984,AST-0008987,Laptop,Past EOL,2028,2028-12-15,,1809.34,Planning,Branch Scheduling
PRJ-005985,AST-0007277,Laptop,EOL within 24 months,2028,2028-06-08,,2888.65,Planning,Security Exception
PRJ-005986,AST-0000102,Laptop,EOL within 24 months,2027,2027-03-06,,2582.33,In Progress,None
PRJ-005987,AST-0021911,Access Switch,EOL within 24 months,2026,2026-11-05,2026-10-08,5283.77,Completed,Branch Scheduling
PRJ-005988,AST-0003566,Laptop,EOL within 12 months,2028,2028-10-17,,2027.51,Not Started,Security Exception
PRJ-005989,AST-0019748,VDI Endpoint,EOL within 24 months,2027,2027-06-06,,1122.65,Not Started,Change Freeze
PRJ-005990,AST-0006648,Laptop,EOL within 12 months,2026,2026-12-28,,2065.67,Planning,Security Exception
PRJ-005991,AST-0003353,Laptop,Past EOL,2027,2027-01-04,,1508.68,Planning,Branch Scheduling
PRJ-005992,AST-0006070,Laptop,Past EOL,2028,2028-02-25,,1963.25,In Progress,Change Freeze
PRJ-005993,AST-0021909,Access Switch,EOL within 24 months,2027,2027-12-27,,7995.42,Planning,Vendor Lead Time
PRJ-005994,AST-0005869,Laptop,EOL within 12 months,2027,2027-11-01,,1859.67,Not Started,Application Dependency
PRJ-005995,AST-0010316,Laptop,Past EOL,2028,2028-07-24,,1686.0,In Progress,None
PRJ-005996,AST-0004879,Laptop,EOL within 12 months,2028,2028-11-25,2028-12-22,2071.87,Completed,Change Freeze
PRJ-005997,AST-0012027,Laptop,EOL within 12 months,2026,2026-06-20,,2126.49,In Progress,Vendor Lead Time
PRJ-005998,AST-0011386,Laptop,EOL within 24 months,2028,2028-10-24,,3532.12,Not Started,Change Freeze
PRJ-005999,AST-0005739,Laptop,EOL within 12 months,2028,2028-09-22,,1887.18,Deferred,Vendor Lead Time
PRJ-006000,AST-0012529,Laptop,EOL within 12 months,2028,2028-10-22,,2181.51,Planning,Budget Approval
PRJ-006001,AST-0004311,Laptop,Past EOL,2027,2027-08-27,,1407.45,Planning,Budget Approval
PRJ-006002,AST-0008801,Laptop,EOL within 12 months,2027,2027-02-22,,1967.63,Not Started,Branch Scheduling
PRJ-006003,AST-0015249,Desktop,EOL within 12 months,2028,2028-12-22,2029-01-15,1333.18,Completed,Change Freeze
PRJ-006004,AST-0010362,Laptop,EOL within 24 months,2027,2027-05-07,,1919.57,In Progress,Vendor Lead Time
PRJ-006005,AST-0006041,Laptop,Past EOL,2028,2028-01-07,,1690.52,In Progress,Budget Approval
PRJ-006006,AST-0013403,Laptop,EOL within 12 months,2026,2026-07-31,,2066.78,Planning,Branch Scheduling
PRJ-006007,AST-0017520,Desktop,EOL within 24 months,2026,2026-07-03,,975.53,Not Started,Vendor Lead Time
PRJ-006008,AST-0015646,Desktop,EOL within 12 months,2026,2026-08-30,,1231.6,Not Started,Branch Scheduling
PRJ-006009,AST-0013559,Laptop,EOL within 12 months,2026,2026-12-27,,2104.94,Planning,Branch Scheduling
PRJ-006010,AST-0020060,Server,EOL within 24 months,2026,2026-09-21,,12817.13,Planning,None
PRJ-006011,AST-0000752,Laptop,EOL within 12 months,2027,2027-07-29,,1637.1,Planning,Change Freeze
PRJ-006012,AST-0004074,Laptop,EOL within 24 months,2027,2027-06-26,2027-05-31,1694.87,Completed,None
PRJ-006013,AST-0006936,Laptop,EOL within 24 months,2028,2028-12-07,,1884.48,Not Started,Vendor Lead Time
PRJ-006014,AST-0002883,Laptop,EOL within 12 months,2028,2028-12-12,,1759.27,Planning,Budget Approval
PRJ-006015,AST-0009141,Laptop,EOL within 24 months,2028,2028-12-20,,1568.07,Not Started,None
PRJ-006016,AST-0003327,Laptop,Past EOL,2028,2028-10-06,,1316.29,In Progress,Branch Scheduling
PRJ-006017,AST-0000514,Laptop,EOL within 12 months,2028,2028-06-14,,1530.49,Planning,Application Dependency
PRJ-006018,AST-0009369,Laptop,EOL within 24 months,2027,2027-12-01,,2176.3,In Progress,Vendor Lead Time
PRJ-006019,AST-0008089,Laptop,EOL within 24 months,2027,2027-09-18,2027-12-03,1851.55,Completed,Budget Approval
PRJ-006020,AST-0000499,Laptop,EOL within 24 months,2028,2028-07-05,,2148.89,Planning,Budget Approval
PRJ-006021,AST-0016635,Desktop,EOL within 12 months,2028,2028-10-26,,1348.13,Planning,Budget Approval
PRJ-006022,AST-0005784,Laptop,EOL within 12 months,2028,2028-08-14,,1558.6,Planning,Vendor Lead Time
PRJ-006023,AST-0016605,Desktop,EOL within 24 months,2027,2027-08-26,,1191.96,In Progress,Application Dependency
PRJ-006024,AST-0001533,Laptop,Past EOL,2027,2027-12-13,,1647.78,Not Started,Application Dependency
PRJ-006025,AST-0001376,Laptop,Past EOL,2028,2028-05-11,,1684.84,Planning,None
PRJ-006026,AST-0007468,Laptop,EOL within 12 months,2028,2028-04-27,,1644.55,Not Started,Vendor Lead Time
PRJ-006027,AST-0004821,Laptop,EOL within 12 months,2026,2026-08-21,,1582.4,Not Started,Change Freeze
PRJ-006028,AST-0019339,VDI Endpoint,EOL within 12 months,2027,2027-01-30,2027-03-31,1081.05,Completed,Application Dependency
PRJ-006029,AST-0008604,Laptop,EOL within 12 months,2028,2028-03-01,,1821.56,Not Started,Change Freeze
PRJ-006030,AST-0016412,Desktop,EOL within 24 months,2027,2027-02-15,,971.62,Planning,Application Dependency
PRJ-006031,AST-0009040,Laptop,Past EOL,2028,2028-07-12,,1789.3,In Progress,Branch Scheduling
PRJ-006032,AST-0013562,Laptop,EOL within 12 months,2028,2028-09-28,,1909.62,Planning,Change Freeze
PRJ-006033,AST-0006727,Laptop,EOL within 12 months,2026,2026-12-12,,1853.2,Deferred,None
PRJ-006034,AST-0016192,Desktop,EOL within 12 months,2028,2028-07-04,,1186.95,Not Started,Change Freeze
PRJ-006035,AST-0003628,Laptop,EOL within 12 months,2026,2026-10-13,,1584.47,Planning,Vendor Lead Time
PRJ-006036,AST-0022745,Core Switch,EOL within 24 months,2028,2028-11-19,,25530.23,Blocked,Vendor Lead Time
PRJ-006037,AST-0016200,Desktop,EOL within 12 months,2028,2028-07-21,,1276.18,Deferred,Security Exception
PRJ-006038,AST-0000536,Laptop,EOL within 24 months,2028,2028-11-26,,1834.67,Planning,Branch Scheduling
PRJ-006039,AST-0001280,Laptop,Past EOL,2028,2028-04-13,,1418.44,In Progress,None
PRJ-006040,AST-0001477,Laptop,Past EOL,2027,2027-09-16,,1351.33,Not Started,Vendor Lead Time
PRJ-006041,AST-0010579,Laptop,Past EOL,2028,2028-09-13,,1799.97,Deferred,Application Dependency
PRJ-006042,AST-0015909,Desktop,EOL within 12 months,2028,2028-11-16,,1105.21,In Progress,Vendor Lead Time
PRJ-006043,AST-0007322,Laptop,EOL within 12 months,2026,2026-11-23,,1515.91,In Progress,Security Exception
PRJ-006044,AST-0018484,Desktop,EOL within 12 months,2026,2026-07-03,,1050.22,Deferred,None
PRJ-006045,AST-0013391,Laptop,EOL within 12 months,2028,2028-09-17,,1897.63,Planning,Vendor Lead Time
PRJ-006046,AST-0008023,Laptop,Past EOL,2026,2026-08-29,,1487.53,In Progress,Vendor Lead Time
PRJ-006047,AST-0018593,VDI Endpoint,EOL within 12 months,2027,2027-06-04,,1140.86,Not Started,Vendor Lead Time
PRJ-006048,AST-0008555,Laptop,Past EOL,2027,2027-07-21,,1899.88,In Progress,Security Exception
PRJ-006049,AST-0003312,Laptop,Past EOL,2026,2026-08-11,,1810.62,Deferred,Security Exception
PRJ-006050,AST-0017527,Desktop,EOL within 12 months,2028,2028-09-27,,1266.85,Planning,Budget Approval
PRJ-006051,AST-0011025,Laptop,EOL within 24 months,2028,2028-12-28,,1765.13,Not Started,Application Dependency
PRJ-006052,AST-0012107,Laptop,Past EOL,2028,2028-04-02,,1943.68,Planning,Vendor Lead Time
PRJ-006053,AST-0017922,Desktop,EOL within 12 months,2026,2026-08-23,,1269.87,Not Started,Security Exception
PRJ-006054,AST-0013716,Laptop,Past EOL,2027,2027-11-25,2027-11-28,1666.76,Completed,Application Dependency
PRJ-006055,AST-0014623,Desktop,EOL within 24 months,2027,2027-05-18,,1327.37,Planning,Branch Scheduling
PRJ-006056,AST-0023434,Wireless Access Point,EOL within 24 months,2027,2027-11-26,2028-02-08,1152.57,Completed,Change Freeze
PRJ-006057,AST-0014185,Desktop,EOL within 12 months,2028,2028-12-03,,1006.07,Planning,Security Exception
PRJ-006058,AST-0002254,Laptop,EOL within 24 months,2027,2027-11-02,,3760.38,Planning,Branch Scheduling
PRJ-006059,AST-0001024,Laptop,EOL within 24 months,2027,2027-09-26,,3517.45,Not Started,Security Exception
PRJ-006060,AST-0002710,Laptop,Past EOL,2027,2027-10-05,2027-09-20,1704.79,Completed,Branch Scheduling
PRJ-006061,AST-0006341,Laptop,EOL within 12 months,2026,2026-12-21,,1564.84,Deferred,Vendor Lead Time
PRJ-006062,AST-0004123,Laptop,EOL within 24 months,2028,2028-03-19,,1982.85,In Progress,Security Exception
PRJ-006063,AST-0015308,Desktop,EOL within 12 months,2027,2027-11-10,,1254.83,Planning,Change Freeze
PRJ-006064,AST-0005162,Laptop,Past EOL,2027,2027-03-19,,1495.58,Not Started,Change Freeze
PRJ-006065,AST-0005003,Laptop,EOL within 24 months,2028,2028-06-08,,3032.54,In Progress,Application Dependency
PRJ-006066,AST-0001657,Laptop,EOL within 24 months,2028,2028-03-26,,2981.99,Planning,Application Dependency
PRJ-006067,AST-0012041,Laptop,EOL within 12 months,2028,2028-05-14,,1650.99,Not Started,Vendor Lead Time
PRJ-006068,AST-0002911,Laptop,EOL within 24 months,2027,2027-04-14,2027-03-16,1970.29,Completed,Budget Approval
PRJ-006069,AST-0012653,Laptop,EOL within 12 months,2028,2028-10-05,,1704.49,Not Started,Security Exception
PRJ-006070,AST-0022345,Access Switch,EOL within 24 months,2028,2028-05-22,,7007.81,In Progress,Vendor Lead Time
PRJ-006071,AST-0018111,Desktop,EOL within 12 months,2028,2028-06-13,,1386.37,Deferred,Security Exception
PRJ-006072,AST-0010024,Laptop,EOL within 24 months,2026,2026-09-04,2026-10-24,2605.1,Completed,Branch Scheduling
PRJ-006073,AST-0011599,Laptop,EOL within 12 months,2027,2027-08-23,,1635.98,Not Started,Change Freeze
PRJ-006074,AST-0012420,Laptop,Past EOL,2028,2028-05-31,,1679.45,Deferred,Security Exception
PRJ-006075,AST-0015677,Desktop,EOL within 24 months,2028,2028-12-06,,1197.67,In Progress,Budget Approval
PRJ-006076,AST-0000380,Laptop,EOL within 12 months,2026,2026-09-03,,2072.72,Deferred,Vendor Lead Time
PRJ-006077,AST-0010179,Laptop,EOL within 24 months,2028,2028-08-20,,1930.76,In Progress,None
PRJ-006078,AST-0004546,Laptop,Past EOL,2026,2026-11-07,2026-12-22,1975.16,Completed,Application Dependency
PRJ-006079,AST-0006455,Laptop,Past EOL,2027,2027-10-01,,1437.22,In Progress,Application Dependency
PRJ-006080,AST-0007411,Laptop,Past EOL,2027,2027-03-17,2027-05-06,1977.69,Completed,Application Dependency
PRJ-006081,AST-0014550,Desktop,EOL within 12 months,2026,2026-09-21,,1320.32,In Progress,Budget Approval
PRJ-006082,AST-0018968,VDI Endpoint,EOL within 24 months,2028,2028-07-12,,1015.92,In Progress,Application Dependency
PRJ-006083,AST-0002128,Laptop,Past EOL,2026,2026-07-26,,1633.12,Planning,Security Exception
PRJ-006084,AST-0007788,Laptop,EOL within 24 months,2027,2027-08-02,2027-10-05,3267.76,Completed,Change Freeze
PRJ-006085,AST-0007254,Laptop,EOL within 12 months,2027,2027-02-16,,2044.83,Blocked,Branch Scheduling
PRJ-006086,AST-0001318,Laptop,Past EOL,2027,2027-04-28,,1368.63,Not Started,None
PRJ-006087,AST-0013541,Laptop,Past EOL,2027,2027-12-26,,1945.27,Not Started,Application Dependency
PRJ-006088,AST-0005347,Laptop,Past EOL,2027,2027-04-07,,1920.45,Planning,Budget Approval
PRJ-006089,AST-0008449,Laptop,EOL within 12 months,2027,2027-10-12,,1680.29,Not Started,None
PRJ-006090,AST-0006153,Laptop,EOL within 12 months,2026,2026-10-20,,2012.75,Planning,Change Freeze
PRJ-006091,AST-0016184,Desktop,EOL within 12 months,2028,2028-03-22,,963.3,Not Started,None
PRJ-006092,AST-0017697,Desktop,EOL within 24 months,2027,2027-02-04,,995.59,Blocked,Budget Approval
PRJ-006093,AST-0020034,Server,EOL within 24 months,2028,2028-04-18,,12781.47,Deferred,Budget Approval
PRJ-006094,AST-0020576,Server,EOL within 24 months,2027,2027-06-15,2027-06-13,15639.79,Completed,Branch Scheduling
PRJ-006095,AST-0016952,Desktop,EOL within 12 months,2028,2028-11-10,,1040.06,Not Started,Application Dependency
PRJ-006096,AST-0005962,Laptop,Past EOL,2028,2028-10-23,,1869.9,Deferred,Change Freeze
PRJ-006097,AST-0004553,Laptop,EOL within 24 months,2027,2027-04-11,,3293.27,Deferred,None
PRJ-006098,AST-0014522,Desktop,EOL within 24 months,2026,2026-12-13,,1088.13,Not Started,Vendor Lead Time
PRJ-006099,AST-0007897,Laptop,EOL within 12 months,2028,2028-07-20,2028-09-08,1553.34,Completed,Budget Approval
PRJ-006100,AST-0003461,Laptop,EOL within 24 months,2026,2026-10-26,,1984.72,Deferred,Vendor Lead Time
PRJ-006101,AST-0000749,Laptop,EOL within 24 months,2026,2026-12-05,,1962.0,Deferred,Budget Approval
PRJ-006102,AST-0001046,Laptop,Past EOL,2029,2029-01-03,,1920.54,Deferred,None
PRJ-006103,AST-0016392,Desktop,EOL within 12 months,2027,2027-03-04,,979.12,Not Started,Application Dependency
PRJ-006104,AST-0010207,Laptop,EOL within 12 months,2026,2026-07-31,,1774.26,Not Started,Budget Approval
PRJ-006105,AST-0000548,Laptop,EOL within 12 months,2028,2028-10-16,,1621.44,Deferred,Security Exception
PRJ-006106,AST-0015056,Desktop,EOL within 12 months,2027,2027-07-30,,1043.55,In Progress,Change Freeze
PRJ-006107,AST-0013997,Laptop,EOL within 12 months,2026,2026-11-08,,2073.91,Blocked,Change Freeze
PRJ-006108,AST-0014889,Desktop,EOL within 24 months,2026,2026-07-28,,1014.75,Not Started,Branch Scheduling
PRJ-006109,AST-0014559,Desktop,EOL within 12 months,2028,2028-09-14,,1109.81,Planning,Vendor Lead Time
PRJ-006110,AST-0000139,Laptop,Past EOL,2026,2026-07-19,,1771.94,Not Started,Vendor Lead Time
PRJ-006111,AST-0013918,Laptop,EOL within 24 months,2028,2028-06-02,,2197.64,In Progress,Application Dependency
PRJ-006112,AST-0015844,Desktop,EOL within 24 months,2026,2026-12-10,,1286.28,In Progress,Application Dependency
PRJ-006113,AST-0001404,Laptop,EOL within 24 months,2026,2026-08-17,,3646.97,Not Started,Security Exception
PRJ-006114,AST-0012622,Laptop,EOL within 24 months,2028,2028-09-19,,2958.83,Deferred,Application Dependency
PRJ-006115,AST-0013892,Laptop,EOL within 12 months,2028,2028-03-28,,1498.19,Deferred,Branch Scheduling
PRJ-006116,AST-0002452,Laptop,EOL within 12 months,2027,2027-01-25,2027-04-12,1569.73,Completed,Change Freeze
PRJ-006117,AST-0012826,Laptop,EOL within 12 months,2028,2028-06-01,,1722.42,In Progress,Vendor Lead Time
PRJ-006118,AST-0009140,Laptop,EOL within 12 months,2027,2027-01-15,,2123.24,Deferred,Application Dependency
PRJ-006119,AST-0005750,Laptop,Past EOL,2028,2028-09-18,,1812.15,Not Started,Branch Scheduling
PRJ-006120,AST-0011421,Laptop,EOL within 24 months,2026,2026-11-14,,2065.04,In Progress,Application Dependency
PRJ-006121,AST-0016747,Desktop,EOL within 24 months,2028,2028-06-10,,1013.79,Not Started,None
PRJ-006122,AST-0015934,Desktop,EOL within 12 months,2026,2026-12-19,,1306.7,Deferred,Budget Approval
PRJ-006123,AST-0008230,Laptop,Past EOL,2027,2027-11-01,2027-12-27,1503.17,Completed,Application Dependency
PRJ-006124,AST-0014675,Desktop,EOL within 12 months,2028,2028-05-13,2028-07-18,1029.44,Completed,Application Dependency
PRJ-006125,AST-0008658,Laptop,EOL within 24 months,2027,2027-09-09,2027-08-27,3643.83,Completed,Branch Scheduling
PRJ-006126,AST-0010687,Laptop,EOL within 24 months,2027,2027-01-27,,1870.34,In Progress,Branch Scheduling
