Project_ID,Asset_ID,Project_Name,Planned_Refresh_Date,Actual_Refresh_Date,Project_Portfolio,Project_Status,Planned_Budget_Amount
PRJ007199,A0009043,Technology Refresh Wave,2026-08-16,,Security,Proposed,1088.86
PRJ007200,A0001209,Technology Refresh Wave,2028-05-31,,Infrastructure,In Progress,973.56
PRJ007201,A0020069,Technology Refresh Wave,2027-08-15,,Security,Deferred,10794.82
PRJ007202,A0009823,Technology Refresh Wave,2026-09-15,,Cloud,In Progress,1329.62
PRJ007203,A0007878,Technology Refresh Wave,2027-09-30,,Cloud,Deferred,1431.27
PRJ007204,A0020270,Technology Refresh Wave,2026-03-17,,Network,Deferred,13417.89
PRJ007205,A0011711,Technology Refresh Wave,2027-09-20,,Security,Proposed,2729.03
PRJ007206,A0018503,Technology Refresh Wave,2026-05-29,,End User Computing,Proposed,368.28
PRJ007207,A0004225,Technology Refresh Wave,2027-09-03,,Infrastructure,Proposed,1125.88
PRJ007208,A0009526,Technology Refresh Wave,2028-08-08,,Cloud,Deferred,1421.53
PRJ007209,A0001091,Technology Refresh Wave,2027-11-10,,Infrastructure,Deferred,1022.14
PRJ007210,A0003121,Technology Refresh Wave,2028-05-08,,Infrastructure,Proposed,1289.4
PRJ007211,A0012536,Technology Refresh Wave,2027-12-03,,Network,Proposed,1373.88
PRJ007212,A0015069,Technology Refresh Wave,2026-10-06,,End User Computing,Approved,1017.74
PRJ007213,A0022656,Technology Refresh Wave,2026-05-30,,End User Computing,Proposed,48178.16
PRJ007214,A0022615,Technology Refresh Wave,2027-01-24,,Cloud,In Progress,60243.08
PRJ007215,A0001534,Technology Refresh Wave,2027-04-23,,Cloud,In Progress,1702.88
PRJ007216,A0008440,Technology Refresh Wave,2028-12-16,,Network,In Progress,1180.19
PRJ007217,A0001412,Technology Refresh Wave,2027-03-25,,Infrastructure,In Progress,1301.94
PRJ007218,A0010437,Technology Refresh Wave,2027-11-10,,Infrastructure,Completed,1007.51
PRJ007219,A0018425,Technology Refresh Wave,2028-09-13,,Network,Approved,1104.0
PRJ007220,A0007221,Technology Refresh Wave,2026-06-13,,End User Computing,Completed,1544.85
PRJ007221,A0002615,Technology Refresh Wave,2026-07-30,,Cloud,Deferred,1417.69
PRJ007222,A0006015,Technology Refresh Wave,2027-11-12,,Infrastructure,Approved,1013.32
PRJ007223,A0017828,Technology Refresh Wave,2027-11-09,,Security,Completed,809.96
PRJ007224,A0017301,Technology Refresh Wave,2028-04-29,,Infrastructure,Approved,978.78
PRJ007225,A0002637,Technology Refresh Wave,2027-03-20,,Infrastructure,Proposed,1423.79
PRJ007226,A0018498,Technology Refresh Wave,2027-08-02,,Infrastructure,Proposed,930.31
PRJ007227,A0009264,Technology Refresh Wave,2027-02-27,,End User Computing,Approved,2873.9
PRJ007228,A0002665,Technology Refresh Wave,2027-04-09,,Security,Deferred,1317.06
PRJ007229,A0016206,Technology Refresh Wave,2027-06-15,,Infrastructure,Deferred,1124.68
PRJ007230,A0005439,Technology Refresh Wave,2026-07-07,,Cloud,In Progress,1300.26
PRJ007231,A0005991,Technology Refresh Wave,2028-05-02,,Network,Approved,983.45
PRJ007232,A0014124,Technology Refresh Wave,2028-08-02,,Network,Deferred,934.08
PRJ007233,A0005554,Technology Refresh Wave,2027-06-27,,Security,Proposed,1256.7
PRJ007234,A0014678,Technology Refresh Wave,2026-02-24,,Security,Proposed,1111.66
PRJ007235,A0018435,Technology Refresh Wave,2026-02-26,,End User Computing,Proposed,678.57
PRJ007236,A0021047,Technology Refresh Wave,2028-12-20,,Security,Approved,12012.1
PRJ007237,A0012777,Technology Refresh Wave,2026-07-05,,Network,Deferred,1301.75
PRJ007238,A0015496,Technology Refresh Wave,2028-02-10,,Network,In Progress,897.05
PRJ007239,A0012241,Technology Refresh Wave,2027-03-27,,Security,Proposed,1335.63
PRJ007240,A0018561,Technology Refresh Wave,2026-09-16,,Infrastructure,Deferred,566.91
PRJ007241,A0017717,Technology Refresh Wave,2026-10-06,,Cloud,Approved,868.54
PRJ007242,A0019508,Technology Refresh Wave,2026-08-28,,Infrastructure,In Progress,469.35
PRJ007243,A0019673,Technology Refresh Wave,2026-06-17,,Infrastructure,Approved,510.41
PRJ007244,A0014799,Technology Refresh Wave,2027-02-23,,Security,Proposed,1228.97
PRJ007245,A0007723,Technology Refresh Wave,2027-08-30,,Infrastructure,In Progress,1375.77
PRJ007246,A0007047,Technology Refresh Wave,2027-10-16,,Network,In Progress,1393.87
PRJ007247,A0004897,Technology Refresh Wave,2028-10-30,,Cloud,Approved,1922.24
PRJ007248,A0009299,Technology Refresh Wave,2026-11-06,,Cloud,Approved,1499.74
PRJ007249,A0009007,Technology Refresh Wave,2027-09-27,,Cloud,In Progress,1076.58
PRJ007250,A0020344,Technology Refresh Wave,2028-12-14,,Network,In Progress,19307.34
PRJ007251,A0008427,Technology Refresh Wave,2026-10-13,,Security,Proposed,1719.92
PRJ007252,A0014754,Technology Refresh Wave,2027-01-24,,Infrastructure,Approved,1036.26
PRJ007253,A0007111,Technology Refresh Wave,2027-07-02,,Cloud,In Progress,2237.68
PRJ007254,A0009643,Technology Refresh Wave,2028-04-28,,End User Computing,Completed,1752.78
PRJ007255,A0020768,Technology Refresh Wave,2027-08-26,,End User Computing,Proposed,17484.52
PRJ007256,A0020935,Technology Refresh Wave,2027-10-17,,Cloud,Approved,8304.64
PRJ007257,A0015273,Technology Refresh Wave,2027-11-11,,Network,Deferred,776.15
PRJ007258,A0016031,Technology Refresh Wave,2027-10-19,,Cloud,Proposed,653.02
PRJ007259,A0004207,Technology Refresh Wave,2028-07-31,,Cloud,Proposed,1774.63
PRJ007260,A0017330,Technology Refresh Wave,2028-01-26,,Infrastructure,Approved,1073.66
PRJ007261,A0011785,Technology Refresh Wave,2027-02-07,,End User Computing,Deferred,1243.21
PRJ007262,A0001768,Technology Refresh Wave,2028-04-20,,End User Computing,Deferred,972.13
PRJ007263,A0015100,Technology Refresh Wave,2027-08-15,,End User Computing,Proposed,1073.36
PRJ007264,A0014565,Technology Refresh Wave,2028-07-16,,Infrastructure,In Progress,887.81
PRJ007265,A0017960,Technology Refresh Wave,2028-05-21,,Security,Deferred,1235.5
PRJ007266,A0005961,Technology Refresh Wave,2028-10-04,,Cloud,In Progress,1825.4
PRJ007267,A0022320,Technology Refresh Wave,2026-07-19,,End User Computing,Approved,4709.81
PRJ007268,A0022885,Technology Refresh Wave,2028-01-07,,End User Computing,Approved,10390.12
PRJ007269,A0019443,Technology Refresh Wave,2027-08-05,,Cloud,Deferred,338.7
PRJ007270,A0021374,Technology Refresh Wave,2028-04-01,,Infrastructure,Deferred,13254.8
PRJ007271,A0011644,Technology Refresh Wave,2028-04-21,,Network,In Progress,1065.48
PRJ007272,A0019689,Technology Refresh Wave,2028-01-15,,Infrastructure,Proposed,489.91
PRJ007273,A0005251,Technology Refresh Wave,2026-07-14,,End User Computing,Proposed,1362.01
PRJ007274,A0017692,Technology Refresh Wave,2026-02-27,,Infrastructure,Proposed,1077.54
PRJ007275,A0007696,Technology Refresh Wave,2027-03-25,,Network,Proposed,900.33
PRJ007276,A0013988,Technology Refresh Wave,2028-02-29,,End User Computing,In Progress,936.68
PRJ007277,A0019930,Technology Refresh Wave,2027-01-22,,Security,Proposed,353.93
PRJ007278,A0016535,Technology Refresh Wave,2027-09-05,,Cloud,Completed,666.22
PRJ007279,A0010157,Technology Refresh Wave,2028-10-08,,Security,Approved,1448.89
PRJ007280,A0006789,Technology Refresh Wave,2027-08-30,,Security,Proposed,867.1
PRJ007281,A0007511,Technology Refresh Wave,2027-05-16,,Security,Approved,1480.27
PRJ007282,A0013885,Technology Refresh Wave,2028-12-21,,Infrastructure,Deferred,2185.76
PRJ007283,A0022343,Technology Refresh Wave,2028-04-20,,Security,Completed,4213.79
PRJ007284,A0018146,Technology Refresh Wave,2028-04-29,,Infrastructure,Proposed,1007.08
PRJ007285,A0006445,Technology Refresh Wave,2027-06-02,,Infrastructure,Completed,898.92
PRJ007286,A0007537,Technology Refresh Wave,2026-08-04,,End User Computing,Proposed,1340.55
PRJ007287,A0009819,Technology Refresh Wave,2027-10-10,,End User Computing,Deferred,1036.65
PRJ007288,A0001003,Technology Refresh Wave,2026-08-02,,Cloud,Proposed,1820.42
PRJ007289,A0005158,Technology Refresh Wave,2026-04-02,,Cloud,Completed,1002.3
PRJ007290,A0020098,Technology Refresh Wave,2027-11-18,,Infrastructure,Proposed,13116.23
PRJ007291,A0022703,Technology Refresh Wave,2028-06-11,,Infrastructure,Approved,26888.03
PRJ007292,A0011397,Technology Refresh Wave,2026-08-27,,Infrastructure,Proposed,1218.13
PRJ007293,A0017702,Technology Refresh Wave,2027-06-19,,Security,Deferred,887.02
PRJ007294,A0011273,Technology Refresh Wave,2027-11-01,,Cloud,Approved,1530.99
PRJ007295,A0010520,Technology Refresh Wave,2026-03-29,,End User Computing,Completed,1310.3
PRJ007296,A0006724,Technology Refresh Wave,2026-11-15,,Security,Completed,1570.97
PRJ007297,A0013364,Technology Refresh Wave,2026-11-24,,Network,Completed,1310.16
PRJ007298,A0015739,Technology Refresh Wave,2026-07-25,,End User Computing,Approved,915.18
PRJ007299,A0008624,Technology Refresh Wave,2027-04-16,,End User Computing,Approved,1972.56
PRJ007300,A0014112,Technology Refresh Wave,2028-07-24,,Security,Proposed,1016.64
PRJ007301,A0010954,Technology Refresh Wave,2028-06-18,,Network,Completed,1868.2
PRJ007302,A0016349,Technology Refresh Wave,2028-08-20,,Security,Approved,1044.77
PRJ007303,A0021990,Technology Refresh Wave,2028-05-17,,Infrastructure,Deferred,4293.84
PRJ007304,A0018131,Technology Refresh Wave,2027-07-04,,Infrastructure,Completed,815.63
PRJ007305,A0015092,Technology Refresh Wave,2028-02-23,,End User Computing,Proposed,857.85
PRJ007306,A0018466,Technology Refresh Wave,2026-10-24,,Infrastructure,In Progress,857.0
PRJ007307,A0022721,Technology Refresh Wave,2027-04-08,,Network,Proposed,6253.49
PRJ007308,A0002147,Technology Refresh Wave,2028-07-03,,Network,In Progress,1282.0
PRJ007309,A0019309,Technology Refresh Wave,2026-01-22,,Network,Proposed,488.98
PRJ007310,A0020683,Technology Refresh Wave,2027-08-25,,Infrastructure,Deferred,20760.64
PRJ007311,A0002663,Technology Refresh Wave,2028-01-21,,Network,In Progress,1115.7
PRJ007312,A0015213,Technology Refresh Wave,2026-04-20,,End User Computing,Approved,961.04
PRJ007313,A0012452,Technology Refresh Wave,2027-02-01,,Infrastructure,Proposed,1488.45
PRJ007314,A0020187,Technology Refresh Wave,2026-05-26,,Security,In Progress,12003.53
PRJ007315,A0010009,Technology Refresh Wave,2026-02-10,,Network,In Progress,1101.8
PRJ007316,A0022124,Technology Refresh Wave,2027-07-23,,Infrastructure,In Progress,3847.01
PRJ007317,A0007030,Technology Refresh Wave,2027-05-18,,Cloud,Proposed,1247.81
PRJ007318,A0004340,Technology Refresh Wave,2026-04-11,,Network,Proposed,1112.54
PRJ007319,A0003195,Technology Refresh Wave,2027-02-18,,Network,Deferred,1140.23
PRJ007320,A0005934,Technology Refresh Wave,2026-03-31,,Infrastructure,Approved,1008.83
PRJ007321,A0016211,Technology Refresh Wave,2026-10-20,,Network,Deferred,1022.58
PRJ007322,A0002954,Technology Refresh Wave,2028-09-06,,Cloud,In Progress,1231.86
PRJ007323,A0006363,Technology Refresh Wave,2027-06-28,,End User Computing,Proposed,1646.5
PRJ007324,A0010802,Technology Refresh Wave,2028-03-05,,Network,Approved,1002.48
PRJ007325,A0011942,Technology Refresh Wave,2027-09-18,,End User Computing,Completed,1192.35
PRJ007326,A0005450,Technology Refresh Wave,2026-02-06,,Cloud,In Progress,1249.48
PRJ007327,A0006957,Technology Refresh Wave,2028-02-15,,Network,Deferred,1671.68
PRJ007328,A0002738,Technology Refresh Wave,2026-02-02,,Security,Approved,1510.72
PRJ007329,A0015327,Technology Refresh Wave,2026-01-04,,Cloud,Proposed,832.49
PRJ007330,A0004246,Technology Refresh Wave,2028-07-27,,Cloud,In Progress,1396.2
PRJ007331,A0002311,Technology Refresh Wave,2028-08-18,,Cloud,Deferred,1202.25
PRJ007332,A0010390,Technology Refresh Wave,2027-05-12,,Network,Approved,1108.82
PRJ007333,A0009318,Technology Refresh Wave,2028-07-21,,Cloud,Deferred,1464.82
PRJ007334,A0014764,Technology Refresh Wave,2026-02-21,,Security,Approved,928.82
PRJ007335,A0018374,Technology Refresh Wave,2026-07-25,,Infrastructure,Deferred,1223.14
PRJ007336,A0003796,Technology Refresh Wave,2026-09-11,,Cloud,In Progress,1262.67
PRJ007337,A0008230,Technology Refresh Wave,2027-05-17,,Cloud,Deferred,2420.91
PRJ007338,A0001281,Technology Refresh Wave,2027-02-18,,Infrastructure,Proposed,1166.01
PRJ007339,A0002858,Technology Refresh Wave,2028-04-01,,End User Computing,Completed,1240.2
PRJ007340,A0004437,Technology Refresh Wave,2028-06-03,,Infrastructure,In Progress,1121.24
PRJ007341,A0005107,Technology Refresh Wave,2027-11-15,,Infrastructure,Approved,925.21
PRJ007342,A0021346,Technology Refresh Wave,2027-05-13,,Security,Proposed,18238.72
PRJ007343,A0023550,Technology Refresh Wave,2027-07-09,,Security,In Progress,704.44
PRJ007344,A0014798,Technology Refresh Wave,2026-06-14,,Infrastructure,Deferred,1264.48
PRJ007345,A0008514,Technology Refresh Wave,2027-01-23,,Security,Completed,2033.12
PRJ007346,A0008890,Technology Refresh Wave,2027-04-07,,Security,Approved,1064.55
PRJ007347,A0010505,Technology Refresh Wave,2027-06-09,,Network,Proposed,2322.5
PRJ007348,A0013581,Technology Refresh Wave,2027-09-03,,Network,Approved,2827.86
PRJ007349,A0022536,Technology Refresh Wave,2026-02-01,,End User Computing,Completed,13857.08
PRJ007350,A0010420,Technology Refresh Wave,2026-11-22,,End User Computing,Proposed,1448.15
PRJ007351,A0008351,Technology Refresh Wave,2028-11-04,,Security,Approved,1035.79
PRJ007352,A0019649,Technology Refresh Wave,2028-04-02,,Security,In Progress,377.47
PRJ007353,A0004626,Technology Refresh Wave,2027-11-07,,Network,Completed,2606.36
PRJ007354,A0010092,Technology Refresh Wave,2027-11-05,,Security,Approved,934.78
PRJ007355,A0000223,Technology Refresh Wave,2028-01-24,,End User Computing,Deferred,1130.77
PRJ007356,A0003546,Technology Refresh Wave,2028-12-29,,End User Computing,Deferred,1206.74
PRJ007357,A0010865,Technology Refresh Wave,2026-09-08,,Cloud,In Progress,1209.78
PRJ007358,A0016996,Technology Refresh Wave,2026-10-16,,End User Computing,In Progress,889.39
PRJ007359,A0017974,Technology Refresh Wave,2027-07-13,,Network,In Progress,925.61
PRJ007360,A0002443,Technology Refresh Wave,2027-11-23,,Network,Completed,1414.76
PRJ007361,A0022841,Technology Refresh Wave,2026-06-16,,Cloud,In Progress,28907.97
PRJ007362,A0017456,Technology Refresh Wave,2026-09-23,,End User Computing,Completed,754.43
PRJ007363,A0003987,Technology Refresh Wave,2026-11-01,,Cloud,Proposed,1345.68
PRJ007364,A0001973,Technology Refresh Wave,2026-09-28,,End User Computing,Proposed,1180.71
PRJ007365,A0009333,Technology Refresh Wave,2026-02-28,,Security,Deferred,892.66
PRJ007366,A0001571,Technology Refresh Wave,2027-11-09,,Security,Deferred,1456.15
PRJ007367,A0014429,Technology Refresh Wave,2026-06-23,,Cloud,Proposed,984.99
PRJ007368,A0002282,Technology Refresh Wave,2027-08-12,,Security,Approved,1257.97
PRJ007369,A0006133,Technology Refresh Wave,2027-09-09,,End User Computing,In Progress,1067.57
PRJ007370,A0012789,Technology Refresh Wave,2028-03-05,,Security,Approved,1267.55
PRJ007371,A0002822,Technology Refresh Wave,2028-02-06,,Network,In Progress,1622.75
PRJ007372,A0002022,Technology Refresh Wave,2027-11-23,,Cloud,Proposed,879.88
PRJ007373,A0012320,Technology Refresh Wave,2028-08-22,,Infrastructure,In Progress,1208.78
PRJ007374,A0006189,Technology Refresh Wave,2026-02-13,,Network,Completed,1725.95
PRJ007375,A0007439,Technology Refresh Wave,2028-09-10,,Security,Proposed,1284.87
PRJ007376,A0010073,Technology Refresh Wave,2026-03-25,,Cloud,Completed,1308.01
PRJ007377,A0019469,Technology Refresh Wave,2027-01-10,,Security,Approved,461.29
PRJ007378,A0009129,Technology Refresh Wave,2026-08-06,,Infrastructure,Completed,1058.7
PRJ007379,A0008744,Technology Refresh Wave,2028-02-08,,Cloud,Deferred,1312.31
PRJ007380,A0012064,Technology Refresh Wave,2026-09-01,,End User Computing,Proposed,1951.78
PRJ007381,A0006099,Technology Refresh Wave,2028-01-01,,Cloud,Approved,1128.27
PRJ007382,A0022154,Technology Refresh Wave,2028-10-26,,Infrastructure,Deferred,6728.42
PRJ007383,A0002557,Technology Refresh Wave,2027-08-03,,Security,Approved,1417.58
PRJ007384,A0016108,Technology Refresh Wave,2028-01-12,,Security,In Progress,742.72
PRJ007385,A0017114,Technology Refresh Wave,2027-09-15,,Cloud,Approved,1159.43
PRJ007386,A0008452,Technology Refresh Wave,2026-09-18,,Infrastructure,Approved,1294.85
PRJ007387,A0023173,Technology Refresh Wave,2027-04-02,,Network,Proposed,1037.45
PRJ007388,A0019548,Technology Refresh Wave,2026-03-30,,Network,In Progress,363.46
PRJ007389,A0021750,Technology Refresh Wave,2026-12-20,,End User Computing,In Progress,5085.0
PRJ007390,A0003345,Technology Refresh Wave,2027-01-03,,Infrastructure,Proposed,1866.53
PRJ007391,A0000903,Technology Refresh Wave,2028-12-07,,Security,In Progress,1265.87
PRJ007392,A0007377,Technology Refresh Wave,2026-08-31,,Cloud,Completed,1874.52
PRJ007393,A0010735,Technology Refresh Wave,2027-01-26,,Infrastructure,Deferred,2046.14
PRJ007394,A0000182,Technology Refresh Wave,2026-03-30,,Security,Proposed,1452.57
PRJ007395,A0017329,Technology Refresh Wave,2026-06-03,,Security,Completed,895.59
PRJ007396,A0013485,Technology Refresh Wave,2026-10-01,,Cloud,Proposed,1464.03
PRJ007397,A0019179,Technology Refresh Wave,2027-03-17,,Infrastructure,In Progress,464.87
PRJ007398,A0018831,Technology Refresh Wave,2026-03-31,,Infrastructure,Proposed,352.06
PRJ007399,A0001854,Technology Refresh Wave,2027-04-08,,Network,Approved,1242.04
PRJ007400,A0010853,Technology Refresh Wave,2028-09-18,,Network,Deferred,1600.25
PRJ007401,A0018262,Technology Refresh Wave,2026-09-29,,End User Computing,Deferred,1000.24
PRJ007402,A0023003,Technology Refresh Wave,2028-10-20,,End User Computing,Proposed,22070.41
PRJ007403,A0018108,Technology Refresh Wave,2026-12-10,,End User Computing,Proposed,1155.55
PRJ007404,A0012548,Technology Refresh Wave,2028-10-29,,Network,Approved,1820.42
PRJ007405,A0008828,Technology Refresh Wave,2026-02-07,,Cloud,Approved,1544.17
PRJ007406,A0001459,Technology Refresh Wave,2027-10-22,,Network,Completed,1356.61
PRJ007407,A0002727,Technology Refresh Wave,2028-10-20,,Cloud,Approved,1880.16
PRJ007408,A0000627,Technology Refresh Wave,2027-11-16,,Cloud,Proposed,1207.02
PRJ007409,A0010981,Technology Refresh Wave,2028-06-02,,Cloud,Deferred,1268.22
PRJ007410,A0003967,Technology Refresh Wave,2026-11-23,,Infrastructure,Deferred,1909.53
PRJ007411,A0019497,Technology Refresh Wave,2028-05-04,,Infrastructure,Approved,469.71
PRJ007412,A0007137,Technology Refresh Wave,2026-10-29,,Cloud,Deferred,1532.77
PRJ007413,A0001927,Technology Refresh Wave,2027-12-01,,Infrastructure,In Progress,1115.07
PRJ007414,A0007142,Technology Refresh Wave,2026-12-20,,Security,Completed,1679.67
PRJ007415,A0004984,Technology Refresh Wave,2028-09-03,,Infrastructure,Deferred,1170.46
PRJ007416,A0013450,Technology Refresh Wave,2028-05-31,,Security,Proposed,1115.85
PRJ007417,A0019932,Technology Refresh Wave,2026-05-27,,Infrastructure,Deferred,447.3
PRJ007418,A0010449,Technology Refresh Wave,2026-10-09,,Network,Proposed,1838.09
PRJ007419,A0019657,Technology Refresh Wave,2027-06-25,,End User Computing,Deferred,555.23
PRJ007420,A0021660,Technology Refresh Wave,2028-03-18,,End User Computing,Approved,3718.3
PRJ007421,A0014887,Technology Refresh Wave,2026-05-19,,Security,In Progress,840.84
PRJ007422,A0003657,Technology Refresh Wave,2026-09-03,,Security,Proposed,1798.9
PRJ007423,A0007139,Technology Refresh Wave,2027-10-08,,Infrastructure,Proposed,1223.6
PRJ007424,A0006594,Technology Refresh Wave,2027-10-22,,Network,Proposed,1691.33
PRJ007425,A0019665,Technology Refresh Wave,2026-04-14,,Cloud,Proposed,395.6
PRJ007426,A0009852,Technology Refresh Wave,2028-12-11,,Infrastructure,Deferred,1651.49
PRJ007427,A0016342,Technology Refresh Wave,2027-01-28,,Cloud,Deferred,1291.91
PRJ007428,A0009486,Technology Refresh Wave,2028-12-28,,Network,Deferred,1217.22
PRJ007429,A0014859,Technology Refresh Wave,2026-01-08,,Security,Deferred,921.94
PRJ007430,A0000678,Technology Refresh Wave,2027-04-02,,End User Computing,Deferred,1141.04
PRJ007431,A0021842,Technology Refresh Wave,2027-11-13,,Cloud,Approved,5510.04
PRJ007432,A0009200,Technology Refresh Wave,2028-11-29,,End User Computing,Approved,1095.21
PRJ007433,A0005092,Technology Refresh Wave,2027-03-24,,Infrastructure,Proposed,1095.72
PRJ007434,A0006497,Technology Refresh Wave,2026-06-25,,Security,Deferred,1264.14
PRJ007435,A0019134,Technology Refresh Wave,2027-06-28,,Infrastructure,Proposed,522.33
PRJ007436,A0009015,Technology Refresh Wave,2027-08-31,,Infrastructure,Approved,1265.61
PRJ007437,A0011608,Technology Refresh Wave,2028-02-19,,End User Computing,In Progress,1288.44
PRJ007438,A0023326,Technology Refresh Wave,2026-07-20,,Network,Approved,1081.01
PRJ007439,A0023650,Technology Refresh Wave,2026-06-21,,Network,Proposed,884.48
PRJ007440,A0006601,Technology Refresh Wave,2026-02-27,,Security,In Progress,951.22
PRJ007441,A0012366,Technology Refresh Wave,2026-07-07,,Infrastructure,Completed,1502.74
PRJ007442,A0014815,Technology Refresh Wave,2026-01-06,,End User Computing,Completed,803.61
PRJ007443,A0000702,Technology Refresh Wave,2027-10-26,,Infrastructure,Deferred,939.55
PRJ007444,A0007015,Technology Refresh Wave,2028-11-15,,Security,Proposed,1053.69
PRJ007445,A0004931,Technology Refresh Wave,2027-07-25,,Infrastructure,Completed,1415.45
PRJ007446,A0022671,Technology Refresh Wave,2027-04-01,,Infrastructure,In Progress,68739.14
PRJ007447,A0010949,Technology Refresh Wave,2028-04-22,,Security,Approved,1125.71
PRJ007448,A0011021,Technology Refresh Wave,2027-02-05,,Cloud,In Progress,1031.77
PRJ007449,A0011680,Technology Refresh Wave,2026-11-18,,Security,Proposed,1109.08
PRJ007450,A0021243,Technology Refresh Wave,2027-02-17,,Cloud,In Progress,13931.7
PRJ007451,A0000249,Technology Refresh Wave,2027-04-29,,Cloud,Proposed,960.13
PRJ007452,A0015863,Technology Refresh Wave,2028-12-30,,Infrastructure,Approved,696.58
PRJ007453,A0014973,Technology Refresh Wave,2027-10-03,,Infrastructure,Approved,1102.27
PRJ007454,A0019870,Technology Refresh Wave,2026-09-03,,Infrastructure,Approved,325.74
PRJ007455,A0009978,Technology Refresh Wave,2026-04-17,,End User Computing,Proposed,964.98
PRJ007456,A0012112,Technology Refresh Wave,2028-11-03,,Infrastructure,Proposed,1518.25
PRJ007457,A0004000,Technology Refresh Wave,2026-08-24,,End User Computing,Approved,1079.05
PRJ007458,A0017147,Technology Refresh Wave,2026-09-27,,Cloud,Approved,1052.99
PRJ007459,A0012079,Technology Refresh Wave,2028-12-21,,Infrastructure,Proposed,982.6
PRJ007460,A0019280,Technology Refresh Wave,2027-05-17,,End User Computing,In Progress,402.68
PRJ007461,A0005035,Technology Refresh Wave,2027-03-12,,End User Computing,In Progress,2513.42
PRJ007462,A0017002,Technology Refresh Wave,2028-01-29,,Infrastructure,Proposed,820.99
PRJ007463,A0018595,Technology Refresh Wave,2026-03-23,,Infrastructure,Approved,367.49
PRJ007464,A0002087,Technology Refresh Wave,2027-10-16,,Network,Completed,1066.78
PRJ007465,A0004981,Technology Refresh Wave,2028-06-27,,Security,In Progress,960.45
PRJ007466,A0009540,Technology Refresh Wave,2028-10-20,,Infrastructure,Deferred,1611.41
PRJ007467,A0010338,Technology Refresh Wave,2027-07-14,,Network,Deferred,1324.68
PRJ007468,A0002242,Technology Refresh Wave,2028-06-08,,End User Computing,Deferred,1890.22
PRJ007469,A0014830,Technology Refresh Wave,2027-01-14,,Cloud,Proposed,866.03
PRJ007470,A0022499,Technology Refresh Wave,2028-10-31,,End User Computing,Approved,11286.7
PRJ007471,A0002590,Technology Refresh Wave,2028-05-30,,Infrastructure,Deferred,1482.73
PRJ007472,A0019885,Technology Refresh Wave,2027-02-03,,Network,Proposed,427.14
PRJ007473,A0008879,Technology Refresh Wave,2028-06-05,,End User Computing,Approved,1405.53
PRJ007474,A0016120,Technology Refresh Wave,2028-07-07,,Cloud,Deferred,1275.28
PRJ007475,A0005147,Technology Refresh Wave,2026-04-28,,Security,Proposed,1051.02
PRJ007476,A0004528,Technology Refresh Wave,2028-06-18,,End User Computing,Completed,2108.38
PRJ007477,A0016202,Technology Refresh Wave,2027-04-09,,Cloud,Proposed,1268.06
PRJ007478,A0006299,Technology Refresh Wave,2028-01-11,,Security,Proposed,1914.85
PRJ007479,A0019652,Technology Refresh Wave,2026-12-01,,Cloud,Proposed,403.86
PRJ007480,A0005036,Technology Refresh Wave,2028-02-03,,Infrastructure,Deferred,1137.09
PRJ007481,A0023288,Technology Refresh Wave,2027-01-21,,Infrastructure,Approved,1200.67
PRJ007482,A0007661,Technology Refresh Wave,2028-11-04,,Infrastructure,Proposed,1870.3
PRJ007483,A0014134,Technology Refresh Wave,2027-12-29,,End User Computing,In Progress,849.94
PRJ007484,A0021026,Technology Refresh Wave,2028-10-30,,Security,In Progress,15514.17
PRJ007485,A0004255,Technology Refresh Wave,2027-06-29,,Cloud,Proposed,1061.46
PRJ007486,A0016505,Technology Refresh Wave,2027-06-15,,End User Computing,Approved,753.53
PRJ007487,A0021939,Technology Refresh Wave,2027-06-27,,Infrastructure,Proposed,7225.03
PRJ007488,A0016852,Technology Refresh Wave,2028-10-09,,Cloud,In Progress,931.85
PRJ007489,A0017500,Technology Refresh Wave,2026-01-06,,Security,Completed,1098.93
PRJ007490,A0007607,Technology Refresh Wave,2028-09-26,,Cloud,Completed,1503.62
PRJ007491,A0016272,Technology Refresh Wave,2028-12-23,,Security,Approved,732.75
PRJ007492,A0017632,Technology Refresh Wave,2026-04-05,,Security,Approved,713.73
PRJ007493,A0009441,Technology Refresh Wave,2026-01-06,,Infrastructure,Deferred,1398.0
PRJ007494,A0004230,Technology Refresh Wave,2026-04-26,,Infrastructure,Approved,1122.62
PRJ007495,A0009469,Technology Refresh Wave,2027-11-29,,Security,Deferred,1178.34
PRJ007496,A0023335,Technology Refresh Wave,2028-05-25,,Cloud,Deferred,685.59
PRJ007497,A0008674,Technology Refresh Wave,2026-01-10,,Network,Deferred,1296.18
PRJ007498,A0000885,Technology Refresh Wave,2026-04-01,,Infrastructure,Deferred,1025.12
PRJ007499,A0013433,Technology Refresh Wave,2028-04-14,,Infrastructure,In Progress,1250.24
PRJ007500,A0001040,Technology Refresh Wave,2028-04-30,,Security,Deferred,1158.07
PRJ007501,A0002898,Technology Refresh Wave,2027-04-25,,End User Computing,Proposed,1022.58
PRJ007502,A0005567,Technology Refresh Wave,2028-08-09,,Security,In Progress,1251.18
PRJ007503,A0011803,Technology Refresh Wave,2027-09-21,,Infrastructure,Deferred,2364.17
PRJ007504,A0009051,Technology Refresh Wave,2027-02-08,,Infrastructure,Proposed,998.41
