Vulnerability_Record_ID,Asset_ID,CVE,Affected_Product,Severity,CVSS_Score,Discovery_Date,Remediation_Due_Date,Remediation_Status,Patch_Available,Recommended_Action
VUL-00043301,AST-0018469,CVE-2023-38408,OpenSSH,High,9.8,2024-11-04,2025-01-03,In Progress,No,Compensating Control
VUL-00043302,AST-0021485,CVE-2023-38545,curl,High,9.8,2024-06-29,2024-09-27,Open,No,Upgrade
VUL-00043303,AST-0007514,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-05-12,2026-07-11,Remediated,No,Upgrade
VUL-00043304,AST-0016365,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-09-27,2025-10-12,Remediated,Yes,Upgrade
VUL-00043305,AST-0000112,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-10-22,2026-01-20,Remediated,Yes,Compensating Control
VUL-00043306,AST-0009610,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-28,2024-09-12,Remediated,Yes,Patch
VUL-00043307,AST-0017055,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-03-22,2025-04-21,In Progress,No,Patch
VUL-00043308,AST-0014682,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-11,2024-08-10,In Progress,No,Compensating Control
VUL-00043309,AST-0005086,CVE-2024-3094,XZ Utils,Critical,10.0,2025-01-25,2025-02-09,Remediated,No,Patch
VUL-00043310,AST-0015136,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-07-11,2025-09-09,Remediated,No,Upgrade
VUL-00043311,AST-0011487,CVE-2023-38408,OpenSSH,High,9.8,2024-09-26,2024-12-25,Remediated,No,Compensating Control
VUL-00043312,AST-0004298,CVE-2024-3094,XZ Utils,Critical,10.0,2024-10-19,2024-11-03,Open,Yes,Upgrade
VUL-00043313,AST-0022666,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-09-11,2024-09-26,Open,No,Vendor Fix Pending
VUL-00043314,AST-0014879,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-03-15,2026-05-14,In Progress,Yes,Compensating Control
VUL-00043315,AST-0023528,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-01-07,2025-04-07,Remediated,No,Patch
VUL-00043316,AST-0016327,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-10-27,2024-11-26,Remediated,Yes,Upgrade
VUL-00043317,AST-0011284,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-09-20,2025-10-05,Risk Accepted,No,Compensating Control
VUL-00043318,AST-0018719,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-07-05,2024-09-03,In Progress,Yes,Vendor Fix Pending
VUL-00043319,AST-0016407,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-09-09,2025-11-08,Open,Yes,Vendor Fix Pending
VUL-00043320,AST-0018979,CVE-2022-22965,Spring Framework,Critical,9.8,2025-11-16,2026-01-15,Remediated,Yes,Compensating Control
VUL-00043321,AST-0007984,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-17,2026-05-17,False Positive,No,Vendor Fix Pending
VUL-00043322,AST-0020791,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-04-18,2026-05-03,Remediated,No,Patch
VUL-00043323,AST-0014953,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-25,2025-07-24,Risk Accepted,No,Patch
VUL-00043324,AST-0013025,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-14,2025-06-13,Risk Accepted,No,Vendor Fix Pending
VUL-00043325,AST-0019456,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-10-05,2024-11-04,Open,Yes,Compensating Control
VUL-00043326,AST-0007702,CVE-2023-38408,OpenSSH,High,9.8,2024-10-04,2024-11-03,Risk Accepted,No,Patch
VUL-00043327,AST-0023794,CVE-2023-38408,OpenSSH,High,9.8,2024-10-29,2024-12-28,Remediated,No,Compensating Control
VUL-00043328,AST-0023350,CVE-2020-1472,Windows Netlogon,Critical,10.0,2024-08-28,2024-11-26,Risk Accepted,No,Compensating Control
VUL-00043329,AST-0023636,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-09-14,2024-12-13,Open,Yes,Patch
VUL-00043330,AST-0022419,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-01,2025-10-30,False Positive,Yes,Patch
VUL-00043331,AST-0018683,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-09-02,2025-11-01,False Positive,Yes,Compensating Control
VUL-00043332,AST-0015583,CVE-2023-38408,OpenSSH,High,9.8,2024-09-01,2024-10-01,In Progress,Yes,Vendor Fix Pending
VUL-00043333,AST-0005305,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-08-07,2025-08-22,Open,Yes,Vendor Fix Pending
VUL-00043334,AST-0022813,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-08,2025-08-23,Remediated,Yes,Upgrade
VUL-00043335,AST-0020121,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-11-08,2025-02-06,Risk Accepted,Yes,Compensating Control
VUL-00043336,AST-0002655,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-03-05,2025-06-03,Risk Accepted,No,Compensating Control
VUL-00043337,AST-0000724,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-11-13,2026-02-11,False Positive,No,Vendor Fix Pending
VUL-00043338,AST-0016325,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-04-22,2025-07-21,Open,Yes,Patch
VUL-00043339,AST-0011839,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-10,2025-04-11,Remediated,Yes,Vendor Fix Pending
VUL-00043340,AST-0013576,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-09-05,2025-09-20,Remediated,Yes,Vendor Fix Pending
VUL-00043341,AST-0023075,CVE-2024-3094,XZ Utils,Critical,10.0,2025-11-27,2025-12-12,Open,No,Upgrade
VUL-00043342,AST-0018506,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-09-02,2025-11-01,In Progress,No,Patch
VUL-00043343,AST-0023325,CVE-2024-3094,XZ Utils,Critical,10.0,2025-12-15,2026-01-14,In Progress,Yes,Compensating Control
VUL-00043344,AST-0016108,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-18,2025-05-03,Risk Accepted,No,Vendor Fix Pending
VUL-00043345,AST-0018556,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-08-24,2025-09-23,Remediated,No,Compensating Control
VUL-00043346,AST-0021415,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-23,2024-10-08,Remediated,Yes,Vendor Fix Pending
VUL-00043347,AST-0003738,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-11-11,2024-11-26,In Progress,Yes,Vendor Fix Pending
VUL-00043348,AST-0019843,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-19,2025-09-03,Open,Yes,Compensating Control
VUL-00043349,AST-0002461,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-02-01,2025-04-02,Risk Accepted,Yes,Compensating Control
VUL-00043350,AST-0020086,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-03-17,2025-04-16,Remediated,Yes,Patch
VUL-00043351,AST-0012022,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-13,2024-12-12,In Progress,Yes,Patch
VUL-00043352,AST-0021442,CVE-2024-3094,XZ Utils,Critical,10.0,2025-03-23,2025-04-22,In Progress,No,Upgrade
VUL-00043353,AST-0008822,CVE-2024-3094,XZ Utils,Critical,10.0,2025-12-26,2026-01-25,Open,No,Patch
VUL-00043354,AST-0017800,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-02-25,2026-03-27,Remediated,No,Compensating Control
VUL-00043355,AST-0012158,CVE-2021-44228,Apache Log4j,Critical,10.0,2026-03-03,2026-05-02,Risk Accepted,No,Upgrade
VUL-00043356,AST-0000389,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-15,2026-05-15,Risk Accepted,No,Patch
VUL-00043357,AST-0000040,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-12-10,2025-03-10,Open,No,Compensating Control
VUL-00043358,AST-0012881,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-04-05,2025-05-05,Remediated,Yes,Compensating Control
VUL-00043359,AST-0020786,CVE-2023-38545,curl,High,9.8,2025-07-19,2025-08-03,In Progress,Yes,Patch
VUL-00043360,AST-0000529,CVE-2023-38545,curl,High,9.8,2024-06-05,2024-08-04,Remediated,Yes,Vendor Fix Pending
VUL-00043361,AST-0022882,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-10-26,2024-11-10,Remediated,Yes,Patch
VUL-00043362,AST-0008410,CVE-2022-22965,Spring Framework,Critical,9.8,2026-04-28,2026-05-28,Open,Yes,Vendor Fix Pending
VUL-00043363,AST-0020883,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-05-12,2025-05-27,Risk Accepted,Yes,Compensating Control
VUL-00043364,AST-0004986,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-12,2025-06-11,Remediated,No,Vendor Fix Pending
VUL-00043365,AST-0011705,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-08,2025-01-06,In Progress,Yes,Vendor Fix Pending
VUL-00043366,AST-0002986,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-07-04,2025-08-03,Remediated,No,Upgrade
VUL-00043367,AST-0015634,CVE-2024-3094,XZ Utils,Critical,10.0,2024-11-01,2024-12-31,Remediated,Yes,Vendor Fix Pending
VUL-00043368,AST-0014741,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-09-17,2024-10-02,Remediated,No,Upgrade
VUL-00043369,AST-0019175,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-09-13,2024-10-13,Remediated,No,Upgrade
VUL-00043370,AST-0003089,CVE-2024-3094,XZ Utils,Critical,10.0,2026-05-26,2026-06-25,In Progress,No,Patch
VUL-00043371,AST-0016762,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-11-11,2024-11-26,Open,Yes,Compensating Control
VUL-00043372,AST-0013144,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-03-16,2025-05-15,Open,Yes,Vendor Fix Pending
VUL-00043373,AST-0018527,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-03,2025-09-18,Remediated,Yes,Compensating Control
VUL-00043374,AST-0009083,CVE-2023-38408,OpenSSH,High,9.8,2025-08-27,2025-10-26,Remediated,Yes,Upgrade
VUL-00043375,AST-0023723,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-11-21,2025-12-06,Remediated,Yes,Upgrade
VUL-00043376,AST-0020212,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-09-12,2025-10-12,In Progress,Yes,Patch
VUL-00043377,AST-0007032,CVE-2023-38545,curl,High,9.8,2025-07-31,2025-08-15,In Progress,No,Patch
VUL-00043378,AST-0020698,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-06-07,2024-08-06,Remediated,No,Patch
VUL-00043379,AST-0001177,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-04-26,2025-06-25,Remediated,Yes,Patch
VUL-00043380,AST-0008995,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-09-13,2025-12-12,Remediated,No,Patch
VUL-00043381,AST-0022966,CVE-2023-38408,OpenSSH,High,9.8,2024-10-27,2024-11-11,Risk Accepted,No,Compensating Control
VUL-00043382,AST-0010403,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-08-09,2024-08-24,In Progress,Yes,Patch
VUL-00043383,AST-0000823,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-04-28,2025-06-27,Risk Accepted,Yes,Compensating Control
VUL-00043384,AST-0006025,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-01-15,2025-04-15,In Progress,No,Upgrade
VUL-00043385,AST-0014239,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-08-29,2025-09-28,Remediated,Yes,Patch
VUL-00043386,AST-0014335,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-05-31,2026-06-15,Remediated,Yes,Upgrade
VUL-00043387,AST-0020107,CVE-2024-3094,XZ Utils,Critical,10.0,2025-06-20,2025-07-20,Remediated,No,Upgrade
VUL-00043388,AST-0017106,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-11-12,2025-02-10,Remediated,Yes,Upgrade
VUL-00043389,AST-0018246,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-04-06,2026-04-21,In Progress,Yes,Patch
VUL-00043390,AST-0018616,CVE-2023-38408,OpenSSH,High,9.8,2024-11-12,2025-02-10,Remediated,No,Compensating Control
VUL-00043391,AST-0023694,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-08-21,2025-10-20,Remediated,No,Patch
VUL-00043392,AST-0020280,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-10-22,2024-11-06,False Positive,No,Vendor Fix Pending
VUL-00043393,AST-0022360,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-12-14,2025-02-12,Remediated,Yes,Vendor Fix Pending
VUL-00043394,AST-0022703,CVE-2024-3094,XZ Utils,Critical,10.0,2024-11-04,2025-02-02,Remediated,Yes,Upgrade
VUL-00043395,AST-0020820,CVE-2022-22965,Spring Framework,Critical,9.8,2025-04-11,2025-06-10,Remediated,No,Compensating Control
VUL-00043396,AST-0005296,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-10-27,2025-11-26,Remediated,No,Upgrade
VUL-00043397,AST-0009653,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-02-04,2026-04-05,Open,Yes,Upgrade
VUL-00043398,AST-0014188,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-09-06,2024-12-05,In Progress,No,Upgrade
VUL-00043399,AST-0009288,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-02-08,2025-04-09,Open,No,Upgrade
VUL-00043400,AST-0014492,CVE-2024-3094,XZ Utils,Critical,10.0,2025-02-28,2025-03-15,In Progress,No,Vendor Fix Pending
VUL-00043401,AST-0017950,CVE-2023-38545,curl,High,9.8,2024-06-16,2024-07-16,In Progress,No,Compensating Control
VUL-00043402,AST-0020546,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-01-12,2026-01-27,Open,Yes,Patch
VUL-00043403,AST-0009287,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-30,2025-09-29,Open,No,Patch
VUL-00043404,AST-0014264,CVE-2022-22965,Spring Framework,Critical,9.8,2025-07-07,2025-08-06,In Progress,No,Upgrade
VUL-00043405,AST-0004475,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-11-21,2025-12-21,Remediated,No,Compensating Control
VUL-00043406,AST-0006084,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-08-25,2025-10-24,In Progress,No,Vendor Fix Pending
VUL-00043407,AST-0005643,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-06,2025-11-04,Open,No,Upgrade
VUL-00043408,AST-0001405,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-10-03,2025-01-01,Open,No,Patch
VUL-00043409,AST-0013109,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-01-20,2026-02-04,Remediated,Yes,Vendor Fix Pending
VUL-00043410,AST-0016327,CVE-2023-38408,OpenSSH,High,9.8,2025-05-18,2025-07-17,Remediated,No,Patch
VUL-00043411,AST-0019009,CVE-2023-3519,Citrix ADC,Critical,9.8,2024-10-13,2024-10-28,Remediated,Yes,Vendor Fix Pending
VUL-00043412,AST-0022023,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-02-07,2026-05-08,In Progress,No,Compensating Control
VUL-00043413,AST-0020348,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-02,2025-09-17,Remediated,Yes,Upgrade
VUL-00043414,AST-0003076,CVE-2023-38408,OpenSSH,High,9.8,2026-02-07,2026-05-08,Open,No,Upgrade
VUL-00043415,AST-0001060,CVE-2022-22965,Spring Framework,Critical,9.8,2026-01-19,2026-02-03,Remediated,Yes,Compensating Control
VUL-00043416,AST-0000546,CVE-2023-38408,OpenSSH,High,9.8,2024-07-20,2024-08-04,In Progress,Yes,Vendor Fix Pending
VUL-00043417,AST-0007046,CVE-2024-3094,XZ Utils,Critical,10.0,2024-08-10,2024-11-08,In Progress,No,Patch
VUL-00043418,AST-0023487,CVE-2022-22965,Spring Framework,Critical,9.8,2025-06-24,2025-07-24,Open,No,Compensating Control
VUL-00043419,AST-0006656,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-08-20,2025-09-19,Open,Yes,Patch
VUL-00043420,AST-0012223,CVE-2023-38408,OpenSSH,High,9.8,2025-07-16,2025-07-31,Open,Yes,Compensating Control
VUL-00043421,AST-0014841,CVE-2023-38545,curl,High,9.8,2024-07-19,2024-08-18,In Progress,Yes,Upgrade
VUL-00043422,AST-0002672,CVE-2023-38545,curl,High,9.8,2026-05-24,2026-07-23,Remediated,Yes,Compensating Control
VUL-00043423,AST-0021843,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-10-31,2025-12-30,Remediated,Yes,Vendor Fix Pending
VUL-00043424,AST-0019892,CVE-2023-38545,curl,High,9.8,2024-08-09,2024-10-08,Remediated,Yes,Compensating Control
VUL-00043425,AST-0021793,CVE-2024-3094,XZ Utils,Critical,10.0,2025-08-26,2025-09-10,Remediated,Yes,Patch
VUL-00043426,AST-0022510,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-11-07,2024-11-22,Remediated,Yes,Patch
VUL-00043427,AST-0022872,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-09-11,2025-12-10,Remediated,Yes,Upgrade
VUL-00043428,AST-0002339,CVE-2024-3094,XZ Utils,Critical,10.0,2025-05-14,2025-05-29,Remediated,No,Upgrade
VUL-00043429,AST-0016980,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-12-11,2026-03-11,False Positive,Yes,Upgrade
VUL-00043430,AST-0023353,CVE-2022-22965,Spring Framework,Critical,9.8,2025-10-05,2025-10-20,In Progress,Yes,Patch
VUL-00043431,AST-0023316,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-08,2024-12-07,Open,No,Patch
VUL-00043432,AST-0012362,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-02-15,2025-04-16,Open,No,Vendor Fix Pending
VUL-00043433,AST-0022429,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-08-24,2025-09-23,In Progress,Yes,Vendor Fix Pending
VUL-00043434,AST-0010917,CVE-2023-38545,curl,High,9.8,2026-04-29,2026-06-28,Remediated,No,Upgrade
VUL-00043435,AST-0014423,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-03-18,2025-04-02,Open,No,Patch
VUL-00043436,AST-0013854,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-02-21,2026-03-08,Remediated,No,Vendor Fix Pending
VUL-00043437,AST-0012276,CVE-2023-38545,curl,High,9.8,2025-11-13,2026-02-11,In Progress,No,Upgrade
VUL-00043438,AST-0017761,CVE-2023-38408,OpenSSH,High,9.8,2024-12-09,2024-12-24,Open,No,Compensating Control
VUL-00043439,AST-0021928,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-04-27,2026-07-26,Open,Yes,Compensating Control
VUL-00043440,AST-0005757,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-09-16,2025-10-16,Remediated,Yes,Upgrade
VUL-00043441,AST-0018323,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-02-23,2025-03-25,In Progress,Yes,Upgrade
VUL-00043442,AST-0009936,CVE-2023-3519,Citrix ADC,Critical,9.8,2025-01-02,2025-03-03,Open,No,Compensating Control
VUL-00043443,AST-0003027,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-10-10,2024-12-09,Risk Accepted,No,Upgrade
VUL-00043444,AST-0003440,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-18,2024-10-16,In Progress,Yes,Compensating Control
VUL-00043445,AST-0001492,CVE-2024-3094,XZ Utils,Critical,10.0,2025-09-20,2025-12-19,In Progress,Yes,Upgrade
VUL-00043446,AST-0020924,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-05-06,2025-05-21,Remediated,No,Compensating Control
VUL-00043447,AST-0020514,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-05-20,2026-06-19,Open,Yes,Patch
VUL-00043448,AST-0014544,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-09-03,2024-09-18,Remediated,No,Vendor Fix Pending
VUL-00043449,AST-0023653,CVE-2024-3094,XZ Utils,Critical,10.0,2024-10-24,2024-11-23,Risk Accepted,Yes,Upgrade
VUL-00043450,AST-0008637,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-07-11,2025-08-10,Open,No,Patch
VUL-00043451,AST-0023011,CVE-2020-1472,Windows Netlogon,Critical,10.0,2026-02-15,2026-04-16,Remediated,Yes,Patch
VUL-00043452,AST-0018956,CVE-2023-38545,curl,High,9.8,2024-09-24,2024-11-23,Remediated,Yes,Upgrade
VUL-00043453,AST-0020339,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-06-04,2025-08-03,Open,Yes,Patch
VUL-00043454,AST-0013075,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2026-05-23,2026-07-22,In Progress,No,Upgrade
VUL-00043455,AST-0017281,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-27,2025-06-26,Remediated,No,Vendor Fix Pending
VUL-00043456,AST-0013000,CVE-2022-22965,Spring Framework,Critical,9.8,2026-05-20,2026-06-04,Remediated,No,Upgrade
VUL-00043457,AST-0021542,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-09-10,2025-10-10,Risk Accepted,Yes,Patch
VUL-00043458,AST-0005030,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-12-10,2026-03-10,Remediated,Yes,Patch
VUL-00043459,AST-0005208,CVE-2022-22965,Spring Framework,Critical,9.8,2024-06-18,2024-07-03,Remediated,No,Vendor Fix Pending
VUL-00043460,AST-0017799,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2025-12-19,2026-03-19,Remediated,Yes,Compensating Control
VUL-00043461,AST-0016558,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2024-10-25,2024-12-24,Remediated,Yes,Vendor Fix Pending
VUL-00043462,AST-0000329,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-07-12,2025-08-11,Remediated,Yes,Patch
VUL-00043463,AST-0007901,CVE-2024-3094,XZ Utils,Critical,10.0,2024-06-21,2024-07-21,Open,Yes,Patch
VUL-00043464,AST-0016821,CVE-2023-38408,OpenSSH,High,9.8,2025-08-22,2025-09-21,Open,Yes,Upgrade
VUL-00043465,AST-0019842,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-08-21,2024-11-19,Remediated,No,Compensating Control
VUL-00043466,AST-0020064,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2024-07-21,2024-08-20,In Progress,Yes,Compensating Control
VUL-00043467,AST-0021515,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-09-23,2025-11-22,Open,Yes,Compensating Control
VUL-00043468,AST-0001862,CVE-2021-44228,Apache Log4j,Critical,10.0,2025-04-03,2025-06-02,Open,No,Compensating Control
VUL-00043469,AST-0022867,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-02-27,2025-03-29,Open,Yes,Vendor Fix Pending
VUL-00043470,AST-0011594,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2026-01-30,2026-03-01,Remediated,No,Compensating Control
VUL-00043471,AST-0006167,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-02-04,2025-04-05,In Progress,Yes,Upgrade
VUL-00043472,AST-0004512,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-10-08,2025-10-23,In Progress,Yes,Upgrade
VUL-00043473,AST-0008988,CVE-2021-44228,Apache Log4j,Critical,10.0,2024-12-17,2025-01-01,Open,No,Patch
VUL-00043474,AST-0009907,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-07-25,2024-08-24,False Positive,No,Patch
VUL-00043475,AST-0017798,CVE-2023-3519,Citrix ADC,Critical,9.8,2026-02-04,2026-02-19,Remediated,No,Upgrade
VUL-00043476,AST-0022968,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-06-08,2025-07-08,Remediated,Yes,Upgrade
VUL-00043477,AST-0021991,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2024-10-20,2024-11-19,Remediated,No,Upgrade
VUL-00043478,AST-0007542,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-23,2025-08-21,In Progress,Yes,Compensating Control
VUL-00043479,AST-0016319,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2026-02-18,2026-05-19,Remediated,Yes,Vendor Fix Pending
VUL-00043480,AST-0016851,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2024-09-11,2024-11-10,In Progress,Yes,Patch
VUL-00043481,AST-0012217,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-10-25,2025-11-24,Remediated,Yes,Compensating Control
VUL-00043482,AST-0005380,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-01-28,2025-02-27,In Progress,No,Upgrade
VUL-00043483,AST-0022173,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-22,2024-10-20,Remediated,Yes,Patch
VUL-00043484,AST-0000391,CVE-2021-34527,Windows Print Spooler,Critical,8.8,2026-01-04,2026-02-03,In Progress,No,Upgrade
VUL-00043485,AST-0017810,CVE-2020-1472,Windows Netlogon,Critical,10.0,2025-05-01,2025-06-30,Open,No,Vendor Fix Pending
VUL-00043486,AST-0006249,CVE-2022-22965,Spring Framework,Critical,9.8,2026-01-15,2026-03-16,In Progress,Yes,Upgrade
VUL-00043487,AST-0006310,CVE-2023-38408,OpenSSH,High,9.8,2025-10-16,2025-10-31,Risk Accepted,Yes,Patch
VUL-00043488,AST-0020106,CVE-2024-3094,XZ Utils,Critical,10.0,2026-03-15,2026-04-14,Remediated,No,Compensating Control
VUL-00043489,AST-0020213,CVE-2023-38408,OpenSSH,High,9.8,2024-08-03,2024-09-02,In Progress,Yes,Vendor Fix Pending
VUL-00043490,AST-0007773,CVE-2022-30190,Microsoft Support Diagnostic Tool,High,7.8,2025-04-01,2025-05-31,Remediated,No,Patch
VUL-00043491,AST-0002286,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2026-02-26,2026-05-27,In Progress,No,Compensating Control
VUL-00043492,AST-0005395,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2024-09-23,2024-12-22,Open,No,Upgrade
VUL-00043493,AST-0020438,CVE-2024-3094,XZ Utils,Critical,10.0,2024-07-07,2024-07-22,False Positive,Yes,Upgrade
VUL-00043494,AST-0021756,CVE-2023-23397,Microsoft Outlook,Critical,9.8,2025-09-10,2025-11-09,Remediated,No,Compensating Control
VUL-00043495,AST-0017851,CVE-2023-38408,OpenSSH,High,9.8,2025-11-24,2026-02-22,Remediated,Yes,Vendor Fix Pending
VUL-00043496,AST-0012320,CVE-2023-27997,Fortinet FortiOS,Critical,9.8,2025-05-02,2025-05-17,In Progress,No,Compensating Control
VUL-00043497,AST-0016926,CVE-2023-38408,OpenSSH,High,9.8,2024-10-14,2024-12-13,Remediated,Yes,Upgrade
VUL-00043498,AST-0023517,CVE-2023-34362,MOVEit Transfer,Critical,9.8,2025-08-04,2025-11-02,In Progress,Yes,Compensating Control
