Finding_ID,Asset_ID,CVE_ID,Severity,First_Detected_Date,Last_Detected_Date,Remediation_Status,Scanner_Source,CVSS_Score
VULN00054480,A0018444,CVE-2021-44228,Medium,2025-03-21,2026-05-31,Closed,Tenable,6.3
VULN00054481,A0022349,CVE-2023-36884,Medium,2024-02-03,2026-05-31,In Remediation,Defender Vulnerability Management,5.8
VULN00054482,A0005359,CVE-2024-21410,Medium,2025-12-11,2026-05-31,Closed,Tenable,5.7
VULN00054483,A0015193,CVE-2023-3519,High,2025-10-18,2026-05-31,In Remediation,Qualys,7.4
VULN00054484,A0017084,CVE-2021-44228,Medium,2025-09-21,2026-05-31,In Remediation,Tenable,5.7
VULN00054485,A0012229,CVE-2024-21410,Medium,2025-11-10,2026-05-31,Open,Tenable,5.4
VULN00054486,A0006082,CVE-2021-44228,Low,2025-03-26,2026-05-31,Open,Tenable,3.7
VULN00054487,A0006160,CVE-2021-44228,Critical,2026-02-13,2026-05-31,Closed,Qualys,9.4
VULN00054488,A0008243,CVE-2024-3400,Critical,2025-09-14,2026-05-31,Closed,Tenable,10.0
VULN00054489,A0007664,CVE-2024-3094,Low,2026-04-28,2026-05-31,Closed,Defender Vulnerability Management,2.5
VULN00054490,A0015216,CVE-2021-44228,Medium,2025-11-15,2026-05-31,Open,Tenable,5.6
VULN00054491,A0019263,CVE-2023-34362,Medium,2026-02-14,2026-05-31,Open,Qualys,4.9
VULN00054492,A0008812,CVE-2022-30190,High,2025-04-04,2026-05-31,Open,Tenable,7.2
VULN00054493,A0004568,CVE-2023-23397,Critical,2025-01-25,2026-05-31,Closed,Tenable,10.0
VULN00054494,A0012873,CVE-2023-20198,Medium,2025-12-20,2026-05-31,Open,Qualys,5.3
VULN00054495,A0020415,CVE-2024-21410,Critical,2026-04-15,2026-05-31,Open,Qualys,9.7
VULN00054496,A0012678,CVE-2023-34362,Low,2024-05-11,2026-05-31,Open,Tenable,2.4
VULN00054497,A0007657,CVE-2022-30190,Low,2025-07-17,2026-05-31,Closed,Qualys,2.6
VULN00054498,A0004167,CVE-2023-34362,Critical,2026-04-29,2026-05-31,In Remediation,Tenable,8.9
VULN00054499,A0022625,CVE-2024-3094,Medium,2024-08-07,2026-05-31,Open,Qualys,4.8
VULN00054500,A0019166,CVE-2024-3400,Critical,2024-03-28,2026-05-31,Closed,Tenable,9.4
VULN00054501,A0015473,CVE-2024-3400,High,2024-10-07,2026-05-31,In Remediation,Qualys,7.9
VULN00054502,A0004415,CVE-2023-3519,Medium,2025-07-19,2026-05-31,Closed,Defender Vulnerability Management,5.3
VULN00054503,A0012203,CVE-2023-3519,High,2024-11-19,2026-05-31,In Remediation,Qualys,9.7
VULN00054504,A0004160,CVE-2023-23397,Medium,2024-11-01,2026-05-31,Closed,Tenable,6.2
VULN00054505,A0000068,CVE-2023-34362,Critical,2024-05-03,2026-05-31,Open,Qualys,9.3
VULN00054506,A0002142,CVE-2022-30190,Medium,2024-03-23,2026-05-31,Open,Tenable,5.1
VULN00054507,A0020733,CVE-2024-21410,Low,2024-05-16,2026-05-31,Exception Approved,Qualys,2.5
VULN00054508,A0009868,CVE-2024-3094,Low,2024-12-02,2026-05-31,Closed,Defender Vulnerability Management,2.4
VULN00054509,A0001129,CVE-2023-3519,High,2025-11-11,2026-05-31,Open,Defender Vulnerability Management,7.5
VULN00054510,A0000272,CVE-2024-21410,Medium,2025-07-06,2026-05-31,Closed,Tenable,5.8
VULN00054511,A0014073,CVE-2024-3094,Medium,2026-04-18,2026-05-31,Open,Tenable,6.4
VULN00054512,A0020697,CVE-2022-30190,Medium,2025-09-23,2026-05-31,Open,Qualys,6.2
VULN00054513,A0015525,CVE-2024-3094,Medium,2025-08-26,2026-05-31,Closed,Tenable,5.8
VULN00054514,A0011445,CVE-2022-30190,Medium,2024-02-08,2026-05-31,Exception Approved,Tenable,5.1
VULN00054515,A0019722,CVE-2024-3400,Medium,2024-01-10,2026-05-31,Open,Qualys,5.5
VULN00054516,A0021087,CVE-2023-20198,High,2025-06-04,2026-05-31,Closed,Qualys,7.5
VULN00054517,A0011314,CVE-2023-34362,High,2024-09-05,2026-05-31,Closed,Tenable,8.2
VULN00054518,A0020723,CVE-2024-3400,High,2025-12-08,2026-05-31,Open,Qualys,8.3
VULN00054519,A0011890,CVE-2024-21410,Low,2024-12-21,2026-05-31,Closed,Qualys,2.0
VULN00054520,A0006107,CVE-2023-3519,Critical,2026-02-04,2026-05-31,Closed,Tenable,9.6
VULN00054521,A0020795,CVE-2023-23397,High,2025-07-05,2026-05-31,Exception Approved,Tenable,7.3
VULN00054522,A0004678,CVE-2023-34362,High,2025-08-15,2026-05-31,Open,Tenable,8.1
VULN00054523,A0016860,CVE-2023-23397,Medium,2025-06-06,2026-05-31,Open,Qualys,5.0
VULN00054524,A0003362,CVE-2023-23397,Critical,2026-03-29,2026-05-31,Open,Tenable,9.1
VULN00054525,A0017021,CVE-2024-3400,Low,2025-04-23,2026-05-31,In Remediation,Defender Vulnerability Management,2.6
VULN00054526,A0012562,CVE-2024-21410,Medium,2024-08-20,2026-05-31,Closed,Tenable,5.8
VULN00054527,A0017934,CVE-2024-3094,High,2025-01-20,2026-05-31,Closed,Tenable,8.4
VULN00054528,A0020862,CVE-2023-23397,Medium,2024-02-04,2026-05-31,Closed,Tenable,5.9
VULN00054529,A0008436,CVE-2023-34362,High,2025-05-31,2026-05-31,Closed,Qualys,8.9
VULN00054530,A0007163,CVE-2023-23397,Medium,2025-04-17,2026-05-31,Closed,Qualys,5.9
VULN00054531,A0015249,CVE-2021-44228,Medium,2026-04-04,2026-05-31,Closed,Tenable,5.1
VULN00054532,A0003287,CVE-2024-3094,High,2025-10-24,2026-05-31,Open,Qualys,6.7
VULN00054533,A0015595,CVE-2024-3400,High,2025-10-17,2026-05-31,Closed,Qualys,7.8
VULN00054534,A0004591,CVE-2023-23397,Critical,2025-04-15,2026-05-31,Closed,Tenable,9.3
VULN00054535,A0010565,CVE-2022-30190,High,2024-04-12,2026-05-31,Closed,Tenable,7.5
VULN00054536,A0018739,CVE-2023-36884,High,2025-02-22,2026-05-31,Exception Approved,Qualys,7.9
VULN00054537,A0004374,CVE-2024-3094,Low,2025-07-14,2026-05-31,Closed,Tenable,2.3
VULN00054538,A0012853,CVE-2023-3519,Low,2024-05-07,2026-05-31,Open,Qualys,1.8
VULN00054539,A0015608,CVE-2024-3094,Low,2026-05-07,2026-05-31,Open,Qualys,1.3
VULN00054540,A0020235,CVE-2024-3400,Critical,2025-12-27,2026-05-31,Open,Defender Vulnerability Management,9.7
VULN00054541,A0015585,CVE-2023-20198,Medium,2026-04-20,2026-05-31,Closed,Qualys,4.5
VULN00054542,A0020784,CVE-2021-44228,Medium,2025-11-13,2026-05-31,Closed,Qualys,6.5
VULN00054543,A0001013,CVE-2023-23397,Medium,2024-12-24,2026-05-31,Closed,Qualys,4.7
VULN00054544,A0020160,CVE-2022-30190,Low,2025-02-07,2026-05-31,Open,Defender Vulnerability Management,2.8
VULN00054545,A0001849,CVE-2024-3094,Medium,2024-07-27,2026-05-31,Closed,Tenable,5.6
VULN00054546,A0002808,CVE-2023-3519,Medium,2025-06-04,2026-05-31,Closed,Tenable,5.2
VULN00054547,A0001681,CVE-2021-44228,Medium,2026-01-31,2026-05-31,Closed,Qualys,6.4
VULN00054548,A0018287,CVE-2024-3094,Critical,2026-01-08,2026-05-31,In Remediation,Qualys,9.5
VULN00054549,A0019681,CVE-2023-36884,High,2026-05-06,2026-05-31,In Remediation,Qualys,8.3
VULN00054550,A0011345,CVE-2024-21410,High,2024-01-30,2026-05-31,Open,Tenable,8.1
VULN00054551,A0007359,CVE-2023-20198,Medium,2025-04-23,2026-05-31,Open,Defender Vulnerability Management,5.2
VULN00054552,A0001388,CVE-2023-34362,Critical,2025-08-06,2026-05-31,Open,Qualys,9.2
VULN00054553,A0019140,CVE-2023-34362,Low,2025-08-29,2026-05-31,Open,Qualys,2.6
VULN00054554,A0005985,CVE-2024-21410,Medium,2025-11-25,2026-05-31,Open,Defender Vulnerability Management,5.1
VULN00054555,A0013487,CVE-2023-23397,Low,2024-02-18,2026-05-31,Closed,Tenable,2.1
VULN00054556,A0016151,CVE-2021-44228,Low,2025-04-18,2026-05-31,Exception Approved,Tenable,1.6
VULN00054557,A0017237,CVE-2021-44228,Critical,2026-01-15,2026-05-31,In Remediation,Qualys,9.2
VULN00054558,A0007908,CVE-2024-3400,High,2025-11-24,2026-05-31,Open,Qualys,8.4
VULN00054559,A0015969,CVE-2024-3400,Medium,2026-02-01,2026-05-31,Closed,Tenable,4.7
VULN00054560,A0004543,CVE-2023-3519,Medium,2025-08-20,2026-05-31,In Remediation,Qualys,5.2
VULN00054561,A0003066,CVE-2024-21410,Low,2025-04-02,2026-05-31,Closed,Tenable,2.9
VULN00054562,A0002846,CVE-2023-23397,Critical,2025-12-08,2026-05-31,Open,Tenable,8.9
VULN00054563,A0019592,CVE-2022-30190,Critical,2024-02-17,2026-05-31,Closed,Qualys,9.7
VULN00054564,A0007066,CVE-2024-3094,Low,2025-07-13,2026-05-31,Closed,Qualys,2.9
VULN00054565,A0009396,CVE-2021-44228,Medium,2025-12-01,2026-05-31,Exception Approved,Qualys,6.1
VULN00054566,A0019299,CVE-2022-30190,Critical,2026-03-16,2026-05-31,Open,Defender Vulnerability Management,10.0
VULN00054567,A0010530,CVE-2023-3519,Medium,2025-10-01,2026-05-31,Closed,Tenable,5.6
VULN00054568,A0020839,CVE-2023-20198,High,2024-02-04,2026-05-31,Open,Tenable,8.7
VULN00054569,A0007590,CVE-2023-34362,Medium,2025-06-28,2026-05-31,Closed,Qualys,5.2
VULN00054570,A0014641,CVE-2024-3094,Low,2024-12-14,2026-05-31,Closed,Qualys,3.1
VULN00054571,A0009251,CVE-2022-30190,Medium,2025-02-02,2026-05-31,In Remediation,Qualys,5.8
VULN00054572,A0007267,CVE-2023-20198,Low,2025-07-09,2026-05-31,Closed,Qualys,2.2
VULN00054573,A0004632,CVE-2023-3519,High,2024-06-29,2026-05-31,In Remediation,Defender Vulnerability Management,8.9
VULN00054574,A0000071,CVE-2024-3094,Medium,2024-10-14,2026-05-31,Open,Tenable,5.3
VULN00054575,A0014947,CVE-2024-3400,Critical,2024-07-08,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00054576,A0010547,CVE-2024-3400,Medium,2024-09-18,2026-05-31,Closed,Tenable,5.8
VULN00054577,A0002699,CVE-2024-3094,High,2025-11-10,2026-05-31,Exception Approved,Qualys,7.1
VULN00054578,A0015121,CVE-2023-3519,High,2025-12-15,2026-05-31,Open,Qualys,8.2
VULN00054579,A0019271,CVE-2024-21410,Low,2025-01-12,2026-05-31,Open,Qualys,2.7
VULN00054580,A0018835,CVE-2023-23397,Medium,2024-04-12,2026-05-31,Open,Qualys,5.7
VULN00054581,A0014672,CVE-2023-20198,Critical,2025-01-19,2026-05-31,Open,Tenable,9.0
VULN00054582,A0015516,CVE-2024-3094,Medium,2025-06-04,2026-05-31,Closed,Defender Vulnerability Management,5.8
VULN00054583,A0008811,CVE-2023-20198,Low,2025-03-24,2026-05-31,Open,Qualys,1.6
VULN00054584,A0016886,CVE-2024-3094,High,2024-08-21,2026-05-31,Closed,Qualys,7.3
VULN00054585,A0007957,CVE-2023-36884,Low,2025-04-02,2026-05-31,Exception Approved,Qualys,2.0
VULN00054586,A0011704,CVE-2024-21410,Low,2025-01-06,2026-05-31,In Remediation,Tenable,3.0
VULN00054587,A0022816,CVE-2022-30190,Critical,2026-03-19,2026-05-31,Closed,Tenable,8.9
VULN00054588,A0002625,CVE-2023-20198,Low,2024-03-26,2026-05-31,Closed,Tenable,3.1
VULN00054589,A0011154,CVE-2023-20198,Critical,2024-10-19,2026-05-31,Closed,Defender Vulnerability Management,9.6
VULN00054590,A0020589,CVE-2021-44228,Critical,2024-08-10,2026-05-31,Closed,Tenable,10.0
VULN00054591,A0011082,CVE-2024-21410,Medium,2025-12-09,2026-05-31,Open,Defender Vulnerability Management,6.1
VULN00054592,A0019052,CVE-2024-3400,Medium,2025-07-29,2026-05-31,Open,Qualys,4.8
VULN00054593,A0019433,CVE-2023-3519,Critical,2024-04-17,2026-05-31,Exception Approved,Tenable,10.0
VULN00054594,A0007157,CVE-2024-21410,Critical,2024-10-01,2026-05-31,Open,Tenable,8.9
VULN00054595,A0005633,CVE-2024-3400,Critical,2024-05-28,2026-05-31,Open,Tenable,10.0
VULN00054596,A0011516,CVE-2024-21410,Critical,2025-06-26,2026-05-31,In Remediation,Defender Vulnerability Management,9.8
VULN00054597,A0005496,CVE-2024-3400,High,2024-05-12,2026-05-31,Closed,Qualys,7.2
VULN00054598,A0004135,CVE-2023-20198,Low,2024-01-03,2026-05-31,Closed,Defender Vulnerability Management,3.8
VULN00054599,A0012648,CVE-2022-30190,Low,2024-10-10,2026-05-31,Closed,Qualys,3.0
VULN00054600,A0001219,CVE-2022-30190,High,2025-09-06,2026-05-31,Closed,Tenable,7.7
VULN00054601,A0008066,CVE-2023-34362,High,2026-03-04,2026-05-31,Open,Tenable,8.2
VULN00054602,A0000529,CVE-2023-20198,Low,2025-10-04,2026-05-31,Exception Approved,Defender Vulnerability Management,3.2
VULN00054603,A0018888,CVE-2023-3519,Medium,2025-02-05,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00054604,A0006855,CVE-2023-23397,Medium,2024-12-04,2026-05-31,Open,Defender Vulnerability Management,4.7
VULN00054605,A0022634,CVE-2022-30190,Medium,2025-09-29,2026-05-31,Open,Qualys,5.0
VULN00054606,A0022283,CVE-2023-23397,Medium,2024-01-19,2026-05-31,Closed,Tenable,5.2
VULN00054607,A0021176,CVE-2022-30190,High,2026-02-11,2026-05-31,Closed,Tenable,7.4
VULN00054608,A0009353,CVE-2023-3519,Low,2024-12-19,2026-05-31,In Remediation,Tenable,2.4
VULN00054609,A0006783,CVE-2023-34362,Medium,2025-03-16,2026-05-31,Closed,Tenable,6.0
VULN00054610,A0010718,CVE-2024-21410,Medium,2024-09-11,2026-05-31,Closed,Defender Vulnerability Management,4.6
VULN00054611,A0015141,CVE-2024-3400,High,2026-01-04,2026-05-31,Closed,Qualys,6.9
VULN00054612,A0002347,CVE-2022-30190,Low,2025-12-09,2026-05-31,Exception Approved,Tenable,1.5
VULN00054613,A0003827,CVE-2024-3094,Medium,2024-01-25,2026-05-31,Closed,Tenable,5.6
VULN00054614,A0000630,CVE-2024-3094,Medium,2025-03-10,2026-05-31,Closed,Defender Vulnerability Management,5.6
VULN00054615,A0005019,CVE-2024-3400,Medium,2024-06-26,2026-05-31,Closed,Tenable,5.5
VULN00054616,A0014290,CVE-2023-34362,High,2025-10-25,2026-05-31,Closed,Tenable,8.3
VULN00054617,A0002589,CVE-2024-3400,Medium,2024-05-25,2026-05-31,Closed,Tenable,5.1
VULN00054618,A0006471,CVE-2022-30190,Medium,2024-10-27,2026-05-31,In Remediation,Qualys,4.9
VULN00054619,A0017705,CVE-2023-34362,High,2024-08-15,2026-05-31,Closed,Qualys,7.4
VULN00054620,A0021287,CVE-2023-20198,Medium,2025-04-13,2026-05-31,Closed,Defender Vulnerability Management,5.0
VULN00054621,A0023543,CVE-2023-34362,Medium,2025-11-22,2026-05-31,Closed,Qualys,5.1
VULN00054622,A0012700,CVE-2024-21410,Medium,2025-06-17,2026-05-31,Closed,Tenable,5.2
VULN00054623,A0007755,CVE-2023-36884,Low,2024-03-24,2026-05-31,Closed,Tenable,1.7
VULN00054624,A0003675,CVE-2024-3094,Critical,2025-09-12,2026-05-31,Closed,Defender Vulnerability Management,9.4
VULN00054625,A0023336,CVE-2024-21410,Low,2024-01-19,2026-05-31,Closed,Tenable,2.2
VULN00054626,A0022223,CVE-2023-3519,Low,2025-11-06,2026-05-31,Closed,Qualys,2.3
VULN00054627,A0006059,CVE-2023-3519,Medium,2025-07-19,2026-05-31,Open,Qualys,5.1
VULN00054628,A0012780,CVE-2023-34362,Medium,2025-03-02,2026-05-31,Closed,Defender Vulnerability Management,5.3
VULN00054629,A0013293,CVE-2023-34362,Medium,2025-09-15,2026-05-31,In Remediation,Tenable,5.3
VULN00054630,A0011369,CVE-2024-3094,Medium,2026-01-22,2026-05-31,Open,Qualys,5.0
VULN00054631,A0009744,CVE-2023-34362,High,2024-10-30,2026-05-31,Closed,Tenable,8.5
VULN00054632,A0001604,CVE-2024-21410,High,2026-03-02,2026-05-31,In Remediation,Tenable,6.9
VULN00054633,A0021856,CVE-2022-30190,High,2024-02-13,2026-05-31,Exception Approved,Tenable,7.5
VULN00054634,A0011598,CVE-2022-30190,Medium,2024-06-18,2026-05-31,Closed,Tenable,5.4
VULN00054635,A0016047,CVE-2023-23397,Low,2025-08-16,2026-05-31,Closed,Tenable,1.2
VULN00054636,A0022634,CVE-2023-36884,High,2026-03-17,2026-05-31,Closed,Qualys,8.8
VULN00054637,A0012711,CVE-2023-3519,Medium,2024-09-16,2026-05-31,Open,Tenable,5.4
VULN00054638,A0019367,CVE-2023-20198,Medium,2024-06-11,2026-05-31,In Remediation,Tenable,5.7
VULN00054639,A0022222,CVE-2023-34362,Critical,2024-03-18,2026-05-31,In Remediation,Qualys,8.9
VULN00054640,A0002150,CVE-2024-3400,High,2024-07-27,2026-05-31,Open,Tenable,7.9
VULN00054641,A0016320,CVE-2021-44228,High,2024-12-14,2026-05-31,Closed,Tenable,7.8
VULN00054642,A0006094,CVE-2023-36884,Low,2024-07-10,2026-05-31,Exception Approved,Defender Vulnerability Management,3.2
VULN00054643,A0022158,CVE-2024-3400,Critical,2024-04-29,2026-05-31,Exception Approved,Qualys,9.9
VULN00054644,A0020333,CVE-2022-30190,Medium,2026-04-25,2026-05-31,Closed,Defender Vulnerability Management,5.4
VULN00054645,A0009435,CVE-2023-23397,High,2025-11-24,2026-05-31,Open,Qualys,7.9
VULN00054646,A0003688,CVE-2021-44228,High,2025-09-10,2026-05-31,Closed,Defender Vulnerability Management,8.1
VULN00054647,A0016749,CVE-2023-36884,Low,2024-02-29,2026-05-31,Open,Tenable,2.9
VULN00054648,A0002052,CVE-2024-21410,Medium,2026-03-26,2026-05-31,Exception Approved,Tenable,4.4
VULN00054649,A0002221,CVE-2023-34362,High,2024-07-27,2026-05-31,Closed,Tenable,7.6
VULN00054650,A0003356,CVE-2022-30190,Low,2024-05-30,2026-05-31,Closed,Qualys,2.8
VULN00054651,A0018292,CVE-2022-30190,Medium,2024-05-25,2026-05-31,Closed,Defender Vulnerability Management,6.0
VULN00054652,A0012141,CVE-2024-3094,Medium,2025-05-26,2026-05-31,Exception Approved,Qualys,5.4
VULN00054653,A0005449,CVE-2024-3400,High,2024-10-09,2026-05-31,Open,Qualys,8.7
VULN00054654,A0006678,CVE-2024-3094,Medium,2025-11-09,2026-05-31,Open,Defender Vulnerability Management,6.0
VULN00054655,A0003419,CVE-2024-3094,Medium,2024-05-06,2026-05-31,Closed,Qualys,5.9
VULN00054656,A0019219,CVE-2023-34362,High,2025-11-16,2026-05-31,In Remediation,Tenable,8.4
VULN00054657,A0001858,CVE-2023-20198,Medium,2024-08-07,2026-05-31,Open,Tenable,5.2
VULN00054658,A0005080,CVE-2024-21410,Critical,2024-10-27,2026-05-31,Closed,Tenable,10.0
VULN00054659,A0015941,CVE-2024-3094,Critical,2024-11-11,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00054660,A0010811,CVE-2023-34362,Critical,2024-11-20,2026-05-31,In Remediation,Qualys,9.6
VULN00054661,A0015781,CVE-2024-3400,Critical,2025-09-30,2026-05-31,Closed,Tenable,9.1
VULN00054662,A0018936,CVE-2023-34362,High,2025-04-25,2026-05-31,Closed,Tenable,7.8
VULN00054663,A0006793,CVE-2023-23397,Medium,2024-02-14,2026-05-31,Open,Tenable,5.7
VULN00054664,A0011334,CVE-2024-3094,Medium,2024-10-10,2026-05-31,In Remediation,Tenable,4.4
VULN00054665,A0023039,CVE-2023-23397,Medium,2025-11-09,2026-05-31,Closed,Qualys,5.4
VULN00054666,A0022559,CVE-2023-3519,High,2025-08-29,2026-05-31,Open,Tenable,8.2
VULN00054667,A0016017,CVE-2024-3094,Critical,2025-12-13,2026-05-31,Closed,Tenable,9.2
VULN00054668,A0001254,CVE-2023-23397,Critical,2024-03-04,2026-05-31,Closed,Defender Vulnerability Management,9.7
VULN00054669,A0006419,CVE-2023-23397,Low,2026-01-16,2026-05-31,Closed,Tenable,2.7
VULN00054670,A0018362,CVE-2021-44228,Critical,2024-03-07,2026-05-31,Closed,Defender Vulnerability Management,10.0
VULN00054671,A0008714,CVE-2023-3519,Low,2024-04-12,2026-05-31,Exception Approved,Tenable,3.2
VULN00054672,A0009927,CVE-2022-30190,Medium,2025-04-03,2026-05-31,Closed,Tenable,5.1
VULN00054673,A0015347,CVE-2023-34362,Medium,2024-01-26,2026-05-31,In Remediation,Tenable,5.3
VULN00054674,A0000532,CVE-2023-3519,High,2024-02-28,2026-05-31,Open,Tenable,7.9
VULN00054675,A0000549,CVE-2024-21410,High,2025-04-24,2026-05-31,Closed,Qualys,7.9
VULN00054676,A0013676,CVE-2022-30190,Low,2024-06-08,2026-05-31,In Remediation,Defender Vulnerability Management,2.5
VULN00054677,A0007071,CVE-2023-36884,High,2025-01-09,2026-05-31,Closed,Tenable,8.4
VULN00054678,A0020997,CVE-2021-44228,Medium,2025-08-15,2026-05-31,Closed,Defender Vulnerability Management,5.0
VULN00054679,A0016729,CVE-2021-44228,Medium,2024-12-02,2026-05-31,In Remediation,Defender Vulnerability Management,6.6
VULN00054680,A0009556,CVE-2024-21410,Critical,2025-03-16,2026-05-31,Open,Tenable,10.0
VULN00054681,A0007438,CVE-2023-3519,Low,2025-05-08,2026-05-31,In Remediation,Defender Vulnerability Management,2.4
VULN00054682,A0019443,CVE-2023-34362,Medium,2024-06-10,2026-05-31,Closed,Tenable,6.0
VULN00054683,A0016921,CVE-2021-44228,Medium,2026-01-15,2026-05-31,Open,Tenable,5.4
VULN00054684,A0015726,CVE-2023-36884,Medium,2025-05-04,2026-05-31,Closed,Qualys,5.2
VULN00054685,A0018058,CVE-2023-36884,High,2026-04-24,2026-05-31,Open,Defender Vulnerability Management,7.8
VULN00054686,A0006507,CVE-2023-20198,Medium,2025-08-07,2026-05-31,Open,Tenable,6.0
VULN00054687,A0017773,CVE-2023-36884,Low,2024-04-16,2026-05-31,Closed,Tenable,2.0
VULN00054688,A0007160,CVE-2021-44228,High,2025-04-20,2026-05-31,Open,Tenable,7.5
VULN00054689,A0016271,CVE-2021-44228,Medium,2024-03-14,2026-05-31,Closed,Defender Vulnerability Management,5.7
VULN00054690,A0015225,CVE-2023-36884,Medium,2025-10-07,2026-05-31,Open,Tenable,4.7
VULN00054691,A0011092,CVE-2023-23397,Medium,2025-09-07,2026-05-31,In Remediation,Qualys,5.9
VULN00054692,A0008957,CVE-2024-3400,High,2026-01-22,2026-05-31,Open,Tenable,8.0
VULN00054693,A0015419,CVE-2023-23397,Medium,2024-09-04,2026-05-31,Closed,Tenable,4.7
VULN00054694,A0023596,CVE-2022-30190,Medium,2024-02-27,2026-05-31,Exception Approved,Tenable,4.7
VULN00054695,A0003495,CVE-2023-23397,Medium,2025-09-24,2026-05-31,Closed,Tenable,4.9
VULN00054696,A0002973,CVE-2024-21410,High,2025-04-24,2026-05-31,Open,Defender Vulnerability Management,7.0
VULN00054697,A0001960,CVE-2024-21410,Medium,2025-04-12,2026-05-31,Closed,Tenable,4.7
VULN00054698,A0002490,CVE-2023-20198,Medium,2026-01-13,2026-05-31,Closed,Tenable,5.7
VULN00054699,A0021414,CVE-2024-21410,Critical,2025-03-09,2026-05-31,Open,Tenable,9.3
VULN00054700,A0011145,CVE-2024-3400,Critical,2025-04-25,2026-05-31,Closed,Tenable,10.0
VULN00054701,A0022934,CVE-2023-36884,Medium,2025-11-27,2026-05-31,Exception Approved,Defender Vulnerability Management,4.9
VULN00054702,A0001084,CVE-2024-21410,Low,2025-01-24,2026-05-31,Closed,Qualys,3.3
VULN00054703,A0018012,CVE-2024-3094,Critical,2024-06-24,2026-05-31,In Remediation,Defender Vulnerability Management,9.4
VULN00054704,A0002945,CVE-2024-3400,Critical,2025-01-15,2026-05-31,In Remediation,Tenable,9.5
VULN00054705,A0009399,CVE-2022-30190,Medium,2025-09-19,2026-05-31,Exception Approved,Tenable,4.9
VULN00054706,A0000655,CVE-2023-23397,Critical,2025-06-23,2026-05-31,Exception Approved,Tenable,9.3
VULN00054707,A0023022,CVE-2023-23397,Medium,2025-07-10,2026-05-31,Open,Qualys,5.6
VULN00054708,A0000039,CVE-2023-36884,Critical,2024-05-18,2026-05-31,In Remediation,Qualys,9.7
VULN00054709,A0009767,CVE-2023-20198,High,2024-10-01,2026-05-31,Open,Tenable,8.6
VULN00054710,A0004464,CVE-2023-36884,Low,2025-08-03,2026-05-31,Closed,Tenable,2.6
VULN00054711,A0021213,CVE-2023-23397,High,2025-03-03,2026-05-31,Open,Tenable,7.8
VULN00054712,A0020725,CVE-2024-3094,High,2025-01-09,2026-05-31,Open,Defender Vulnerability Management,8.1
VULN00054713,A0011436,CVE-2023-3519,High,2025-11-08,2026-05-31,Exception Approved,Defender Vulnerability Management,8.6
VULN00054714,A0001242,CVE-2024-3094,Medium,2024-07-17,2026-05-31,In Remediation,Tenable,5.7
VULN00054715,A0009113,CVE-2023-36884,Low,2024-01-03,2026-05-31,Exception Approved,Qualys,2.3
VULN00054716,A0012512,CVE-2021-44228,Low,2026-03-31,2026-05-31,In Remediation,Qualys,2.5
VULN00054717,A0011808,CVE-2023-34362,Medium,2025-10-10,2026-05-31,Open,Tenable,6.3
VULN00054718,A0011442,CVE-2023-34362,Critical,2026-01-19,2026-05-31,Closed,Defender Vulnerability Management,9.9
VULN00054719,A0010544,CVE-2024-3400,High,2024-12-16,2026-05-31,Open,Tenable,8.5
VULN00054720,A0000285,CVE-2023-34362,Medium,2024-01-26,2026-05-31,Closed,Qualys,6.4
VULN00054721,A0016492,CVE-2023-34362,Low,2025-10-22,2026-05-31,Open,Tenable,2.4
VULN00054722,A0002901,CVE-2024-3094,Medium,2025-10-23,2026-05-31,Closed,Qualys,5.7
VULN00054723,A0023377,CVE-2022-30190,High,2024-06-17,2026-05-31,Open,Qualys,8.1
VULN00054724,A0022673,CVE-2024-3400,High,2025-06-12,2026-05-31,Open,Tenable,7.9
VULN00054725,A0020737,CVE-2022-30190,Medium,2024-05-23,2026-05-31,In Remediation,Qualys,5.5
VULN00054726,A0014333,CVE-2021-44228,High,2024-11-26,2026-05-31,In Remediation,Qualys,7.5
VULN00054727,A0015031,CVE-2024-3094,Medium,2025-09-21,2026-05-31,Open,Tenable,4.6
VULN00054728,A0001699,CVE-2023-3519,Critical,2025-05-31,2026-05-31,Open,Defender Vulnerability Management,9.7
VULN00054729,A0004614,CVE-2024-3094,Low,2024-04-24,2026-05-31,Open,Qualys,1.7
VULN00054730,A0020928,CVE-2022-30190,Medium,2024-11-03,2026-05-31,Closed,Tenable,5.4
VULN00054731,A0018067,CVE-2023-20198,Medium,2025-10-11,2026-05-31,Open,Qualys,5.4
VULN00054732,A0023740,CVE-2024-3400,Medium,2024-06-06,2026-05-31,Open,Tenable,4.8
VULN00054733,A0006021,CVE-2023-23397,High,2024-12-17,2026-05-31,Open,Tenable,8.2
VULN00054734,A0013149,CVE-2022-30190,Low,2024-11-01,2026-05-31,Open,Defender Vulnerability Management,2.8
VULN00054735,A0006945,CVE-2023-20198,High,2024-04-03,2026-05-31,Closed,Qualys,7.6
VULN00054736,A0021599,CVE-2023-20198,Medium,2025-07-26,2026-05-31,Closed,Qualys,4.4
VULN00054737,A0009537,CVE-2023-23397,High,2024-09-28,2026-05-31,In Remediation,Tenable,8.3
