Remediation_ID,Asset_ID,Business_Unit_ID,Remediation_Type,Priority,Assigned_Team,Target_Completion_Date,Actual_Completion_Date,Remediation_Status,Remediation_Cost,Risk_Reduction_Category
REM-020723,A0022502,BU006,Network Hardware Refresh,P2 - High,Network Services,2026-08-07,2026-08-22,Completed,21177.47,Lifecycle + Cyber
REM-020724,A0022503,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-24,,In Progress,24430.66,Lifecycle
REM-020725,A0022506,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2026-10-14,,In Progress,18992.29,Lifecycle
REM-020726,A0022509,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-06,2026-12-29,Completed,22815.7,Lifecycle
REM-020727,A0022512,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-11,2026-08-07,Completed,21047.79,Lifecycle + Cyber
REM-020728,A0022513,BU007,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-22,,Not Started,20516.91,Lifecycle
REM-020729,A0022514,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-03,,Not Started,20202.91,Lifecycle + Cyber
REM-020730,A0022518,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-18,,In Progress,23212.74,Lifecycle + Cyber
REM-020731,A0022520,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-23,2027-04-07,Completed,24626.44,Lifecycle + Cyber
REM-020732,A0022521,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-18,,In Progress,18911.38,Lifecycle + Cyber
REM-020733,A0022524,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-08-18,,In Progress,20234.1,Lifecycle + Cyber
REM-020734,A0022525,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2026-10-18,,Not Started,22617.51,Lifecycle + Cyber
REM-020735,A0022527,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-21,,In Progress,19113.39,Lifecycle
REM-020736,A0022529,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2026-11-19,,In Progress,21670.81,Lifecycle
REM-020737,A0022530,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-19,,In Progress,19745.44,Lifecycle
REM-020738,A0022532,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-08,,In Progress,23086.3,Lifecycle
REM-020739,A0022533,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-20,2026-10-10,Completed,24509.11,Lifecycle + Cyber
REM-020740,A0022537,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-13,,In Progress,20809.19,Lifecycle
REM-020741,A0022538,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-23,,In Progress,24336.89,Lifecycle + Cyber
REM-020742,A0022539,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2026-11-07,,In Progress,20029.5,Lifecycle + Cyber
REM-020743,A0022541,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2026-09-29,2026-08-03,Completed,22692.98,Lifecycle + Cyber
REM-020744,A0022546,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-05,,In Progress,20747.07,Lifecycle
REM-020745,A0022547,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-09,,Not Started,23838.61,Lifecycle
REM-020746,A0022548,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-05,,In Progress,20031.58,Lifecycle
REM-020747,A0022549,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-26,,Not Started,19397.48,Lifecycle
REM-020748,A0022553,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-15,,Not Started,19477.08,Lifecycle
REM-020749,A0022560,BU005,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-08,2026-12-17,Completed,22245.93,Lifecycle
REM-020750,A0022563,BU005,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-29,,In Progress,24341.51,Lifecycle
REM-020751,A0022564,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-22,,In Progress,23919.69,Lifecycle
REM-020752,A0022566,BU007,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-24,,In Progress,19459.28,Lifecycle
REM-020753,A0022567,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-07,,Deferred,21301.99,Lifecycle
REM-020754,A0022569,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-01,,Not Started,19334.72,Lifecycle
REM-020755,A0022572,BU005,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-09,2027-02-10,Completed,22601.8,Lifecycle
REM-020756,A0022574,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-25,,In Progress,24485.4,Lifecycle
REM-020757,A0022575,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-12,2027-03-05,Completed,20625.48,Lifecycle
REM-020758,A0022576,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-21,,Not Started,20000.8,Lifecycle + Cyber
REM-020759,A0022579,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-21,,In Progress,22839.83,Lifecycle + Cyber
REM-020760,A0022581,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-08,2027-06-03,Completed,19253.63,Lifecycle
REM-020761,A0022583,BU007,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-22,,In Progress,20323.73,Lifecycle
REM-020762,A0022584,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-25,,In Progress,23707.35,Lifecycle + Cyber
REM-020763,A0022585,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-06,,In Progress,20739.87,Lifecycle + Cyber
REM-020764,A0022586,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-06,,Not Started,21799.65,Lifecycle
REM-020765,A0022589,BU009,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-07,,In Progress,21651.13,Lifecycle
REM-020766,A0022591,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-07-30,,In Progress,19333.77,Lifecycle + Cyber
REM-020767,A0022592,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-27,,In Progress,23310.75,Lifecycle
REM-020768,A0022593,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-01,,Deferred,19155.61,Lifecycle
REM-020769,A0022594,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2026-11-04,,Not Started,24606.02,Lifecycle
REM-020770,A0022595,BU005,Network Hardware Refresh,P3 - Medium,Network Services,2026-10-18,,In Progress,20272.27,Lifecycle
REM-020771,A0022596,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-11,,Deferred,23146.96,Lifecycle
REM-020772,A0022598,BU005,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-18,,In Progress,24048.86,Lifecycle + Cyber
REM-020773,A0022599,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-02,2027-05-04,Completed,20209.49,Lifecycle
REM-020774,A0022602,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2026-10-02,,Not Started,22037.86,Lifecycle + Cyber
REM-020775,A0022603,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-30,,In Progress,21398.1,Lifecycle
REM-020776,A0022604,BU007,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-22,2026-12-30,Completed,21322.88,Lifecycle
REM-020777,A0022606,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-17,,Not Started,19813.81,Lifecycle
REM-020778,A0022611,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-08,2026-12-26,Completed,63840.32,Lifecycle + Cyber
REM-020779,A0022612,BU007,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-27,,In Progress,68254.76,Lifecycle
REM-020780,A0022613,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-01-16,2026-12-22,Completed,59147.69,Lifecycle
REM-020781,A0022614,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-27,,In Progress,74320.45,Lifecycle + Cyber
REM-020782,A0022615,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2026-11-30,,Deferred,69539.69,Lifecycle
REM-020783,A0022616,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-19,,In Progress,72415.93,Lifecycle
REM-020784,A0022617,BU006,Network Hardware Refresh,P4 - Planned,Network Services,2026-12-26,,Not Started,71606.93,Lifecycle
REM-020785,A0022618,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-04,,Deferred,60535.74,Lifecycle
REM-020786,A0022619,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-02-02,,In Progress,66428.75,Lifecycle + Cyber
REM-020787,A0022620,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2026-12-21,,In Progress,65421.54,Lifecycle
REM-020788,A0022621,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-18,2027-04-02,Completed,62940.69,Lifecycle
REM-020789,A0022622,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-27,,In Progress,76505.82,Lifecycle + Cyber
REM-020790,A0022623,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-01-19,,In Progress,73454.49,Lifecycle
REM-020791,A0022624,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-05,,In Progress,62877.01,Lifecycle
REM-020792,A0022625,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-01,,In Progress,74429.63,Lifecycle
REM-020793,A0022626,BU009,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-13,,In Progress,68347.73,Lifecycle
REM-020794,A0022627,BU004,Network Hardware Refresh,P4 - Planned,Network Services,2026-12-16,,In Progress,71002.48,Lifecycle
REM-020795,A0022628,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-05-19,,Not Started,74441.38,Lifecycle
REM-020796,A0022629,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-18,,In Progress,64651.91,Lifecycle
REM-020797,A0022630,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-10-28,2027-11-15,Completed,63228.8,Lifecycle
REM-020798,A0022631,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-11,2027-06-19,Completed,66280.28,Lifecycle
REM-020799,A0022632,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-10-03,2027-10-18,Completed,61866.34,Lifecycle + Cyber
REM-020800,A0022633,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2026-12-05,,In Progress,71464.9,Lifecycle + Cyber
REM-020801,A0022634,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-29,,Not Started,61362.39,Lifecycle
REM-020802,A0022635,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-21,,Not Started,74135.2,Lifecycle + Cyber
REM-020803,A0022636,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-27,2027-02-23,Completed,76443.74,Lifecycle + Cyber
REM-020804,A0022637,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-04-02,,In Progress,75203.96,Lifecycle + Cyber
REM-020805,A0022638,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-14,,In Progress,68823.22,Lifecycle
REM-020806,A0022639,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-08-06,2027-08-08,Completed,65067.37,Lifecycle
REM-020807,A0022640,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-28,,Not Started,73017.09,Lifecycle + Cyber
REM-020808,A0022641,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-21,,Not Started,73796.31,Lifecycle
REM-020809,A0022642,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-03,,In Progress,70538.03,Lifecycle + Cyber
REM-020810,A0022643,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-13,2027-04-07,Completed,59800.06,Lifecycle
REM-020811,A0022644,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-21,,Not Started,76408.17,Lifecycle + Cyber
REM-020812,A0022645,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-09,,Not Started,69681.22,Lifecycle + Cyber
REM-020813,A0022646,BU009,Network Hardware Refresh,P4 - Planned,Network Services,2027-02-09,2027-02-06,Completed,72272.16,Lifecycle
REM-020814,A0022647,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-11-18,,In Progress,74448.52,Lifecycle
REM-020815,A0022648,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-28,2027-07-16,Completed,74258.48,Lifecycle
REM-020816,A0022649,BU004,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-28,,In Progress,74590.45,Lifecycle + Cyber
REM-020817,A0022650,BU004,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-14,,In Progress,76546.41,Lifecycle
REM-020818,A0022651,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-20,2027-05-07,Completed,62500.23,Lifecycle
REM-020819,A0022652,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-01,,Deferred,61234.34,Lifecycle
REM-020820,A0022653,BU008,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-15,2027-05-10,Completed,69576.3,Lifecycle
REM-020821,A0022654,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-18,2027-06-17,Completed,68220.68,Lifecycle
REM-020822,A0022655,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-07-04,,In Progress,69692.41,Lifecycle
REM-020823,A0022656,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-23,,In Progress,74466.16,Lifecycle
REM-020824,A0022657,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2026-10-16,,In Progress,65716.62,Lifecycle + Cyber
REM-020825,A0022658,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-08-13,,Not Started,73210.23,Lifecycle
REM-020826,A0022659,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-10-20,,In Progress,58844.28,Lifecycle
REM-020827,A0022660,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-05-07,,Deferred,61075.33,Lifecycle
REM-020828,A0022661,BU008,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-05,,In Progress,64434.14,Lifecycle
REM-020829,A0022662,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-30,,In Progress,68918.54,Lifecycle
REM-020830,A0022663,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2026-12-18,2026-11-02,Completed,69659.98,Lifecycle
REM-020831,A0022664,BU010,Network Hardware Refresh,P4 - Planned,Network Services,2027-02-09,,Not Started,76536.01,Lifecycle
REM-020832,A0022665,BU003,Network Hardware Refresh,P3 - Medium,Network Services,2027-03-13,2027-01-28,Completed,66116.46,Lifecycle + Cyber
REM-020833,A0022666,BU007,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-01,2026-12-14,Completed,61112.13,Lifecycle + Cyber
REM-020834,A0022667,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-10-13,,In Progress,61996.82,Lifecycle
REM-020835,A0022668,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-24,,In Progress,71250.81,Lifecycle
REM-020836,A0022669,BU009,Network Hardware Refresh,P4 - Planned,Network Services,2027-09-07,,In Progress,62414.3,Lifecycle
REM-020837,A0022670,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-03-27,2027-04-01,Completed,60431.2,Lifecycle
REM-020838,A0022671,BU003,Network Hardware Refresh,P4 - Planned,Network Services,2027-06-07,,In Progress,65952.54,Lifecycle
REM-020839,A0022672,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-09-26,,In Progress,75934.49,Lifecycle
REM-020840,A0022673,BU002,Network Hardware Refresh,P3 - Medium,Network Services,2027-05-12,,Not Started,74276.62,Lifecycle + Cyber
REM-020841,A0022674,BU005,Network Hardware Refresh,P4 - Planned,Network Services,2026-12-29,,In Progress,73023.1,Lifecycle
REM-020842,A0022675,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-01-05,2027-02-01,Completed,72997.35,Lifecycle
REM-020843,A0022676,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-11,,In Progress,62341.04,Lifecycle
REM-020844,A0022677,BU002,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-05,2027-02-17,Completed,64946.77,Lifecycle
REM-020845,A0022678,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-01-14,,In Progress,70066.82,Lifecycle + Cyber
REM-020846,A0022679,BU001,Network Hardware Refresh,P4 - Planned,Network Services,2027-04-29,2027-03-23,Completed,59322.59,Lifecycle
REM-020847,A0022680,BU001,Network Hardware Refresh,P3 - Medium,Network Services,2027-02-01,,In Progress,60412.69,Lifecycle + Cyber
REM-020848,A0022681,BU009,Network Hardware Refresh,P2 - High,Network Services,2026-09-25,2026-10-10,Completed,12969.98,Lifecycle
REM-020849,A0022682,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-08-31,,Exception Approved,32374.18,Lifecycle
REM-020850,A0022683,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-14,,In Progress,6868.59,Lifecycle
REM-020851,A0022684,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-05,,In Progress,14249.02,Lifecycle + Cyber
REM-020852,A0022685,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-09-07,2026-08-16,Completed,14424.15,Lifecycle
REM-020853,A0022686,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-09,,In Progress,7434.47,Lifecycle
REM-020854,A0022687,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-09-29,,In Progress,32739.74,Lifecycle
REM-020855,A0022688,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-16,2026-09-18,Completed,25670.69,Lifecycle
REM-020856,A0022689,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-08,,In Progress,30127.27,Lifecycle
REM-020857,A0022690,BU009,Network Hardware Refresh,P2 - High,Network Services,2026-08-18,,In Progress,6607.96,Lifecycle
REM-020858,A0022691,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-20,,Not Started,13822.43,Lifecycle
REM-020859,A0022692,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-14,,In Progress,25734.91,Lifecycle + Cyber
REM-020860,A0022693,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-08-13,,In Progress,12609.91,Lifecycle
REM-020861,A0022694,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-23,2026-07-27,Completed,13248.25,Lifecycle
REM-020862,A0022695,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-06,2026-08-04,Completed,30740.4,Lifecycle + Cyber
REM-020863,A0022696,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-11,2026-07-22,Completed,14184.54,Lifecycle
REM-020864,A0022697,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-09-25,,In Progress,6029.4,Lifecycle + Cyber
REM-020865,A0022698,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-10-22,,Not Started,29984.1,Lifecycle + Cyber
REM-020866,A0022699,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-10-27,,In Progress,7218.99,Lifecycle
REM-020867,A0022700,BU005,Network Hardware Refresh,P2 - High,Network Services,2026-08-19,,In Progress,30118.93,Lifecycle + Cyber
REM-020868,A0022701,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-09-07,2026-07-23,Completed,7428.06,Lifecycle + Cyber
REM-020869,A0022702,BU001,Network Hardware Refresh,P1 - Critical,Network Services,2026-08-02,,In Progress,11540.25,Lifecycle + Cyber
REM-020870,A0022703,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-11-20,,In Progress,26743.27,Lifecycle
REM-020871,A0022704,BU005,Network Hardware Refresh,P2 - High,Network Services,2026-11-12,,In Progress,26745.42,Lifecycle
REM-020872,A0022705,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-24,,Not Started,6995.56,Lifecycle
REM-020873,A0022706,BU008,Network Hardware Refresh,P1 - Critical,Network Services,2026-07-04,,In Progress,6532.08,Lifecycle + Cyber
REM-020874,A0022707,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-09-20,,Not Started,12440.3,Lifecycle
REM-020875,A0022708,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-16,,In Progress,7041.82,Lifecycle
REM-020876,A0022709,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-09-04,2026-08-02,Completed,5887.45,Lifecycle
REM-020877,A0022710,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-08-17,2026-08-16,Completed,27715.09,Lifecycle
REM-020878,A0022711,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-25,2026-10-19,Completed,12284.96,Lifecycle + Cyber
REM-020879,A0022712,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-11-08,2026-10-26,Completed,14157.49,Lifecycle
REM-020880,A0022713,BU002,Network Hardware Refresh,P1 - Critical,Network Services,2026-07-23,,Not Started,13847.56,Lifecycle + Cyber
REM-020881,A0022714,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-04,,In Progress,13333.58,Lifecycle
REM-020882,A0022715,BU005,Network Hardware Refresh,P2 - High,Network Services,2026-11-04,,In Progress,31632.2,Lifecycle
REM-020883,A0022716,BU010,Network Hardware Refresh,P2 - High,Network Services,2026-08-20,,In Progress,28350.53,Lifecycle
REM-020884,A0022717,BU006,Network Hardware Refresh,P1 - Critical,Network Services,2026-08-10,,In Progress,14221.88,Lifecycle + Cyber
REM-020885,A0022718,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-09-19,2026-08-24,Completed,29664.05,Lifecycle
REM-020886,A0022719,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-08-02,2026-08-04,Completed,11356.15,Lifecycle + Cyber
REM-020887,A0022720,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-13,,Not Started,14609.32,Lifecycle
REM-020888,A0022721,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-11,,In Progress,7376.02,Lifecycle
REM-020889,A0022722,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-31,,Not Started,6444.7,Lifecycle
REM-020890,A0022723,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-13,2026-11-10,Completed,32629.05,Lifecycle
REM-020891,A0022724,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-10-15,,Not Started,14414.72,Lifecycle + Cyber
REM-020892,A0022725,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-07-30,2026-07-08,Completed,14234.29,Lifecycle
REM-020893,A0022726,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-10-02,,In Progress,30561.4,Lifecycle
REM-020894,A0022727,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-11-13,2026-12-11,Completed,25545.65,Lifecycle
REM-020895,A0022728,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-09-03,,In Progress,25527.81,Lifecycle + Cyber
REM-020896,A0022729,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-08-03,2026-08-03,Completed,11975.67,Lifecycle
REM-020897,A0022730,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-07-31,2026-06-08,Completed,5925.43,Lifecycle
REM-020898,A0022731,BU005,Network Hardware Refresh,P2 - High,Network Services,2026-11-17,,In Progress,13596.89,Lifecycle + Cyber
REM-020899,A0022732,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-05,,Not Started,26623.91,Lifecycle
REM-020900,A0022733,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-12,2026-07-24,Completed,6803.71,Lifecycle + Cyber
REM-020901,A0022734,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-16,,In Progress,31381.24,Lifecycle
REM-020902,A0022735,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-09-06,,Not Started,6140.62,Lifecycle
REM-020903,A0022736,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-08,,In Progress,5982.36,Lifecycle
REM-020904,A0022737,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-05,,Not Started,13495.35,Lifecycle
REM-020905,A0022738,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-01,,In Progress,13202.93,Lifecycle
REM-020906,A0022739,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-11-13,,In Progress,12469.31,Lifecycle
REM-020907,A0022740,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-18,,Not Started,6508.76,Lifecycle
REM-020908,A0022741,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-11-04,2026-10-09,Completed,6124.61,Lifecycle
REM-020909,A0022742,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-11-23,,In Progress,13999.07,Lifecycle
REM-020910,A0022743,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-08,,In Progress,25496.82,Lifecycle
REM-020911,A0022744,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-10,,In Progress,5965.19,Lifecycle + Cyber
REM-020912,A0022745,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-22,,In Progress,7478.47,Lifecycle
REM-020913,A0022746,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-08-01,2026-08-24,Completed,32951.78,Lifecycle + Cyber
REM-020914,A0022747,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-08-06,,In Progress,7648.47,Lifecycle
REM-020915,A0022748,BU010,Network Hardware Refresh,P2 - High,Network Services,2026-09-24,2026-09-26,Completed,5965.51,Lifecycle
REM-020916,A0022749,BU001,Network Hardware Refresh,P1 - Critical,Network Services,2026-07-09,,In Progress,30305.46,Lifecycle + Cyber
REM-020917,A0022750,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-10-19,,Not Started,6842.09,Lifecycle
REM-020918,A0022751,BU001,Network Hardware Refresh,P1 - Critical,Network Services,2026-06-29,,In Progress,12236.48,Lifecycle + Cyber
REM-020919,A0022752,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-11-10,,Not Started,11663.72,Lifecycle
REM-020920,A0022753,BU009,Network Hardware Refresh,P2 - High,Network Services,2026-08-22,2026-07-08,Completed,30799.12,Lifecycle
REM-020921,A0022754,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-11-03,,Not Started,30035.63,Lifecycle + Cyber
REM-020922,A0022755,BU004,Network Hardware Refresh,P1 - Critical,Network Services,2026-07-26,,Not Started,7521.39,Lifecycle + Cyber
REM-020923,A0022756,BU002,Network Hardware Refresh,P2 - High,Network Services,2026-10-03,,Not Started,28911.78,Lifecycle + Cyber
REM-020924,A0022757,BU006,Network Hardware Refresh,P2 - High,Network Services,2026-10-07,2026-11-05,Completed,12989.83,Lifecycle
REM-020925,A0022758,BU006,Network Hardware Refresh,P2 - High,Network Services,2026-10-18,,In Progress,6508.98,Lifecycle
REM-020926,A0022759,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-09-22,,In Progress,6496.68,Lifecycle + Cyber
REM-020927,A0022760,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-10-08,,In Progress,13241.66,Lifecycle
REM-020928,A0022761,BU004,Network Hardware Refresh,P2 - High,Network Services,2026-11-04,,In Progress,12323.22,Lifecycle
REM-020929,A0022762,BU001,Network Hardware Refresh,P1 - Critical,Network Services,2026-08-09,,In Progress,13856.37,Lifecycle + Cyber
REM-020930,A0022763,BU003,Network Hardware Refresh,P2 - High,Network Services,2026-08-20,,Not Started,27069.82,Lifecycle
REM-020931,A0022764,BU008,Network Hardware Refresh,P2 - High,Network Services,2026-08-28,,In Progress,14670.9,Lifecycle
REM-020932,A0022765,BU001,Network Hardware Refresh,P2 - High,Network Services,2026-09-02,2026-07-23,Completed,7124.58,Lifecycle + Cyber
