Incident_ID,Asset_ID,Incident_Date,Incident_Type,Severity,Downtime_Hours,Root_Cause,Status
INC-00099477,AST-0022069,2026-02-13,Hardware Failure,High,4.5,Vendor Bug,Open
INC-00099478,AST-0011760,2025-09-28,OS Issue,Critical,13.33,Unknown,Closed
INC-00099479,AST-0006475,2024-03-11,Performance Degradation,Medium,0,Capacity Issue,Closed
INC-00099480,AST-0009454,2026-02-24,OS Issue,Critical,11.24,Security Vulnerability,Resolved
INC-00099481,AST-0014904,2024-04-30,Performance Degradation,Medium,2.43,User Error,Problem Created
INC-00099482,AST-0017980,2023-11-10,Performance Degradation,High,3.49,User Error,Problem Created
INC-00099483,AST-0015327,2023-07-02,Performance Degradation,Medium,3.05,User Error,Resolved
INC-00099484,AST-0020377,2025-01-06,Storage Alert,Medium,3.11,Configuration Drift,Resolved
INC-00099485,AST-0010851,2025-05-29,Application Error,Medium,1.01,Unknown,Closed
INC-00099486,AST-0012316,2023-09-11,Network Outage,Critical,11.05,Unknown,Resolved
INC-00099487,AST-0006658,2024-12-05,Storage Alert,Low,0,Capacity Issue,Resolved
INC-00099488,AST-0001217,2025-07-30,Hardware Failure,High,2.85,Configuration Drift,Problem Created
INC-00099489,AST-0016238,2023-07-23,Security Alert,Medium,1.2,Vendor Bug,Resolved
INC-00099490,AST-0003878,2025-01-14,Security Alert,High,2.86,Security Vulnerability,Closed
INC-00099491,AST-0021277,2026-02-08,Hardware Failure,Critical,12.59,Unsupported Software,Resolved
INC-00099492,AST-0014458,2024-09-02,Performance Degradation,Medium,0,Vendor Bug,Open
INC-00099493,AST-0004422,2025-11-23,Performance Degradation,Low,2.2,Security Vulnerability,Resolved
INC-00099494,AST-0001716,2023-12-14,Security Alert,Low,2.31,Hardware Aging,Resolved
INC-00099495,AST-0020843,2025-09-29,Application Error,Critical,12.18,Unsupported Software,Resolved
INC-00099496,AST-0019152,2024-07-25,OS Issue,Critical,11.9,Unsupported Software,Problem Created
INC-00099497,AST-0022233,2026-01-05,Application Error,Critical,11.7,Configuration Drift,Resolved
INC-00099498,AST-0019845,2025-06-02,Security Alert,Medium,1.36,Configuration Drift,Closed
INC-00099499,AST-0012248,2025-08-11,Performance Degradation,Low,0,Capacity Issue,Resolved
INC-00099500,AST-0011768,2025-09-23,Hardware Failure,Medium,1.33,User Error,Open
INC-00099501,AST-0001231,2025-10-16,Network Outage,Medium,0.79,Unknown,Resolved
INC-00099502,AST-0005091,2025-11-14,Hardware Failure,High,4.86,Unsupported Software,Resolved
INC-00099503,AST-0007955,2024-12-23,Security Alert,Low,1.41,Capacity Issue,Resolved
INC-00099504,AST-0004970,2023-06-18,Patch Failure,Medium,0,Unsupported Software,Closed
INC-00099505,AST-0021227,2023-06-30,Hardware Failure,High,0.85,Configuration Drift,Problem Created
INC-00099506,AST-0006556,2024-05-22,Security Alert,Low,0.89,Unknown,Resolved
INC-00099507,AST-0010392,2024-11-03,Patch Failure,Medium,1.01,User Error,Problem Created
INC-00099508,AST-0004276,2025-12-27,Patch Failure,Medium,2.0,User Error,Resolved
INC-00099509,AST-0022724,2023-10-21,Performance Degradation,Low,0,Security Vulnerability,Open
INC-00099510,AST-0020072,2025-09-16,Application Error,Medium,1.86,Hardware Aging,Open
INC-00099511,AST-0020094,2025-09-18,Network Outage,Medium,3.12,Hardware Aging,Resolved
INC-00099512,AST-0000082,2025-03-21,Patch Failure,Medium,0,Configuration Drift,Open
INC-00099513,AST-0000576,2023-09-16,Security Alert,Medium,0.31,Security Vulnerability,Open
INC-00099514,AST-0012182,2024-06-10,Hardware Failure,Medium,2.58,Unsupported Software,Closed
INC-00099515,AST-0018037,2025-03-21,OS Issue,Low,2.41,Capacity Issue,Resolved
INC-00099516,AST-0006485,2023-09-17,Network Outage,Low,0.38,Unsupported Software,Problem Created
INC-00099517,AST-0012998,2023-10-18,Network Outage,Low,1.21,Capacity Issue,Open
INC-00099518,AST-0003722,2025-12-19,Application Error,Low,0,User Error,Problem Created
INC-00099519,AST-0019511,2024-06-14,Performance Degradation,Medium,1.55,User Error,Problem Created
INC-00099520,AST-0011328,2023-11-26,OS Issue,Medium,2.01,Unknown,Resolved
INC-00099521,AST-0016763,2024-07-27,Application Error,Critical,12.7,Vendor Bug,Problem Created
INC-00099522,AST-0009946,2024-02-19,Storage Alert,Low,0,Unsupported Software,Resolved
INC-00099523,AST-0000975,2025-09-15,Hardware Failure,Medium,1.73,Unknown,Resolved
INC-00099524,AST-0023038,2025-11-26,Storage Alert,High,3.32,Hardware Aging,Closed
INC-00099525,AST-0004105,2025-12-01,OS Issue,Medium,0.54,Capacity Issue,Problem Created
INC-00099526,AST-0008798,2023-12-29,Performance Degradation,Medium,1.88,Security Vulnerability,Closed
INC-00099527,AST-0011006,2024-11-14,Application Error,High,1.11,Unknown,Closed
INC-00099528,AST-0020056,2024-11-19,Patch Failure,Low,0.77,Capacity Issue,Resolved
INC-00099529,AST-0011751,2025-07-09,Network Outage,Low,0.87,Unknown,Resolved
INC-00099530,AST-0005975,2025-08-17,Storage Alert,Low,0,User Error,Open
INC-00099531,AST-0020757,2023-07-21,Hardware Failure,Medium,0,Unknown,Resolved
INC-00099532,AST-0004087,2023-06-04,Performance Degradation,Low,0.75,Hardware Aging,Open
INC-00099533,AST-0004499,2024-01-08,Storage Alert,High,1.74,Hardware Aging,Closed
INC-00099534,AST-0005264,2024-12-20,Hardware Failure,Medium,0.01,User Error,Open
INC-00099535,AST-0015127,2025-10-02,Hardware Failure,Medium,1.69,Vendor Bug,Resolved
INC-00099536,AST-0005353,2024-11-13,Security Alert,Low,0,Unknown,Problem Created
INC-00099537,AST-0017581,2025-06-04,Network Outage,High,2.97,Capacity Issue,Open
INC-00099538,AST-0011872,2025-08-24,Application Error,Medium,4.49,Security Vulnerability,Resolved
INC-00099539,AST-0009825,2024-12-12,Security Alert,High,4.54,Security Vulnerability,Resolved
INC-00099540,AST-0004835,2025-06-27,OS Issue,Low,1.79,Vendor Bug,Resolved
INC-00099541,AST-0006981,2023-08-29,Performance Degradation,Low,2.37,Capacity Issue,Open
INC-00099542,AST-0003111,2025-12-15,Security Alert,Medium,0.47,Vendor Bug,Open
INC-00099543,AST-0022954,2025-05-26,Network Outage,Medium,2.32,Unsupported Software,Open
INC-00099544,AST-0017381,2025-07-01,Hardware Failure,Low,1.41,Capacity Issue,Open
INC-00099545,AST-0014416,2026-04-17,Application Error,Medium,1.37,Vendor Bug,Resolved
INC-00099546,AST-0012576,2026-04-10,Application Error,Critical,11.27,Hardware Aging,Resolved
INC-00099547,AST-0016305,2024-01-30,Application Error,Low,2.54,Unsupported Software,Closed
INC-00099548,AST-0016906,2025-05-07,Network Outage,Critical,12.23,Configuration Drift,Open
INC-00099549,AST-0001999,2025-03-10,OS Issue,Low,1.89,Capacity Issue,Closed
INC-00099550,AST-0015630,2025-12-11,Storage Alert,Medium,1.03,Security Vulnerability,Resolved
INC-00099551,AST-0014712,2024-09-07,Performance Degradation,Medium,0.36,User Error,Open
INC-00099552,AST-0023236,2025-07-15,Patch Failure,Critical,9.78,Hardware Aging,Problem Created
INC-00099553,AST-0016026,2024-10-16,Security Alert,Critical,11.75,Security Vulnerability,Closed
INC-00099554,AST-0013763,2024-11-23,Network Outage,Low,1.84,Hardware Aging,Open
INC-00099555,AST-0006814,2024-06-19,Hardware Failure,Low,0.25,Unsupported Software,Open
INC-00099556,AST-0008396,2024-05-20,Network Outage,Medium,1.7,Unknown,Resolved
INC-00099557,AST-0006042,2024-11-16,Hardware Failure,Low,0,Capacity Issue,Closed
INC-00099558,AST-0002654,2025-03-11,Network Outage,Low,0.09,Capacity Issue,Open
INC-00099559,AST-0006628,2024-03-28,Application Error,Medium,0,Hardware Aging,Resolved
INC-00099560,AST-0016170,2023-06-21,Storage Alert,Low,0.41,Vendor Bug,Closed
INC-00099561,AST-0006699,2025-06-01,OS Issue,Medium,1.59,Hardware Aging,Problem Created
INC-00099562,AST-0009984,2025-07-14,Storage Alert,High,5.69,Unsupported Software,Resolved
INC-00099563,AST-0014384,2023-08-25,Security Alert,Low,1.47,Capacity Issue,Resolved
INC-00099564,AST-0008192,2024-04-09,OS Issue,Low,0,Hardware Aging,Resolved
INC-00099565,AST-0016490,2026-04-12,Application Error,Low,0.94,Vendor Bug,Closed
INC-00099566,AST-0012429,2023-08-24,Network Outage,Medium,0,Hardware Aging,Open
INC-00099567,AST-0019270,2026-01-20,Storage Alert,Low,0,Security Vulnerability,Open
INC-00099568,AST-0008657,2025-05-26,Hardware Failure,High,3.81,Capacity Issue,Resolved
INC-00099569,AST-0013428,2024-05-21,Hardware Failure,Medium,1.6,Capacity Issue,Resolved
INC-00099570,AST-0001127,2025-03-18,Hardware Failure,High,4.73,User Error,Open
INC-00099571,AST-0016039,2024-01-04,Hardware Failure,Medium,2.7,Vendor Bug,Problem Created
INC-00099572,AST-0021568,2023-10-21,Hardware Failure,High,5.92,Vendor Bug,Problem Created
INC-00099573,AST-0020370,2024-06-02,Storage Alert,Low,0.82,Unsupported Software,Resolved
INC-00099574,AST-0002238,2025-10-01,OS Issue,Medium,1.19,Configuration Drift,Closed
INC-00099575,AST-0007196,2023-12-25,Performance Degradation,High,4.79,Unsupported Software,Resolved
INC-00099576,AST-0012179,2023-11-29,Application Error,Low,0,Capacity Issue,Resolved
INC-00099577,AST-0022837,2025-02-15,OS Issue,Medium,3.25,Unsupported Software,Problem Created
INC-00099578,AST-0006360,2025-02-22,Performance Degradation,Medium,2.92,Unsupported Software,Resolved
INC-00099579,AST-0013237,2025-12-13,OS Issue,Critical,12.98,Hardware Aging,Resolved
INC-00099580,AST-0020104,2024-05-26,OS Issue,Low,0,Hardware Aging,Problem Created
INC-00099581,AST-0008600,2024-08-02,Hardware Failure,Low,0,Hardware Aging,Open
INC-00099582,AST-0015642,2026-02-01,Hardware Failure,High,3.77,Capacity Issue,Closed
INC-00099583,AST-0009258,2024-11-13,Application Error,High,2.65,Configuration Drift,Closed
INC-00099584,AST-0017501,2023-12-08,Application Error,High,3.53,Configuration Drift,Resolved
INC-00099585,AST-0007657,2024-06-13,Security Alert,Medium,2.52,Unknown,Problem Created
INC-00099586,AST-0006429,2023-12-27,Patch Failure,Medium,0,Hardware Aging,Open
INC-00099587,AST-0012147,2023-08-02,Network Outage,High,3.14,Unsupported Software,Open
INC-00099588,AST-0018309,2026-05-15,Security Alert,Low,0,Hardware Aging,Problem Created
INC-00099589,AST-0016063,2023-12-11,Patch Failure,Medium,1.63,Unknown,Closed
INC-00099590,AST-0020420,2024-11-21,Network Outage,Medium,2.03,Unknown,Resolved
INC-00099591,AST-0000523,2024-05-17,Hardware Failure,Low,0,Unknown,Resolved
INC-00099592,AST-0006088,2024-02-03,Performance Degradation,Low,1.77,Security Vulnerability,Resolved
INC-00099593,AST-0003344,2024-09-15,OS Issue,Medium,4.11,Capacity Issue,Problem Created
INC-00099594,AST-0011355,2025-05-10,Performance Degradation,Low,0.51,Unsupported Software,Resolved
INC-00099595,AST-0004300,2023-09-09,OS Issue,Low,0,Unknown,Problem Created
INC-00099596,AST-0009237,2024-10-02,Patch Failure,High,8.82,User Error,Problem Created
INC-00099597,AST-0000433,2025-09-26,Storage Alert,Low,0,Capacity Issue,Resolved
INC-00099598,AST-0021653,2025-11-25,Application Error,Medium,2.13,Unknown,Resolved
INC-00099599,AST-0004795,2024-02-13,OS Issue,Critical,12.84,User Error,Open
INC-00099600,AST-0018404,2025-03-14,Security Alert,Medium,0.02,Security Vulnerability,Resolved
INC-00099601,AST-0001870,2026-04-05,Patch Failure,Medium,0.4,Hardware Aging,Open
INC-00099602,AST-0000443,2025-08-27,Patch Failure,High,3.6,Unknown,Problem Created
INC-00099603,AST-0023401,2026-04-27,Security Alert,Low,0.5,Unknown,Resolved
INC-00099604,AST-0014462,2026-02-11,Security Alert,Low,1.94,Security Vulnerability,Resolved
INC-00099605,AST-0018638,2026-04-15,Patch Failure,Low,2.39,Vendor Bug,Problem Created
INC-00099606,AST-0005307,2025-04-14,Storage Alert,Low,1.85,Capacity Issue,Open
INC-00099607,AST-0000323,2024-10-15,Network Outage,Medium,2.08,Unsupported Software,Open
INC-00099608,AST-0017020,2023-11-27,Network Outage,Low,0.03,Unsupported Software,Resolved
INC-00099609,AST-0019507,2024-10-24,OS Issue,Medium,1.1,Configuration Drift,Open
INC-00099610,AST-0021639,2024-03-31,OS Issue,Medium,0,Vendor Bug,Closed
INC-00099611,AST-0011119,2023-06-19,Hardware Failure,Low,1.81,User Error,Open
INC-00099612,AST-0004987,2025-03-10,Hardware Failure,Low,0.87,Hardware Aging,Open
INC-00099613,AST-0017654,2025-08-22,Hardware Failure,Critical,10.85,Unsupported Software,Resolved
INC-00099614,AST-0020513,2023-08-22,Patch Failure,Medium,0,Hardware Aging,Closed
INC-00099615,AST-0004754,2025-04-21,Application Error,Low,0,Configuration Drift,Resolved
INC-00099616,AST-0021864,2025-03-14,Patch Failure,Medium,0,Unsupported Software,Resolved
INC-00099617,AST-0007439,2025-10-24,Hardware Failure,Medium,0,User Error,Resolved
INC-00099618,AST-0004973,2024-09-30,Performance Degradation,Low,0,Hardware Aging,Resolved
INC-00099619,AST-0014498,2024-01-03,Network Outage,High,2.76,Security Vulnerability,Resolved
INC-00099620,AST-0018319,2023-07-28,Performance Degradation,Low,2.01,Capacity Issue,Resolved
INC-00099621,AST-0015726,2024-01-27,Performance Degradation,Medium,0,Hardware Aging,Open
INC-00099622,AST-0001851,2025-07-20,Patch Failure,Medium,1.47,Unknown,Open
INC-00099623,AST-0011157,2024-06-01,Storage Alert,Medium,0,Vendor Bug,Open
INC-00099624,AST-0004014,2026-04-05,Storage Alert,Critical,11.59,Security Vulnerability,Closed
INC-00099625,AST-0016538,2026-05-12,Storage Alert,Medium,0,Unsupported Software,Problem Created
INC-00099626,AST-0004050,2024-06-21,Performance Degradation,Medium,0,User Error,Problem Created
INC-00099627,AST-0000863,2023-11-05,OS Issue,High,4.13,User Error,Problem Created
INC-00099628,AST-0001761,2025-08-20,Storage Alert,Low,1.59,Hardware Aging,Open
INC-00099629,AST-0006060,2026-04-25,OS Issue,Low,0,User Error,Resolved
INC-00099630,AST-0020114,2025-09-29,Hardware Failure,High,3.43,Vendor Bug,Problem Created
INC-00099631,AST-0006861,2025-09-18,OS Issue,Low,3.48,Unknown,Problem Created
INC-00099632,AST-0008695,2025-12-17,Network Outage,Low,0,Hardware Aging,Problem Created
INC-00099633,AST-0008974,2025-12-30,Network Outage,Low,2.4,User Error,Resolved
INC-00099634,AST-0020369,2025-11-28,Patch Failure,Medium,0.45,Unknown,Problem Created
INC-00099635,AST-0022442,2024-06-10,Performance Degradation,High,3.88,Hardware Aging,Resolved
INC-00099636,AST-0004657,2025-05-23,Storage Alert,Medium,0,Capacity Issue,Problem Created
INC-00099637,AST-0012621,2024-02-09,Performance Degradation,High,5.18,Unsupported Software,Problem Created
INC-00099638,AST-0017709,2026-05-03,Performance Degradation,Low,0,Unknown,Problem Created
INC-00099639,AST-0020296,2026-02-02,Network Outage,Low,0,Unsupported Software,Open
INC-00099640,AST-0022191,2025-12-29,Patch Failure,High,3.27,User Error,Resolved
INC-00099641,AST-0003329,2024-05-31,Application Error,Medium,0.45,Unknown,Resolved
INC-00099642,AST-0006070,2025-09-26,Network Outage,Medium,0.67,Hardware Aging,Resolved
INC-00099643,AST-0006383,2025-12-26,Performance Degradation,High,4.06,Security Vulnerability,Open
INC-00099644,AST-0016631,2026-01-22,Storage Alert,Critical,16.29,Hardware Aging,Resolved
INC-00099645,AST-0020735,2025-12-13,Performance Degradation,Medium,3.35,Security Vulnerability,Resolved
INC-00099646,AST-0010724,2024-08-02,Security Alert,High,2.55,Capacity Issue,Open
INC-00099647,AST-0009789,2026-01-28,Network Outage,High,3.13,Security Vulnerability,Resolved
INC-00099648,AST-0021824,2024-07-04,Hardware Failure,Low,0.14,Vendor Bug,Closed
INC-00099649,AST-0016536,2025-09-25,Performance Degradation,Low,0.73,Security Vulnerability,Open
INC-00099650,AST-0019552,2024-01-10,Performance Degradation,High,1.82,Vendor Bug,Resolved
INC-00099651,AST-0021388,2024-11-09,Performance Degradation,Medium,1.21,User Error,Problem Created
INC-00099652,AST-0016848,2024-04-04,Network Outage,Low,0,Security Vulnerability,Open
INC-00099653,AST-0022816,2023-11-22,Performance Degradation,Medium,0,Unknown,Problem Created
INC-00099654,AST-0000107,2025-01-03,Patch Failure,Medium,0.19,Unsupported Software,Closed
INC-00099655,AST-0000065,2026-05-17,Application Error,Low,0,Vendor Bug,Problem Created
INC-00099656,AST-0011850,2023-12-23,Security Alert,Low,0.14,Unknown,Closed
INC-00099657,AST-0001166,2025-12-16,Storage Alert,Medium,1.16,Hardware Aging,Open
INC-00099658,AST-0006785,2023-11-14,Performance Degradation,Medium,2.07,Unknown,Closed
INC-00099659,AST-0002524,2024-08-17,Performance Degradation,Low,2.24,User Error,Resolved
INC-00099660,AST-0021669,2024-02-07,Application Error,Critical,11.22,Configuration Drift,Open
INC-00099661,AST-0006008,2023-10-08,Hardware Failure,High,4.87,Vendor Bug,Resolved
INC-00099662,AST-0019239,2025-09-17,Storage Alert,Medium,4.39,Capacity Issue,Open
INC-00099663,AST-0004490,2024-03-11,OS Issue,Medium,0,Security Vulnerability,Problem Created
INC-00099664,AST-0003452,2023-08-04,Patch Failure,Medium,2.81,Configuration Drift,Resolved
INC-00099665,AST-0014518,2026-05-17,Network Outage,Critical,13.36,Hardware Aging,Resolved
INC-00099666,AST-0022666,2023-08-23,Storage Alert,Medium,0,Security Vulnerability,Resolved
INC-00099667,AST-0017531,2025-07-08,OS Issue,Medium,0,Configuration Drift,Open
INC-00099668,AST-0009936,2025-03-28,Patch Failure,Low,2.54,Unsupported Software,Resolved
INC-00099669,AST-0018566,2025-06-11,Hardware Failure,High,4.06,Capacity Issue,Problem Created
INC-00099670,AST-0012992,2024-10-01,Hardware Failure,Medium,0.12,Vendor Bug,Resolved
INC-00099671,AST-0012237,2026-03-06,Hardware Failure,Low,0.48,User Error,Open
INC-00099672,AST-0007528,2023-06-23,Performance Degradation,Medium,2.67,Capacity Issue,Open
INC-00099673,AST-0016498,2025-07-28,Hardware Failure,Critical,12.84,Hardware Aging,Problem Created
INC-00099674,AST-0015083,2025-12-26,Security Alert,Low,0.08,Vendor Bug,Open
INC-00099675,AST-0014960,2025-07-12,OS Issue,High,4.2,User Error,Problem Created
INC-00099676,AST-0015595,2024-12-27,Application Error,High,2.48,Configuration Drift,Open
INC-00099677,AST-0001513,2024-01-16,Storage Alert,Low,0.53,Unsupported Software,Open
INC-00099678,AST-0003259,2024-11-13,Patch Failure,Low,0.22,Capacity Issue,Open
INC-00099679,AST-0000367,2023-10-30,Performance Degradation,High,3.05,Security Vulnerability,Problem Created
INC-00099680,AST-0020182,2024-06-09,Storage Alert,Medium,1.94,Unsupported Software,Closed
INC-00099681,AST-0014576,2026-02-23,Patch Failure,Low,0,Vendor Bug,Open
INC-00099682,AST-0020075,2025-04-06,Patch Failure,Medium,1.41,Vendor Bug,Resolved
INC-00099683,AST-0010097,2025-10-25,Storage Alert,Medium,3.54,User Error,Resolved
INC-00099684,AST-0019369,2024-07-01,OS Issue,Medium,1.8,Unknown,Problem Created
INC-00099685,AST-0007839,2023-10-10,Application Error,High,4.69,Security Vulnerability,Closed
INC-00099686,AST-0018637,2024-07-23,Application Error,High,4.72,User Error,Resolved
INC-00099687,AST-0008270,2023-12-14,Security Alert,Medium,0.58,Security Vulnerability,Closed
INC-00099688,AST-0007053,2024-07-08,Security Alert,High,6.2,Unknown,Resolved
INC-00099689,AST-0015956,2025-03-30,Storage Alert,Medium,0,Capacity Issue,Resolved
INC-00099690,AST-0014971,2025-08-13,Hardware Failure,Low,2.18,User Error,Open
INC-00099691,AST-0006078,2024-02-09,Security Alert,Medium,2.42,Vendor Bug,Resolved
INC-00099692,AST-0004385,2025-06-11,Application Error,Medium,0,Security Vulnerability,Closed
INC-00099693,AST-0005575,2024-05-14,Patch Failure,Critical,10.84,Vendor Bug,Resolved
INC-00099694,AST-0010383,2026-02-13,Patch Failure,High,2.44,Unknown,Open
INC-00099695,AST-0015431,2026-03-25,Application Error,Medium,0,Unknown,Closed
INC-00099696,AST-0012896,2025-09-29,Security Alert,Medium,1.36,Unknown,Resolved
INC-00099697,AST-0016969,2024-08-02,Application Error,Low,0,Capacity Issue,Closed
INC-00099698,AST-0010745,2025-08-13,Application Error,Low,0,Security Vulnerability,Resolved
INC-00099699,AST-0022857,2024-10-09,Security Alert,Low,0,Unknown,Closed
INC-00099700,AST-0002033,2024-06-14,Patch Failure,High,3.15,Security Vulnerability,Resolved
INC-00099701,AST-0010408,2024-02-20,Security Alert,Low,2.13,Vendor Bug,Problem Created
INC-00099702,AST-0008428,2025-01-17,Security Alert,Low,0.54,Configuration Drift,Problem Created
INC-00099703,AST-0023533,2025-05-19,Network Outage,Low,0,User Error,Problem Created
INC-00099704,AST-0019624,2023-08-13,Patch Failure,Low,0,Configuration Drift,Closed
INC-00099705,AST-0005036,2024-05-15,OS Issue,Medium,0.65,Unknown,Resolved
INC-00099706,AST-0014119,2023-06-24,Application Error,Medium,0.42,User Error,Open
INC-00099707,AST-0008160,2023-08-07,Storage Alert,Low,0,Hardware Aging,Open
INC-00099708,AST-0015980,2024-05-15,Network Outage,Low,2.07,Security Vulnerability,Closed
INC-00099709,AST-0013603,2026-01-08,Application Error,Low,0,Configuration Drift,Closed
INC-00099710,AST-0022725,2025-03-24,Storage Alert,Medium,2.66,Capacity Issue,Problem Created
INC-00099711,AST-0007489,2025-10-14,Security Alert,Low,0.48,Vendor Bug,Resolved
INC-00099712,AST-0021953,2026-03-23,Patch Failure,Medium,0,Hardware Aging,Problem Created
INC-00099713,AST-0004175,2025-08-15,Performance Degradation,Low,0,Hardware Aging,Resolved
INC-00099714,AST-0019498,2024-12-02,Performance Degradation,Medium,0,Unknown,Closed
INC-00099715,AST-0012751,2023-12-23,Application Error,Low,0.22,Capacity Issue,Resolved
INC-00099716,AST-0009538,2024-03-17,Hardware Failure,Medium,1.6,User Error,Closed
INC-00099717,AST-0020120,2025-11-20,Storage Alert,Medium,0,Unknown,Resolved
INC-00099718,AST-0010265,2026-02-19,Security Alert,Medium,1.15,User Error,Problem Created
INC-00099719,AST-0001843,2026-01-13,Application Error,Medium,1.77,Vendor Bug,Resolved
INC-00099720,AST-0006173,2024-02-10,Patch Failure,High,5.79,Unsupported Software,Problem Created
INC-00099721,AST-0019447,2025-05-11,Network Outage,High,4.66,Configuration Drift,Problem Created
INC-00099722,AST-0007154,2023-09-01,Hardware Failure,Low,0,Hardware Aging,Open
INC-00099723,AST-0014774,2024-01-31,OS Issue,Low,0,Security Vulnerability,Problem Created
INC-00099724,AST-0004502,2024-06-26,OS Issue,Low,0.17,Security Vulnerability,Problem Created
INC-00099725,AST-0015225,2026-01-30,Performance Degradation,Low,1.33,Security Vulnerability,Resolved
INC-00099726,AST-0017589,2023-09-07,Network Outage,Low,1.21,Unknown,Open
INC-00099727,AST-0012073,2025-07-22,Performance Degradation,Critical,10.41,Unknown,Problem Created
INC-00099728,AST-0011330,2025-01-14,Performance Degradation,Medium,0.04,Unsupported Software,Open
INC-00099729,AST-0022421,2024-06-28,Performance Degradation,Low,2.33,Configuration Drift,Resolved
INC-00099730,AST-0006812,2023-11-09,OS Issue,Medium,3.67,Configuration Drift,Problem Created
INC-00099731,AST-0004765,2023-08-13,Application Error,Medium,0,Unknown,Closed
INC-00099732,AST-0022522,2024-10-30,Network Outage,Medium,1.19,Unknown,Open
INC-00099733,AST-0016899,2023-12-24,Security Alert,Low,3.13,Unsupported Software,Problem Created
INC-00099734,AST-0000946,2023-11-25,Security Alert,High,5.85,Capacity Issue,Resolved
INC-00099735,AST-0004313,2024-10-24,Hardware Failure,Low,1.74,Security Vulnerability,Resolved
INC-00099736,AST-0004155,2024-12-09,Performance Degradation,High,3.69,Security Vulnerability,Resolved
INC-00099737,AST-0019711,2025-08-08,Security Alert,High,1.95,Unknown,Resolved
INC-00099738,AST-0006995,2024-04-01,OS Issue,Low,0,Hardware Aging,Resolved
INC-00099739,AST-0015555,2024-12-06,Storage Alert,High,4.73,Capacity Issue,Open
INC-00099740,AST-0001430,2026-04-17,Hardware Failure,Low,1.11,User Error,Problem Created
INC-00099741,AST-0021774,2024-09-19,OS Issue,Low,0.92,User Error,Problem Created
INC-00099742,AST-0015327,2026-05-19,Performance Degradation,Low,3.19,Configuration Drift,Resolved
INC-00099743,AST-0021786,2026-02-19,Storage Alert,Medium,0.51,Configuration Drift,Problem Created
INC-00099744,AST-0005437,2026-05-20,OS Issue,High,3.82,Hardware Aging,Closed
INC-00099745,AST-0021401,2024-04-17,Hardware Failure,High,3.17,Unknown,Resolved
INC-00099746,AST-0018250,2024-01-20,Security Alert,Medium,0,Unknown,Closed
INC-00099747,AST-0005415,2026-02-08,Performance Degradation,Medium,2.4,Capacity Issue,Resolved
INC-00099748,AST-0022259,2025-10-08,Application Error,High,4.53,Configuration Drift,Resolved
INC-00099749,AST-0001359,2026-03-09,Network Outage,High,4.51,Unsupported Software,Resolved
INC-00099750,AST-0010739,2025-07-15,Hardware Failure,Low,1.27,Unsupported Software,Closed
INC-00099751,AST-0016149,2025-12-12,Security Alert,Medium,0.83,Vendor Bug,Resolved
INC-00099752,AST-0006827,2025-12-10,Security Alert,Medium,0.55,Configuration Drift,Closed
INC-00099753,AST-0022938,2025-03-25,Performance Degradation,Medium,1.74,Unknown,Resolved
INC-00099754,AST-0005414,2025-06-26,OS Issue,Low,2.47,Hardware Aging,Resolved
INC-00099755,AST-0002189,2024-04-02,Hardware Failure,Low,1.42,Unknown,Resolved
INC-00099756,AST-0018442,2025-02-23,Hardware Failure,Low,0,User Error,Resolved
INC-00099757,AST-0003945,2024-06-15,OS Issue,Low,0,Capacity Issue,Resolved
INC-00099758,AST-0004446,2025-11-25,Application Error,High,5.37,Configuration Drift,Open
INC-00099759,AST-0001086,2023-08-18,Network Outage,High,4.41,Unsupported Software,Problem Created
INC-00099760,AST-0012982,2025-09-16,Network Outage,High,3.6,Vendor Bug,Closed
INC-00099761,AST-0011260,2024-08-21,Storage Alert,Low,0,Vendor Bug,Resolved
INC-00099762,AST-0001949,2025-05-22,Performance Degradation,High,3.7,Capacity Issue,Open
INC-00099763,AST-0012344,2025-04-20,Application Error,Medium,0,Unknown,Closed
INC-00099764,AST-0015009,2024-05-15,Security Alert,High,3.69,Unknown,Resolved
INC-00099765,AST-0001014,2023-09-27,Performance Degradation,Medium,0.84,Unknown,Resolved
INC-00099766,AST-0022193,2025-12-23,Storage Alert,Medium,0.2,Unsupported Software,Closed
INC-00099767,AST-0015130,2025-02-20,Performance Degradation,Low,0.82,Unsupported Software,Problem Created
INC-00099768,AST-0010416,2024-05-13,Security Alert,High,3.93,Capacity Issue,Resolved
INC-00099769,AST-0010759,2025-03-29,Storage Alert,Low,0,Unsupported Software,Resolved
INC-00099770,AST-0010832,2025-09-04,Network Outage,Low,0,Capacity Issue,Open
INC-00099771,AST-0006496,2023-12-22,Application Error,Medium,0.33,Unsupported Software,Resolved
INC-00099772,AST-0010311,2023-09-19,Performance Degradation,Medium,1.18,Configuration Drift,Resolved
INC-00099773,AST-0007613,2025-08-31,Network Outage,Low,0,Unknown,Closed
INC-00099774,AST-0006855,2025-03-06,Hardware Failure,Low,0,Configuration Drift,Problem Created
INC-00099775,AST-0014828,2025-09-26,Hardware Failure,Low,0,Vendor Bug,Problem Created
INC-00099776,AST-0018257,2023-12-25,Security Alert,Medium,0,Unknown,Open
INC-00099777,AST-0011755,2026-04-07,Storage Alert,Medium,2.56,User Error,Open
INC-00099778,AST-0010474,2024-03-21,Storage Alert,Low,0,Security Vulnerability,Problem Created
