Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD,Days_To_EOL,Age_Years,Criticality_Score,EOL_Score,Vulnerability_Count,Critical_Vuln_Count,High_Vuln_Count,Avg_CVSS,Max_CVSS,Incident_Count,Total_Downtime_Hours,Avg_Downtime_Hours,Refresh_Project_Count,Latest_Refresh_Status,Planned_Refresh_Budget,Location_Name,Region,City,Country,Location_Type,Risk_Score,Risk_Band
AST-0023449,WIR-0023449,Wireless Access Point,Cisco,Catalyst 9130AX,7MS6YAFJL6,2023-01-16,2023-02-23,2027-02-22,2028-01-10,12-24 Months,Retired,LOC-0083,Commercial Banking,High,Production,1250,588,3.4,3,2,4.0,4.0,0.0,9.9,10.0,6.0,12.85,2.1416666666666666,0.0,,0.0,GTA Branches 80,GTA Branches,Markham,Canada,Branch,110.0,High
AST-0023450,WIR-0023450,Wireless Access Point,Cisco,Catalyst 9130AX,FDLOTZQKM6,2023-12-05,2023-12-26,2027-12-25,2027-12-03,12-24 Months,In Service,LOC-0045,Retail Banking,High,Production,1250,550,2.5,3,2,7.0,4.0,3.0,9.828571428571433,10.0,1.0,0.95,0.95,0.0,,0.0,GTA Branches 42,GTA Branches,Toronto,Canada,Branch,108.5,High
AST-0023451,WIR-0023451,Wireless Access Point,Cisco,Catalyst 9120AX,OPSESAW8YX,2022-06-12,2022-07-19,2027-07-18,2026-04-14,Past EOL,In Service,LOC-0006,Risk,Medium,Production,950,-48,4.0,2,5,3.0,2.0,1.0,9.466666666666669,9.8,12.0,42.45,3.5375,1.0,Planning,916.11,GTA Branches 3,GTA Branches,Richmond Hill,Canada,Branch,155.0,Critical
AST-0023452,WIR-0023452,Wireless Access Point,Aruba,AP-635,C7D0XTKFFE,2025-01-05,2025-02-12,2029-02-11,2023-11-07,Past EOL,Planned Refresh,LOC-0130,Data & Analytics,Low,Production,950,-937,1.4,1,5,4.0,4.0,0.0,10.0,10.0,3.0,13.12,4.373333333333333,0.0,,0.0,Quebec 7,Quebec,Montreal,Canada,DR Site,135.5,Critical
AST-0023453,WIR-0023453,Wireless Access Point,Cisco,Catalyst 9120AX,ZU6FWU0AZK,2026-03-13,2026-03-29,2031-03-28,2027-02-15,6-12 Months,Quarantined,LOC-0007,Risk,Medium,Production,950,259,0.2,2,3,6.0,5.0,1.0,9.633333333333336,9.8,9.0,31.79,3.532222222222222,0.0,,0.0,GTA Branches 4,GTA Branches,Richmond Hill,Canada,Branch,125.5,Critical
AST-0023454,WIR-0023454,Wireless Access Point,Cisco,Catalyst 9130AX,OL01NC77IV,2020-11-13,2020-12-28,2024-12-27,2027-10-06,12-24 Months,In Service,LOC-0158,Retail Banking,Medium,Production,1250,492,5.5,2,2,8.0,7.0,1.0,9.375,10.0,3.0,15.44,5.1466666666666665,0.0,,0.0,DR Site 1,DR Site,Winnipeg,Canada,Branch,104.5,High
AST-0023455,WIR-0023455,Wireless Access Point,Aruba,AP-635,7VNYW2FTEO,2022-12-31,2023-02-06,2026-02-05,2031-06-17,Supported >24 Months,In Service,LOC-0011,Finance,Medium,Production,950,1842,3.4,2,1,6.0,4.0,2.0,9.2,10.0,5.0,2.93,0.586,0.0,,0.0,GTA Branches 8,GTA Branches,Markham,Canada,Branch,77.5,Medium
AST-0023456,WIR-0023456,Wireless Access Point,Aruba,AP-515,SQH6WK0QGX,2025-11-05,2025-11-25,2029-11-24,2028-04-27,12-24 Months,Planned Refresh,LOC-0104,Technology,Medium,Production,800,696,0.6,2,2,3.0,3.0,0.0,9.8,9.8,6.0,13.1,2.183333333333333,0.0,,0.0,Western Canada 6,Western Canada,Victoria,Canada,DR Site,91.0,High
AST-0023457,WIR-0023457,Wireless Access Point,Aruba,AP-515,D2DLY8BV9F,2022-07-28,2022-08-22,2026-08-21,2026-10-24,0-6 Months,In Service,LOC-0029,Commercial Banking,Medium,Production,800,145,3.8,2,4,4.0,2.0,2.0,9.6,10.0,5.0,16.509999999999998,3.302,1.0,Completed,1004.63,GTA Branches 26,GTA Branches,Vaughan,Canada,Branch,129.5,Critical
AST-0023458,WIR-0023458,Wireless Access Point,Aruba,AP-635,AJRZUWITR0,2025-06-19,2025-07-31,2028-07-30,2026-04-15,Past EOL,Quarantined,LOC-0089,Retail Banking,Low,Production,950,-47,1.0,1,5,1.0,0.0,1.0,8.8,8.8,7.0,12.57,1.7957142857142858,0.0,,0.0,Ontario Regional 6,Ontario Regional,Kingston,Canada,Office,127.5,Critical
AST-0023459,WIR-0023459,Wireless Access Point,Aruba,AP-515,PVPTL4C5CB,2024-04-30,2024-05-04,2028-05-03,2026-09-19,0-6 Months,In Service,LOC-0023,Wealth Management,Low,Production,800,110,2.1,1,4,6.0,4.0,2.0,9.5,10.0,5.0,7.82,1.564,0.0,,0.0,GTA Branches 20,GTA Branches,Richmond Hill,Canada,Branch,122.5,Critical
AST-0023460,WIR-0023460,Wireless Access Point,Cisco,Catalyst 9120AX,HBAPWKOAV0,2020-02-25,2020-03-16,2024-03-15,2027-11-26,12-24 Months,In Service,LOC-0144,Retail Banking,High,Production,950,543,6.3,3,2,4.0,2.0,2.0,8.85,10.0,8.0,7.569999999999999,0.94625,0.0,,0.0,Atlantic Canada 1,Atlantic Canada,Halifax,Canada,Branch,109.0,High
AST-0023461,WIR-0023461,Wireless Access Point,Cisco,Catalyst 9120AX,GFCSG0YIDO,2025-07-01,2025-08-07,2030-08-06,2027-09-05,12-24 Months,In Service,LOC-0139,Retail Banking,Critical,Production,950,461,0.9,4,2,7.0,5.0,2.0,9.514285714285716,9.8,9.0,14.63,1.6255555555555554,0.0,,0.0,Quebec 16,Quebec,Quebec City,Canada,Branch,137.5,Critical
AST-0023462,WIR-0023462,Wireless Access Point,Cisco,Catalyst 9130AX,Z9UIRG4QHB,2023-06-09,2023-07-18,2027-07-17,2029-04-03,Supported >24 Months,In Service,LOC-0048,Commercial Banking,High,Production,1250,1037,3.0,3,1,6.0,4.0,2.0,9.9,10.0,4.0,14.71,3.6775,0.0,,0.0,GTA Branches 45,GTA Branches,Toronto,Canada,Branch,91.0,High
AST-0023463,WIR-0023463,Wireless Access Point,Cisco,Catalyst 9130AX,7Y525ZGXET,2024-12-14,2025-01-16,2029-01-15,2029-04-07,Supported >24 Months,In Service,LOC-0002,Cybersecurity,Medium,Production,1250,1041,1.5,2,1,3.0,1.0,2.0,9.866666666666667,10.0,2.0,15.52,7.76,1.0,In Progress,1338.68,Toronto HQ 2,Toronto HQ,Toronto,Canada,Office,61.0,Medium
AST-0023464,WIR-0023464,Wireless Access Point,Aruba,AP-515,R2HSCOVITF,2023-10-16,2023-11-05,2028-11-03,2025-03-02,Past EOL,In Service,LOC-0067,Technology,Critical,Production,800,-456,2.6,4,5,4.0,2.0,2.0,9.8,9.8,5.0,13.53,2.7060000000000004,0.0,,0.0,GTA Branches 64,GTA Branches,Oakville,Canada,Branch,179.5,Critical
AST-0023465,WIR-0023465,Wireless Access Point,Aruba,AP-515,MDHXETSPYV,2021-11-30,2022-01-04,2025-01-03,2026-07-28,0-6 Months,In Service,LOC-0134,Capital Markets,Medium,Production,800,57,4.5,2,4,7.0,5.0,2.0,9.171428571428573,10.0,5.0,12.38,2.476,1.0,Not Started,861.97,Quebec 11,Quebec,Gatineau,Canada,Office,141.5,Critical
AST-0023466,WIR-0023466,Wireless Access Point,Aruba,AP-515,3IL1RCMW4C,2021-04-27,2021-06-02,2026-06-01,2029-06-07,Supported >24 Months,In Service,LOC-0068,Retail Banking,High,Production,800,1102,5.1,3,1,2.0,1.0,1.0,9.8,9.8,0.0,0.0,0.0,1.0,Planning,748.13,GTA Branches 65,GTA Branches,Brampton,Canada,Branch,71.0,Medium
AST-0023467,WIR-0023467,Wireless Access Point,Aruba,AP-635,XKLE9X5TG5,2026-05-17,2026-06-14,2029-06-13,2027-08-24,12-24 Months,Planned Refresh,LOC-0018,Retail Banking,High,Production,950,449,0.0,3,2,2.0,1.0,1.0,9.8,9.8,1.0,0.55,0.55,0.0,,0.0,GTA Branches 15,GTA Branches,Vaughan,Canada,Branch,92.5,High
AST-0023468,WIR-0023468,Wireless Access Point,Cisco,Catalyst 9120AX,MKQD5HPPGW,2025-08-06,2025-09-14,2028-09-13,2029-11-30,Supported >24 Months,Quarantined,LOC-0061,Capital Markets,High,Production,950,1278,0.8,3,1,6.0,5.0,1.0,9.5,10.0,5.0,6.390000000000001,1.278,0.0,,0.0,GTA Branches 58,GTA Branches,Toronto,Canada,Branch,94.5,High
AST-0023469,WIR-0023469,Wireless Access Point,Aruba,AP-515,2EVSYEMCHO,2020-05-18,2020-05-22,2025-05-21,2031-06-02,Supported >24 Months,In Service,LOC-0091,Technology,Critical,Production,800,1827,6.0,4,1,1.0,0.0,1.0,9.8,9.8,4.0,26.23,6.5575,0.0,,0.0,Ontario Regional 8,Ontario Regional,Hamilton,Canada,Data Centre,88.0,High
AST-0023470,WIR-0023470,Wireless Access Point,Aruba,AP-515,1INAFPN2D5,2020-02-06,2020-02-18,2023-02-17,2023-04-12,Past EOL,Quarantined,LOC-0081,Technology,Medium,Production,800,-1146,6.3,2,5,2.0,0.0,2.0,9.3,9.8,6.0,8.690000000000001,1.4483333333333337,0.0,,0.0,GTA Branches 78,GTA Branches,Oakville,Canada,Branch,143.0,Critical
AST-0023471,WIR-0023471,Wireless Access Point,Aruba,AP-515,UQKZ9WY0QF,2021-11-12,2021-11-15,2025-11-14,2029-05-16,Supported >24 Months,Planned Refresh,LOC-0025,Operations,Medium,Production,800,1080,4.6,2,1,5.0,3.0,2.0,9.44,10.0,5.0,25.49,5.098,1.0,Not Started,880.81,GTA Branches 22,GTA Branches,Vaughan,Canada,Branch,73.5,Medium
AST-0023472,WIR-0023472,Wireless Access Point,Aruba,AP-635,6SLV5AQFF1,2024-02-29,2024-03-23,2028-03-22,2026-09-03,0-6 Months,In Service,LOC-0144,Technology,Low,Production,950,94,2.3,1,4,1.0,1.0,0.0,9.8,9.8,6.0,12.02,2.0033333333333334,0.0,,0.0,Atlantic Canada 1,Atlantic Canada,Halifax,Canada,Branch,108.0,High
AST-0023473,WIR-0023473,Wireless Access Point,Aruba,AP-515,ZM15DP0RMV,2019-10-18,2019-10-28,2022-10-27,2027-09-16,12-24 Months,In Service,LOC-0137,Legal & Compliance,Low,Production,800,472,6.6,1,2,2.0,2.0,0.0,9.8,9.8,3.0,4.04,1.346666666666667,0.0,,0.0,Quebec 14,Quebec,Gatineau,Canada,DR Site,67.5,Medium
AST-0023474,WIR-0023474,Wireless Access Point,Cisco,Catalyst 9120AX,0JVYF42JCO,2025-06-28,2025-08-10,2030-08-09,2027-06-21,12-24 Months,Planned Refresh,LOC-0048,Technology,High,Production,950,385,0.9,3,2,3.0,2.0,1.0,9.933333333333334,10.0,3.0,11.85,3.95,0.0,,0.0,GTA Branches 45,GTA Branches,Toronto,Canada,Branch,99.5,High
AST-0023475,WIR-0023475,Wireless Access Point,Cisco,Catalyst 9130AX,VJF4XE5533,2023-06-06,2023-06-14,2026-06-13,2027-05-27,6-12 Months,Retired,LOC-0042,Commercial Banking,Medium,Production,1250,360,3.0,2,3,5.0,4.0,1.0,9.28,10.0,2.0,3.56,1.78,1.0,Not Started,1686.38,GTA Branches 39,GTA Branches,Mississauga,Canada,Branch,111.0,Critical
AST-0023476,WIR-0023476,Wireless Access Point,Cisco,Catalyst 9130AX,1TMHLYKZ54,2023-03-10,2023-03-25,2026-03-24,2027-08-07,12-24 Months,Planned Refresh,LOC-0105,Retail Banking,Medium,Production,1250,432,3.2,2,2,4.0,3.0,1.0,9.8,9.8,7.0,5.79,0.8271428571428572,1.0,Not Started,1189.55,Western Canada 7,Western Canada,Edmonton,Canada,Office,94.5,High
AST-0023477,WIR-0023477,Wireless Access Point,Cisco,Catalyst 9120AX,HUZ0TIS6IZ,2023-05-20,2023-05-29,2028-05-27,2027-09-18,12-24 Months,In Service,LOC-0155,Retail Banking,Critical,Production,950,474,3.0,4,2,4.0,4.0,0.0,9.8,9.8,4.0,6.14,1.535,1.0,Not Started,944.08,Data Centre 2,Data Centre,Calgary,Canada,DR Site,122.0,Critical
AST-0023478,WIR-0023478,Wireless Access Point,Aruba,AP-515,UWOPMQ9H4H,2022-08-03,2022-08-24,2027-08-23,2024-09-20,Past EOL,Planned Refresh,LOC-0089,Wealth Management,High,Production,800,-619,3.8,3,5,5.0,2.0,3.0,8.8,9.8,6.0,13.71,2.285,1.0,Completed,1074.11,Ontario Regional 6,Ontario Regional,Kingston,Canada,Office,168.0,Critical
AST-0023479,WIR-0023479,Wireless Access Point,Aruba,AP-635,4BOPAQMYDM,2023-09-12,2023-09-19,2026-09-18,2027-05-23,6-12 Months,Planned Refresh,LOC-0006,Commercial Banking,Medium,Production,950,356,2.7,2,3,2.0,1.0,1.0,9.8,9.8,1.0,0.38,0.38,0.0,,0.0,GTA Branches 3,GTA Branches,Richmond Hill,Canada,Branch,97.5,High
AST-0023480,WIR-0023480,Wireless Access Point,Cisco,Catalyst 9120AX,WZ6COUZYGP,2020-01-31,2020-02-17,2025-02-15,2023-06-14,Past EOL,Quarantined,LOC-0029,Data & Analytics,Critical,Production,950,-1083,6.3,4,5,5.0,4.0,1.0,9.52,10.0,9.0,21.42,2.3800000000000003,1.0,Completed,1264.36,GTA Branches 26,GTA Branches,Vaughan,Canada,Branch,191.5,Critical
AST-0023481,WIR-0023481,Wireless Access Point,Aruba,AP-635,LKIBRKFVYE,2024-06-06,2024-06-13,2028-06-12,2027-01-01,6-12 Months,Quarantined,LOC-0022,Technology,Low,Production,950,214,2.0,1,3,7.0,5.0,2.0,9.828571428571433,10.0,4.0,1.4700000000000002,0.3675,0.0,,0.0,GTA Branches 19,GTA Branches,Richmond Hill,Canada,Branch,105.0,High
AST-0023482,WIR-0023482,Wireless Access Point,Aruba,AP-635,ROYO2W6M31,2024-02-18,2024-03-13,2028-03-12,2028-02-17,12-24 Months,Quarantined,LOC-0060,Retail Banking,High,Production,950,626,2.3,3,2,1.0,0.0,1.0,7.8,7.8,4.0,14.69,3.6725,0.0,,0.0,GTA Branches 57,GTA Branches,Markham,Canada,Branch,93.0,High
AST-0023483,WIR-0023483,Wireless Access Point,Cisco,Catalyst 9130AX,I24PIRPGGP,2024-05-26,2024-07-08,2027-07-08,2026-03-22,Past EOL,In Service,LOC-0099,Data & Analytics,High,Production,1250,-71,2.0,3,5,3.0,0.0,3.0,8.466666666666667,8.8,2.0,6.69,3.345,0.0,,0.0,Western Canada 1,Western Canada,Winnipeg,Canada,DR Site,154.0,Critical
AST-0023484,WIR-0023484,Wireless Access Point,Aruba,AP-635,YGWP1O5T7H,2025-10-26,2025-11-06,2028-11-05,2027-01-15,6-12 Months,Retired,LOC-0002,Commercial Banking,Medium,Production,950,228,0.6,2,3,3.0,2.0,1.0,9.8,9.8,3.0,8.370000000000001,2.7900000000000005,0.0,,0.0,Toronto HQ 2,Toronto HQ,Toronto,Canada,Office,104.5,High
AST-0023485,WIR-0023485,Wireless Access Point,Aruba,AP-635,FE5FXQ94GU,2022-05-28,2022-06-14,2027-06-13,2025-07-27,Past EOL,In Service,LOC-0112,Risk,Low,Production,950,-309,4.0,1,5,7.0,6.0,1.0,9.857142857142858,10.0,9.0,38.47,4.274444444444445,0.0,,0.0,Western Canada 14,Western Canada,Victoria,Canada,DR Site,154.5,Critical
AST-0023486,WIR-0023486,Wireless Access Point,Aruba,AP-515,N5ZUVRVVJ3,2020-12-18,2021-01-06,2024-01-06,2027-03-15,6-12 Months,Quarantined,LOC-0048,Cybersecurity,High,Production,800,287,5.5,3,3,2.0,2.0,0.0,9.9,10.0,5.0,18.59,3.718,0.0,,0.0,GTA Branches 45,GTA Branches,Toronto,Canada,Branch,120.5,Critical
AST-0023487,WIR-0023487,Wireless Access Point,Aruba,AP-515,1V7VLZ40IS,2025-04-22,2025-05-22,2030-05-21,2030-04-16,Supported >24 Months,In Service,LOC-0148,Commercial Banking,High,Production,800,1415,1.1,3,1,1.0,1.0,0.0,9.8,9.8,1.0,0.0,0.0,1.0,In Progress,967.54,Atlantic Canada 5,Atlantic Canada,Halifax,Canada,Office,70.5,Medium
AST-0023488,WIR-0023488,Wireless Access Point,Aruba,AP-515,FMGQSAK4AP,2025-09-08,2025-09-24,2028-09-23,2030-06-18,Supported >24 Months,In Service,LOC-0064,Technology,High,Production,800,1478,0.7,3,1,4.0,2.0,2.0,9.55,9.8,2.0,3.01,1.505,1.0,Deferred,790.7,GTA Branches 61,GTA Branches,Oakville,Canada,Branch,80.0,Medium
AST-0023489,WIR-0023489,Wireless Access Point,Cisco,Catalyst 9120AX,CJF7Y4XJVF,2025-05-02,2025-05-23,2029-05-22,2026-01-17,Past EOL,In Service,LOC-0099,Retail Banking,Medium,Production,950,-135,1.1,2,5,5.0,0.0,5.0,9.0,9.8,6.0,18.94,3.1566666666666663,1.0,Blocked,996.71,Western Canada 1,Western Canada,Winnipeg,Canada,DR Site,149.0,Critical
AST-0023490,WIR-0023490,Wireless Access Point,Aruba,AP-635,AFNCOV4W4N,2025-09-07,2025-09-30,2030-09-29,2030-12-14,Supported >24 Months,Retired,LOC-0027,Retail Banking,Critical,Production,950,1657,0.7,4,1,4.0,2.0,2.0,9.35,10.0,6.0,13.57,2.2616666666666667,0.0,,0.0,GTA Branches 24,GTA Branches,Mississauga,Canada,Branch,101.0,High
AST-0023491,WIR-0023491,Wireless Access Point,Aruba,AP-635,WC0JR8TXAO,2025-05-14,2025-05-23,2030-05-22,2026-08-29,0-6 Months,In Service,LOC-0124,Human Resources,Medium,Production,950,89,1.0,2,4,4.0,4.0,0.0,9.85,10.0,6.0,21.4,3.566666666666667,0.0,,0.0,Quebec 1,Quebec,Quebec City,Canada,Branch,135.0,Critical
AST-0023492,WIR-0023492,Wireless Access Point,Aruba,AP-635,7YD78G437F,2025-06-28,2025-07-19,2028-07-18,2030-12-01,Supported >24 Months,Quarantined,LOC-0095,Legal & Compliance,Low,Production,950,1644,0.9,1,1,9.0,4.0,5.0,9.133333333333333,9.8,3.0,7.58,2.526666666666667,0.0,,0.0,Ontario Regional 12,Ontario Regional,Kitchener,Canada,DR Site,65.5,Medium
AST-0023493,WIR-0023493,Wireless Access Point,Aruba,AP-635,8DXENO4F63,2025-05-30,2025-07-04,2029-07-03,2025-01-11,Past EOL,In Service,LOC-0143,Retail Banking,Critical,Production,950,-506,1.0,4,5,4.0,0.0,4.0,8.8,8.8,8.0,15.43,1.92875,0.0,,0.0,Quebec 20,Quebec,Montreal,Canada,Office,180.0,Critical
AST-0023494,WIR-0023494,Wireless Access Point,Aruba,AP-515,AA3W54MYR2,2021-11-15,2021-11-19,2024-11-18,2024-05-02,Past EOL,Quarantined,LOC-0081,Retail Banking,Medium,Production,800,-760,4.5,2,5,3.0,3.0,0.0,9.866666666666667,10.0,10.0,36.39,3.639,0.0,,0.0,GTA Branches 78,GTA Branches,Oakville,Canada,Branch,157.0,Critical
AST-0023495,WIR-0023495,Wireless Access Point,Cisco,Catalyst 9130AX,GOULDKOERL,2023-06-21,2023-07-01,2028-06-29,2024-06-10,Past EOL,In Service,LOC-0148,Technology,Critical,Production,1250,-721,2.9,4,5,3.0,0.0,3.0,8.8,9.8,6.0,11.61,1.935,1.0,In Progress,1355.84,Atlantic Canada 5,Atlantic Canada,Halifax,Canada,Office,175.0,Critical
AST-0023496,WIR-0023496,Wireless Access Point,Cisco,Catalyst 9130AX,4Y2LB9S395,2023-06-15,2023-07-09,2026-07-08,2026-03-10,Past EOL,Quarantined,LOC-0112,Wealth Management,Medium,Production,1250,-83,3.0,2,5,4.0,2.0,2.0,9.85,10.0,4.0,10.66,2.665,0.0,,0.0,Western Canada 14,Western Canada,Victoria,Canada,DR Site,148.0,Critical
AST-0023497,WIR-0023497,Wireless Access Point,Aruba,AP-515,RUQEGIJH1X,2021-09-05,2021-10-05,2026-10-04,2023-07-06,Past EOL,Quarantined,LOC-0053,Capital Markets,Medium,Production,800,-1061,4.7,2,5,6.0,5.0,1.0,9.733333333333334,10.0,3.0,4.42,1.4733333333333334,0.0,,0.0,GTA Branches 50,GTA Branches,Brampton,Canada,Branch,156.5,Critical
AST-0023498,WIR-0023498,Wireless Access Point,Aruba,AP-515,I6JW17CFGH,2019-03-03,2019-03-24,2024-03-22,2031-02-13,Supported >24 Months,In Service,LOC-0083,Capital Markets,Low,Production,800,1718,7.2,1,1,3.0,3.0,0.0,9.466666666666669,9.8,4.0,5.5,1.375,0.0,,0.0,GTA Branches 80,GTA Branches,Markham,Canada,Branch,53.0,Medium
AST-0023499,WIR-0023499,Wireless Access Point,Cisco,Catalyst 9130AX,80PN8W5CRP,2025-04-22,2025-05-26,2030-05-25,2029-12-28,Supported >24 Months,Retired,LOC-0058,Retail Banking,Medium,Production,1250,1306,1.1,2,1,6.0,4.0,2.0,9.833333333333334,10.0,4.0,20.020000000000003,5.005000000000001,1.0,Blocked,1427.22,GTA Branches 55,GTA Branches,Vaughan,Canada,Branch,76.0,Medium
AST-0023500,WIR-0023500,Wireless Access Point,Aruba,AP-635,3JPN6TO8P6,2022-08-21,2022-10-01,2025-09-30,2028-04-23,12-24 Months,Planned Refresh,LOC-0158,Cybersecurity,Low,Production,950,692,3.8,1,2,4.0,4.0,0.0,9.85,10.0,5.0,27.71,5.542,0.0,,0.0,DR Site 1,DR Site,Winnipeg,Canada,Branch,78.5,Medium
AST-0023501,WIR-0023501,Wireless Access Point,Cisco,Catalyst 9130AX,0CRSSG0PSR,2019-12-02,2020-01-06,2024-01-05,2026-12-27,6-12 Months,In Service,LOC-0082,Risk,Medium,Production,1250,209,6.5,2,3,1.0,1.0,0.0,10.0,10.0,4.0,11.89,2.9725,0.0,,0.0,GTA Branches 79,GTA Branches,Toronto,Canada,Branch,100.0,High
AST-0023502,WIR-0023502,Wireless Access Point,Aruba,AP-635,A0RQBB4J6N,2024-11-16,2024-12-24,2027-12-24,2029-03-27,Supported >24 Months,Retired,LOC-0013,Retail Banking,Low,Production,950,1030,1.5,1,1,3.0,3.0,0.0,9.466666666666669,9.8,0.0,0.0,0.0,0.0,,0.0,GTA Branches 10,GTA Branches,Toronto,Canada,Branch,47.0,Low
AST-0023503,WIR-0023503,Wireless Access Point,Cisco,Catalyst 9130AX,V4LJ432XKH,2023-08-23,2023-09-19,2028-09-17,2029-12-29,Supported >24 Months,In Service,LOC-0144,Wealth Management,Medium,Production,1250,1307,2.8,2,1,4.0,3.0,1.0,9.4,10.0,2.0,8.99,4.495,0.0,,0.0,Atlantic Canada 1,Atlantic Canada,Halifax,Canada,Branch,67.0,Medium
AST-0023504,WIR-0023504,Wireless Access Point,Cisco,Catalyst 9120AX,RYVW6LGFG2,2025-03-24,2025-04-15,2029-04-14,2028-11-18,Supported >24 Months,Quarantined,LOC-0132,Wealth Management,Low,Production,950,901,1.2,1,1,4.0,3.0,1.0,9.3,9.8,3.0,16.21,5.403333333333333,0.0,,0.0,Quebec 9,Quebec,Quebec City,Canada,DR Site,53.5,Medium
AST-0023505,WIR-0023505,Wireless Access Point,Aruba,AP-515,NM67T8WFGL,2021-01-26,2021-03-08,2025-03-07,2028-01-29,12-24 Months,In Service,LOC-0016,Wealth Management,Low,Production,800,607,5.3,1,2,2.0,2.0,0.0,9.8,9.8,3.0,0.97,0.3233333333333333,0.0,,0.0,GTA Branches 13,GTA Branches,Mississauga,Canada,Branch,67.5,Medium
AST-0023506,WIR-0023506,Wireless Access Point,Aruba,AP-635,XCWCN1FVEC,2024-04-02,2024-04-15,2027-04-15,2025-12-24,Past EOL,In Service,LOC-0006,Commercial Banking,Medium,Production,950,-159,2.2,2,5,2.0,0.0,2.0,9.3,9.8,8.0,11.83,1.47875,0.0,,0.0,GTA Branches 3,GTA Branches,Richmond Hill,Canada,Branch,146.0,Critical
AST-0023507,WIR-0023507,Wireless Access Point,Aruba,AP-635,4Z00AAF20K,2026-03-17,2026-04-30,2030-04-29,2027-09-12,12-24 Months,Retired,LOC-0029,Retail Banking,High,Production,950,468,0.2,3,2,3.0,2.0,1.0,9.2,10.0,4.0,4.869999999999999,1.2174999999999998,0.0,,0.0,GTA Branches 26,GTA Branches,Vaughan,Canada,Branch,101.0,High
AST-0023508,WIR-0023508,Wireless Access Point,Cisco,Catalyst 9130AX,M22ME3OUZK,2022-01-13,2022-01-24,2025-01-23,2030-07-08,Supported >24 Months,Planned Refresh,LOC-0104,Capital Markets,Medium,Production,1250,1498,4.4,2,1,4.0,4.0,0.0,9.8,9.8,6.0,23.2,3.8666666666666663,0.0,,0.0,Western Canada 6,Western Canada,Victoria,Canada,DR Site,75.0,Medium
AST-0023509,WIR-0023509,Wireless Access Point,Cisco,Catalyst 9130AX,Z1GEDD4A30,2023-01-03,2023-02-09,2028-02-08,2026-07-04,0-6 Months,Planned Refresh,LOC-0115,Wealth Management,Critical,Production,1250,33,3.4,4,4,4.0,4.0,0.0,9.85,10.0,4.0,8.69,2.1725,1.0,Completed,1501.57,Western Canada 17,Western Canada,Vancouver,Canada,Data Centre,162.0,Critical
AST-0023510,WIR-0023510,Wireless Access Point,Cisco,Catalyst 9120AX,4UNEW6JUZ3,2026-02-18,2026-03-13,2029-03-12,2024-06-03,Past EOL,In Service,LOC-0051,Commercial Banking,Medium,Production,950,-728,0.3,2,5,3.0,2.0,1.0,9.866666666666667,10.0,7.0,18.15,2.5928571428571425,1.0,Planning,1003.67,GTA Branches 48,GTA Branches,Brampton,Canada,Branch,150.5,Critical
AST-0023511,WIR-0023511,Wireless Access Point,Aruba,AP-515,7N44NERDY9,2022-09-18,2022-09-27,2027-09-26,2027-03-23,6-12 Months,Retired,LOC-0054,Operations,Medium,Production,800,295,3.7,2,3,3.0,2.0,1.0,9.133333333333336,9.8,4.0,7.220000000000001,1.805,0.0,,0.0,GTA Branches 51,GTA Branches,Oakville,Canada,Branch,106.0,High
AST-0023512,WIR-0023512,Wireless Access Point,Cisco,Catalyst 9130AX,REREGH94WS,2025-04-24,2025-05-11,2030-05-10,2027-10-21,12-24 Months,In Service,LOC-0141,Wealth Management,Low,Production,1250,507,1.1,1,2,6.0,4.0,2.0,9.6,10.0,4.0,17.61,4.4025,0.0,,0.0,Quebec 18,Quebec,Quebec City,Canada,Office,81.0,High
AST-0023513,WIR-0023513,Wireless Access Point,Aruba,AP-515,FYY9N5PVXS,2020-10-24,2020-11-22,2025-11-21,2024-12-27,Past EOL,Quarantined,LOC-0117,Technology,Critical,Production,800,-521,5.6,4,5,5.0,0.0,5.0,8.8,9.8,3.0,13.86,4.62,0.0,,0.0,Western Canada 19,Western Canada,Edmonton,Canada,DR Site,174.5,Critical
AST-0023514,WIR-0023514,Wireless Access Point,Cisco,Catalyst 9130AX,PAAZ5KULBR,2024-10-11,2024-11-23,2029-11-22,2025-03-31,Past EOL,Retired,LOC-0041,Capital Markets,Medium,Production,1250,-427,1.6,2,5,3.0,0.0,3.0,8.8,8.8,7.0,20.29,2.898571428571429,1.0,Not Started,1298.46,GTA Branches 38,GTA Branches,Mississauga,Canada,Branch,146.5,Critical
AST-0023515,WIR-0023515,Wireless Access Point,Aruba,AP-635,W16SEVTD54,2026-03-15,2026-04-25,2029-04-24,2023-04-12,Past EOL,In Service,LOC-0153,Wealth Management,Critical,Production,950,-1146,0.2,4,5,3.0,3.0,0.0,9.6,10.0,4.0,9.94,2.485,0.0,,0.0,Atlantic Canada 10,Atlantic Canada,St. John's,Canada,DR Site,178.0,Critical
