Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date,Version,Release_Date,Vendor_Support_End_Date,Software_Category,Months_To_Software_EOL,Software_EOL_Status,Software_Compliance_Risk
SWI00102853,A0017541,Microsoft,OneDrive,24.x,2021-12-11,Tanium,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102854,A0017541,Google,Google Chrome,124,2021-12-11,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102855,A0017541,Microsoft,Microsoft Teams Classic,1.6,2021-12-11,Intune,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102856,A0017541,Mozilla,Firefox ESR,115,2021-12-11,Tanium,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102857,A0017541,Adobe,Adobe Acrobat Pro 2020,20,2021-12-11,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102858,A0017542,Microsoft,Microsoft Teams Classic,1.6,2022-08-05,Server Discovery,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102859,A0017542,Microsoft,Windows 10 Enterprise,22H2,2022-08-05,Intune,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102860,A0017542,Microsoft,Microsoft Teams Classic,1.6,2022-08-05,SCCM,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102861,A0017542,Microsoft,Microsoft Teams Classic,1.6,2022-08-05,Tanium,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102862,A0017542,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-08-05,SCCM,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102863,A0017543,Google,Google Chrome,124,2019-08-07,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102864,A0017543,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-08-07,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102865,A0017543,Microsoft,Microsoft Teams Classic,1.6,2019-08-07,Intune,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102866,A0017543,Microsoft,Windows 10 Enterprise,22H2,2019-08-07,Intune,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102867,A0017543,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-08-07,SCCM,User,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102868,A0017544,Adobe,Adobe Acrobat Pro 2020,20,2021-01-28,SCCM,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102869,A0017544,Microsoft,OneDrive,24.x,2021-01-28,Intune,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102870,A0017544,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-01-28,Server Discovery,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102871,A0017544,Google,Google Chrome,124,2021-01-28,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102872,A0017544,Microsoft,Microsoft Teams Classic,1.6,2021-01-28,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102873,A0017545,Microsoft,Microsoft Teams Classic,1.6,2019-12-26,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102874,A0017545,Mozilla,Firefox ESR,115,2019-12-26,SCCM,Enterprise,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102875,A0017545,Microsoft,Microsoft Teams Classic,1.6,2019-12-26,Server Discovery,User,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102876,A0017545,Adobe,Adobe Acrobat Pro 2020,20,2019-12-26,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102877,A0017545,Mozilla,Firefox ESR,115,2019-12-26,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102878,A0017545,Microsoft,Visual Studio Code,1.90,2019-12-26,SCCM,User,2026-05-31,1.90,2024-06-01,2026-06-01,Development,-0.0,Unsupported,High
SWI00102879,A0017545,Git,Git,2.43,2019-12-26,Intune,Device,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00102880,A0017546,Microsoft,Windows 11 Enterprise,23H2,2019-07-27,Server Discovery,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102881,A0017546,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-07-27,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102882,A0017546,Adobe,Adobe Acrobat Pro 2020,20,2019-07-27,Tanium,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102883,A0017546,Microsoft,Windows 11 Enterprise,23H2,2019-07-27,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102884,A0017546,Adobe,Adobe Acrobat Pro 2020,20,2019-07-27,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102885,A0017547,Microsoft,Windows 11 Enterprise,23H2,2022-01-14,Intune,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102886,A0017547,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-01-14,SCCM,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102887,A0017547,Mozilla,Firefox ESR,115,2022-01-14,Intune,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102888,A0017547,Microsoft,Windows 11 Enterprise,23H2,2022-01-14,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102889,A0017547,Microsoft,Microsoft Teams Classic,1.6,2022-01-14,Intune,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102890,A0017547,Microsoft,.NET,6,2022-01-14,SCCM,Open Source,2026-05-31,6,2021-11-08,2024-11-12,Development,-18.6,Unsupported,High
SWI00102891,A0017547,Microsoft,.NET,8,2022-01-14,SCCM,Enterprise,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00102892,A0017547,JetBrains,IntelliJ IDEA,2023.3,2022-01-14,Intune,Open Source,2026-05-31,2023.3,2023-12-01,2025-12-01,Development,-6.0,Unsupported,High
SWI00102893,A0017547,OpenJS Foundation,Node.js,18,2022-01-14,SCCM,Enterprise,2026-05-31,18,2022-04-19,2025-04-30,Development,-13.1,Unsupported,High
SWI00102894,A0017548,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-10-08,Intune,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102895,A0017548,Microsoft,Windows 10 Enterprise,22H2,2020-10-08,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102896,A0017548,Microsoft,Windows 11 Enterprise,23H2,2020-10-08,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102897,A0017548,Adobe,Adobe Acrobat Pro 2020,20,2020-10-08,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102898,A0017548,Mozilla,Firefox ESR,115,2020-10-08,Tanium,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102899,A0017549,Microsoft,Windows 11 Enterprise,23H2,2022-07-08,SCCM,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102900,A0017549,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2022-07-08,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102901,A0017549,Microsoft,Windows 10 Enterprise,22H2,2022-07-08,SCCM,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102902,A0017549,Microsoft,Microsoft Teams Classic,1.6,2022-07-08,Intune,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102903,A0017549,Microsoft,Microsoft Teams Classic,1.6,2022-07-08,SCCM,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102904,A0017549,Docker,Docker Desktop,4.28,2022-07-08,Intune,Device,2026-05-31,4.28,2024-02-01,2026-02-01,Development,-4.0,Unsupported,High
SWI00102905,A0017549,Microsoft,.NET,8,2022-07-08,SCCM,Device,2026-05-31,8,2023-11-14,2026-11-10,Development,5.3,Support Ending in 12 Months,Medium
SWI00102906,A0017550,Microsoft,OneDrive,24.x,2024-01-27,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102907,A0017550,Adobe,Adobe Acrobat Pro 2020,20,2024-01-27,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102908,A0017550,Microsoft,Windows 11 Enterprise,23H2,2024-01-27,SCCM,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102909,A0017550,Microsoft,Windows 10 Enterprise,22H2,2024-01-27,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102910,A0017550,Microsoft,OneDrive,24.x,2024-01-27,Server Discovery,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102911,A0017551,Adobe,Adobe Acrobat Pro 2020,20,2020-05-30,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102912,A0017551,Mozilla,Firefox ESR,115,2020-05-30,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102913,A0017551,Google,Google Chrome,124,2020-05-30,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102914,A0017551,Microsoft,Windows 10 Enterprise,22H2,2020-05-30,Server Discovery,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102915,A0017551,Microsoft,OneDrive,24.x,2020-05-30,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102916,A0017552,Microsoft,OneDrive,24.x,2021-05-18,Intune,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102917,A0017552,Microsoft,Windows 10 Enterprise,22H2,2021-05-18,Tanium,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102918,A0017552,Microsoft,OneDrive,24.x,2021-05-18,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102919,A0017552,Adobe,Adobe Acrobat Pro 2020,20,2021-05-18,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102920,A0017552,Microsoft,Windows 11 Enterprise,23H2,2021-05-18,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102921,A0017553,Microsoft,Windows 10 Enterprise,22H2,2020-12-02,SCCM,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102922,A0017553,Microsoft,Windows 10 Enterprise,22H2,2020-12-02,Intune,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102923,A0017553,Microsoft,Windows 10 Enterprise,22H2,2020-12-02,SCCM,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102924,A0017553,Microsoft,Windows 10 Enterprise,22H2,2020-12-02,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102925,A0017553,Google,Google Chrome,124,2020-12-02,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102926,A0017553,IBM,IBM SPSS Statistics,29,2020-12-02,SCCM,Enterprise,2026-05-31,29,2022-09-01,2027-09-01,Analytics,15.0,Support Ending in 24 Months,Medium
SWI00102927,A0017553,Microsoft,.NET,6,2020-12-02,SCCM,Enterprise,2026-05-31,6,2021-11-08,2024-11-12,Development,-18.6,Unsupported,High
SWI00102928,A0017554,Microsoft,Microsoft Teams Classic,1.6,2019-06-15,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102929,A0017554,Microsoft,Windows 11 Enterprise,23H2,2019-06-15,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102930,A0017554,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-06-15,Intune,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102931,A0017554,Microsoft,Windows 10 Enterprise,22H2,2019-06-15,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102932,A0017554,Google,Google Chrome,124,2019-06-15,Intune,Enterprise,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102933,A0017554,Git,Git,2.43,2019-06-15,Intune,Enterprise,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00102934,A0017554,Atlassian,Bitbucket Data Center,8,2019-06-15,SCCM,User,2026-05-31,8,2022-09-01,2026-02-15,DevOps,-3.5,Unsupported,High
SWI00102935,A0017555,Microsoft,Windows 11 Enterprise,23H2,2023-10-08,Intune,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102936,A0017555,Mozilla,Firefox ESR,115,2023-10-08,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102937,A0017555,Microsoft,OneDrive,24.x,2023-10-08,Tanium,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102938,A0017555,Microsoft,Windows 10 Enterprise,22H2,2023-10-08,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102939,A0017555,Google,Google Chrome,124,2023-10-08,Tanium,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102940,A0017556,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-09-15,Server Discovery,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102941,A0017556,Adobe,Adobe Acrobat Pro 2020,20,2019-09-15,Server Discovery,Enterprise,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102942,A0017556,Microsoft,Windows 11 Enterprise,23H2,2019-09-15,SCCM,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102943,A0017556,Microsoft,Windows 10 Enterprise,22H2,2019-09-15,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102944,A0017556,Microsoft,Microsoft Teams Classic,1.6,2019-09-15,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102945,A0017557,Microsoft,OneDrive,24.x,2021-11-25,Intune,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102946,A0017557,Adobe,Adobe Acrobat Pro 2020,20,2021-11-25,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102947,A0017557,Microsoft,Windows 10 Enterprise,22H2,2021-11-25,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102948,A0017557,Adobe,Adobe Acrobat Pro 2020,20,2021-11-25,SCCM,Open Source,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102949,A0017557,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2021-11-25,SCCM,Open Source,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102950,A0017558,Mozilla,Firefox ESR,115,2021-07-16,SCCM,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102951,A0017558,Microsoft,Windows 11 Enterprise,23H2,2021-07-16,Intune,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102952,A0017558,Microsoft,Windows 11 Enterprise,23H2,2021-07-16,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102953,A0017558,Mozilla,Firefox ESR,115,2021-07-16,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102954,A0017558,Google,Google Chrome,124,2021-07-16,Intune,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102955,A0017558,Jenkins,Jenkins,2.401 LTS,2021-07-16,SCCM,Enterprise,2026-05-31,2.401 LTS,2023-04-01,2024-09-01,DevOps,-21.0,Unsupported,High
SWI00102956,A0017558,Tableau,Tableau Desktop,2023.3,2021-07-16,SCCM,Device,2026-05-31,2023.3,2023-10-01,2025-10-01,Analytics,-8.0,Unsupported,High
SWI00102957,A0017558,Tableau,Tableau Desktop,2023.3,2021-07-16,SCCM,Device,2026-05-31,2023.3,2023-10-01,2025-10-01,Analytics,-8.0,Unsupported,High
SWI00102958,A0017558,Anaconda,Anaconda Distribution,2023.09,2021-07-16,SCCM,Open Source,2026-05-31,2023.09,2023-09-01,2025-09-01,Analytics,-9.0,Unsupported,High
SWI00102959,A0017559,Microsoft,Windows 10 Enterprise,22H2,2019-03-29,Server Discovery,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102960,A0017559,Microsoft,Microsoft Teams Classic,1.6,2019-03-29,SCCM,Device,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102961,A0017559,Adobe,Adobe Acrobat Pro 2020,20,2019-03-29,SCCM,Device,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102962,A0017559,Microsoft,OneDrive,24.x,2019-03-29,Intune,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102963,A0017559,Microsoft,Windows 11 Enterprise,23H2,2019-03-29,Intune,User,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102964,A0017560,Microsoft,OneDrive,24.x,2022-05-15,SCCM,Open Source,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102965,A0017560,Microsoft,Windows 10 Enterprise,22H2,2022-05-15,Intune,User,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102966,A0017560,Google,Google Chrome,124,2022-05-15,SCCM,Device,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102967,A0017560,Microsoft,Windows 10 Enterprise,22H2,2022-05-15,SCCM,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102968,A0017560,Microsoft,OneDrive,24.x,2022-05-15,Intune,User,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102969,A0017561,Microsoft,Windows 11 Enterprise,23H2,2020-12-16,Tanium,Device,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102970,A0017561,Microsoft,Windows 11 Enterprise,23H2,2020-12-16,Intune,Enterprise,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102971,A0017561,Microsoft,Windows 10 Enterprise,22H2,2020-12-16,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102972,A0017561,Microsoft,Windows 10 Enterprise,22H2,2020-12-16,Intune,Open Source,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102973,A0017561,Microsoft,Windows 10 Enterprise,22H2,2020-12-16,Tanium,Device,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102974,A0017562,Microsoft,Windows 10 Enterprise,22H2,2019-02-08,SCCM,Enterprise,2026-05-31,22H2,2022-10-18,2025-10-14,Operating System,-7.6,Unsupported,High
SWI00102975,A0017562,Google,Google Chrome,124,2019-02-08,Server Discovery,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102976,A0017562,Microsoft,Microsoft Teams Classic,1.6,2019-02-08,Intune,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102977,A0017562,Microsoft,Microsoft Teams Classic,1.6,2019-02-08,SCCM,Open Source,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102978,A0017562,Mozilla,Firefox ESR,115,2019-02-08,Intune,Device,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102979,A0017563,Adobe,Adobe Acrobat Pro 2020,20,2024-08-24,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102980,A0017563,Microsoft,Microsoft Teams Classic,1.6,2024-08-24,SCCM,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102981,A0017563,Microsoft,Windows 11 Enterprise,23H2,2024-08-24,SCCM,Open Source,2026-05-31,23H2,2023-10-31,2026-11-10,Operating System,5.3,Support Ending in 12 Months,Medium
SWI00102982,A0017563,Microsoft,OneDrive,24.x,2024-08-24,SCCM,Device,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102983,A0017563,Mozilla,Firefox ESR,115,2024-08-24,SCCM,User,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102984,A0017563,Python Software Foundation,Python,3.8,2024-08-24,SCCM,Enterprise,2026-05-31,3.8,2019-10-14,2024-10-07,Development,-19.8,Unsupported,High
SWI00102985,A0017563,Git,Git,2.43,2024-08-24,SCCM,Open Source,2026-05-31,2.43,2023-11-20,2025-11-20,Development,-6.4,Unsupported,High
SWI00102986,A0017563,OpenJS Foundation,Node.js,16,2024-08-24,SCCM,Device,2026-05-31,16,2021-04-20,2023-09-11,Development,-32.7,Unsupported,High
SWI00102987,A0017563,Jenkins,Jenkins,2.401 LTS,2024-08-24,SCCM,Enterprise,2026-05-31,2.401 LTS,2023-04-01,2024-09-01,DevOps,-21.0,Unsupported,High
SWI00102988,A0017564,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-04-26,SCCM,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102989,A0017564,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2020-04-26,Intune,Device,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102990,A0017564,Microsoft,OneDrive,24.x,2020-04-26,SCCM,Enterprise,2026-05-31,24.x,2024-01-01,2026-01-01,Productivity,-5.0,Unsupported,High
SWI00102991,A0017564,Adobe,Adobe Acrobat Pro 2020,20,2020-04-26,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102992,A0017564,Microsoft,Microsoft Teams Classic,1.6,2020-04-26,Intune,Enterprise,2026-05-31,1.6,2022-01-01,2024-06-30,Collaboration,-23.1,Unsupported,High
SWI00102993,A0017565,Google,Google Chrome,124,2019-10-29,SCCM,User,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102994,A0017565,Mozilla,Firefox ESR,115,2019-10-29,SCCM,Open Source,2026-05-31,115,2023-07-01,2024-10-01,Browser,-20.0,Unsupported,High
SWI00102995,A0017565,Google,Google Chrome,124,2019-10-29,SCCM,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
SWI00102996,A0017565,Adobe,Adobe Acrobat Pro 2020,20,2019-10-29,SCCM,User,2026-05-31,20,2020-06-01,2025-11-30,Productivity,-6.0,Unsupported,High
SWI00102997,A0017565,Microsoft,Microsoft 365 Apps for Enterprise,Current Channel,2019-10-29,Tanium,Enterprise,2026-05-31,Current Channel,2023-01-01,2027-01-01,Productivity,7.0,Support Ending in 12 Months,Medium
SWI00102998,A0017565,OpenJS Foundation,Node.js,18,2019-10-29,Intune,Device,2026-05-31,18,2022-04-19,2025-04-30,Development,-13.1,Unsupported,High
SWI00102999,A0017565,IBM,IBM SPSS Statistics,29,2019-10-29,Intune,Device,2026-05-31,29,2022-09-01,2027-09-01,Analytics,15.0,Support Ending in 24 Months,Medium
SWI00103000,A0017565,Atlassian,Bitbucket Data Center,8,2019-10-29,Intune,User,2026-05-31,8,2022-09-01,2026-02-15,DevOps,-3.5,Unsupported,High
SWI00103001,A0017565,Python Software Foundation,Python,3.10,2019-10-29,SCCM,Device,2026-05-31,3.10,2021-10-04,2026-10-04,Development,4.1,Support Ending in 12 Months,Medium
SWI00103002,A0017565,IBM,IBM SPSS Statistics,29,2019-10-29,SCCM,User,2026-05-31,29,2022-09-01,2027-09-01,Analytics,15.0,Support Ending in 24 Months,Medium
SWI00103003,A0017566,Google,Google Chrome,124,2018-09-02,Server Discovery,Open Source,2026-05-31,124,2024-04-01,2025-04-01,Browser,-14.0,Unsupported,High
