Asset_ID,Hostname,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End_Date,Purchase_Cost,Location_ID,Business_Unit_ID,Environment,Assigned_Owner_ID,Asset_Operational_Status,Inventory_Source,Last_Discovered_Date,Model_Release_Date,Vendor_Support_End_Date,Standard_Refresh_Cycle_Years,Standard_Replacement_Cost,Asset_Age_Years,Warranty_Status,Months_To_EOL,Lifecycle_Status,Past_EOL_Flag,Expiring_12M_Flag,Expiring_24M_Flag,Expiring_36M_Flag,Replacement_Cost,Open_Vulnerability_Count,Critical_Vulnerability_Count,High_Vulnerability_Count,Incident_Count,Downtime_Hours,Lifecycle_Risk_Score,Refresh_Priority
A0018451,DSK-018451,Desktop,Dell,OptiPlex 7090,DSKWF2VGPRQL7,2022-06-24,2022-07-19,2026-06-23,630.83,WST010,BU006,Disaster Recovery,E015841,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,3.87,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,5,43.49,30.17,Medium
A0018452,DSK-018452,Desktop,Dell,OptiPlex 7010,DSKLGWV40L5B9,2023-09-18,2023-10-19,2026-09-17,755.47,DC1001,BU001,Corporate,E003399,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,2.62,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,3,14.99,16.75,Low
A0018453,DSK-018453,Desktop,HP,EliteDesk 800 G9,DSKR33NRPQR53,2019-10-01,2019-10-26,2022-09-30,716.55,WST007,BU005,Branch,E006603,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,6.6,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,6,37.71,13.89,Low
A0018454,DSK-018454,Desktop,Dell,OptiPlex 7010,DSKH77NQG17OC,2019-03-13,2019-04-07,2022-03-12,737.84,GTA038,BU004,Non-Production,E002946,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,7.15,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,1,2,10.29,18.51,Low
A0018455,DSK-018455,Desktop,HP,EliteDesk 800 G9,DSKZBADKN1KT0,2019-03-12,2019-03-15,2024-03-10,920.79,GTA033,BU001,Production,E010132,In Use,Intune,2026-05-31,2022-09-01,2029-09-01,5,1100,7.22,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,3,25.68,7.28,Low
A0018456,DSK-018456,Desktop,Dell,OptiPlex 7010,DSKTTUCCAUFJA,2019-04-03,2019-05-18,2022-04-02,766.78,WST022,BU009,Non-Production,E010793,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,7.04,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,7,32.45,25.62,Low
A0018457,DSK-018457,Desktop,Dell,OptiPlex 7010,DSK0JWU1F3PX8,2018-05-29,2018-07-06,2023-05-28,821.15,GTA068,BU001,Non-Production,E016372,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,7.91,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,1,14.62,12.73,Low
A0018458,DSK-018458,Desktop,Dell,OptiPlex 7090,DSK9TWZWQM7W7,2025-06-18,2025-06-26,2030-06-17,883.08,GTA075,BU003,Disaster Recovery,E009565,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,0.93,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,3,17.96,24.9,Low
A0018459,DSK-018459,Desktop,Dell,OptiPlex 7090,DSKUCH0VMKRR7,2024-03-20,2024-04-07,2029-03-19,808.17,QUE008,BU001,Corporate,E017692,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,2.15,Under Warranty,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,7,32.49,33.62,Medium
A0018460,DSK-018460,Desktop,HP,EliteDesk 800 G9,DSKLB8KH4RQNL,2019-11-21,2019-12-08,2024-11-19,895.16,WST022,BU005,Production,E006104,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,6.48,Warranty Expired,39.0,Supported,0,0,0,0,1100,2,0,1,2,4.28,8.21,Low
A0018461,DSK-018461,Desktop,Lenovo,ThinkCentre M90q,DSKXB7T3Z055L,2021-04-04,2021-04-30,2024-04-03,801.79,ONR007,BU003,Corporate,E004056,In Use,Network Discovery,2026-05-31,2021-06-01,2026-06-01,5,1000,5.09,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,5,43.79,47.19,Medium
A0018462,DSK-018462,Desktop,Dell,OptiPlex 7010,DSKI6EAK0AYIY,2018-10-04,2018-11-01,2021-10-03,855.06,TOR004,BU009,Production,E010086,In Use,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,7.58,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,4,25.57,19.28,Low
A0018463,DSK-018463,Desktop,Dell,OptiPlex 7090,DSK32ZF7WDZMB,2018-07-20,2018-08-21,2021-07-19,819.33,ATL002,BU001,Corporate,E005184,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,7.78,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,1,4,33.97,31.7,Medium
A0018464,DSK-018464,Desktop,Dell,OptiPlex 7010,DSKFSSV6TT9MS,2025-01-01,2025-01-04,2028-12-31,989.48,QUE021,BU002,Corporate,E012872,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,1.41,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,1,9,49.75,34.49,Medium
A0018465,DSK-018465,Desktop,HP,EliteDesk 800 G9,DSKTJKT0USXYM,2025-03-08,2025-04-10,2028-03-07,851.03,WST010,BU002,Production,E006588,In Use,Network Discovery,2026-05-31,2022-09-01,2029-09-01,5,1100,1.14,Under Warranty,39.0,Supported,0,0,0,0,1100,0,0,0,3,19.23,6.96,Low
A0018466,DSK-018466,Desktop,Dell,OptiPlex 7010,DSKB0ECZ8D6DE,2019-05-27,2019-07-09,2022-05-26,812.71,WST019,BU004,Corporate,E001909,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,6.9,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,1,0,2,4.03,22.2,Low
A0018467,DSK-018467,Desktop,Dell,OptiPlex 7090,DSKV1K4BKPVQL,2021-02-18,2021-03-06,2024-02-18,853.8,GTA063,BU007,Branch,E021177,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,5.24,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,1,4,20.74,31.04,Medium
A0018468,DSK-018468,Desktop,HP,EliteDesk 800 G9,DSKJ2IJ0ICAX0,2018-05-18,2018-05-26,2021-05-17,743.82,GTA061,BU008,Production,E018508,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,8.02,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,2,13.71,4.69,Low
A0018469,DSK-018469,Desktop,Dell,OptiPlex 7010,DSKDIP3YA7Y9Y,2020-06-06,2020-06-10,2024-06-05,875.39,QUE013,BU001,Production,E020015,In Use,Network Discovery,2026-05-31,2022-08-01,2027-08-01,5,1050,5.98,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,2,11.39,14.57,Low
A0018470,DSK-018470,Desktop,Dell,OptiPlex 7090,DSKMIW2U78ME3,2018-07-29,2018-08-13,2021-07-28,635.03,GTA026,BU001,Disaster Recovery,E002616,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,7.8,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,4,29.75,27.49,Low
A0018471,DSK-018471,Desktop,Dell,OptiPlex 7010,DSKZM36X5MDFK,2021-04-05,2021-04-23,2025-04-04,816.33,WST011,BU001,Non-Production,E005350,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,5.11,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,4,22.52,19.13,Low
A0018472,DSK-018472,Desktop,Dell,OptiPlex 7090,DSKNT51FPYGQA,2018-07-28,2018-08-25,2021-07-27,745.93,WST013,BU001,Production,E007196,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,7.77,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,2,0,1,3,12.85,28.64,Low
A0018473,DSK-018473,Desktop,HP,EliteDesk 800 G9,DSKKAQXX97H26,2020-07-27,2020-09-02,2023-07-27,758.18,GTA056,BU004,Disaster Recovery,E012688,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,5.75,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,6,42.35,14.12,Low
A0018474,DSK-018474,Desktop,HP,EliteDesk 800 G9,DSKB99JSM4QKC,2023-05-26,2023-06-17,2026-05-25,774.56,WST018,BU005,Production,E019108,In Use,Intune,2026-05-31,2022-09-01,2029-09-01,5,1100,2.96,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,5,42.69,12.13,Low
A0018475,DSK-018475,Desktop,HP,EliteDesk 800 G9,DSK9NTQNOTA6P,2024-09-07,2024-09-15,2027-09-07,1010.83,GTA049,BU002,Non-Production,E012207,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,1.71,Under Warranty,39.0,Supported,0,0,0,0,1100,2,0,1,8,59.46,22.97,Low
A0018476,DSK-018476,Desktop,HP,EliteDesk 800 G9,DSKUGVWIOCVUC,2019-06-25,2019-06-27,2023-06-24,903.99,GTA053,BU005,Branch,E009552,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,6.93,Warranty Expired,39.0,Supported,0,0,0,0,1100,2,1,0,6,25.73,21.29,Low
A0018477,DSK-018477,Desktop,HP,EliteDesk 800 G9,DSKZHUA0KZC2T,2021-03-23,2021-04-08,2024-03-22,784.03,WST006,BU003,Corporate,E018197,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,5.15,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,4,15.56,8.78,Low
A0018478,DSK-018478,Desktop,Lenovo,ThinkCentre M90q,DSK7KU7F3ILD2,2024-06-18,2024-07-12,2028-06-17,884.33,WST017,BU002,Corporate,E008044,In Repair,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,1.89,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,0,0,0,8,64.66,54.23,Medium
A0018479,DSK-018479,Desktop,Dell,OptiPlex 7090,DSK6JK2WY45GQ,2019-04-09,2019-05-16,2022-04-08,632.62,GTA078,BU010,Branch,E007628,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,7.05,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,3,17.6,24.88,Low
A0018480,DSK-018480,Desktop,Lenovo,ThinkCentre M90q,DSK59KSUMJK18,2018-07-07,2018-08-01,2023-07-06,889.07,ONR004,BU004,Corporate,E002630,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,7.84,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,1,1,0,8,44.02,61.2,High
A0018481,DSK-018481,Desktop,Dell,OptiPlex 7090,DSKCX40XAWLFV,2018-12-25,2019-01-14,2021-12-24,639.3,WST025,BU001,Branch,E010984,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,7.38,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,2,0,2,3,16.14,32.81,Medium
A0018482,DSK-018482,Desktop,Lenovo,ThinkCentre M90q,DSK9NQP1BG403,2023-07-19,2023-07-25,2026-07-18,655.1,ONR005,BU009,Production,E012443,In Use,SCCM,2026-05-31,2021-06-01,2026-06-01,5,1000,2.86,Under Warranty,-0.0,Past EOL,1,0,0,0,1000,1,1,0,3,14.6,49.73,Medium
A0018483,DSK-018483,Desktop,Dell,OptiPlex 7090,DSKZ0GMF1E8LH,2018-07-01,2018-08-14,2023-06-30,823.85,QUE017,BU002,Production,E008492,In Use,SCCM,2026-05-31,2021-02-01,2027-03-01,5,950,7.8,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,0,0,0,7,30.56,33.53,Medium
A0018484,DSK-018484,Desktop,Dell,OptiPlex 7010,DSKTZN6UZJBXY,2023-05-07,2023-05-30,2028-05-05,929.54,ONR002,BU001,Production,E010110,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,3.01,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,2,28.15,15.41,Low
A0018485,DSK-018485,Desktop,HP,EliteDesk 800 G9,DSKF2DO4LE7QE,2018-11-14,2018-12-12,2022-11-13,1013.58,QUE007,BU001,Corporate,E002707,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,7.47,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,7,55.01,16.75,Low
A0018486,DSK-018486,Desktop,HP,EliteDesk 800 G9,DSK2F1O40M9IG,2019-03-23,2019-04-20,2023-03-22,880.88,GTA061,BU003,Corporate,E017796,In Use,SCCM,2026-05-31,2022-09-01,2029-09-01,5,1100,7.12,Warranty Expired,39.0,Supported,0,0,0,0,1100,2,1,0,5,26.7,19.34,Low
A0018487,DSK-018487,Desktop,HP,EliteDesk 800 G9,DSK0C0P031CZ4,2021-07-13,2021-07-30,2024-07-12,815.23,ONR014,BU001,Corporate,E011671,In Use,Intune,2026-05-31,2022-09-01,2029-09-01,5,1100,4.84,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,7,32.5,15.62,Low
A0018488,DSK-018488,Desktop,Dell,OptiPlex 7010,DSKS168Y32JW8,2023-07-04,2023-07-16,2028-07-02,718.76,QUE005,BU002,Production,E000642,In Use,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,2.88,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,3,0,1,7,52.47,30.62,Medium
A0018489,DSK-018489,Desktop,Dell,OptiPlex 7010,DSKXMHFC0K496,2023-02-11,2023-02-24,2028-02-10,928.67,QUE020,BU001,Production,E012930,In Use,Network Discovery,2026-05-31,2022-08-01,2027-08-01,5,1050,3.27,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,1,0,0,1,4.28,12.21,Low
A0018490,DSK-018490,Desktop,Dell,OptiPlex 7010,DSK46UUJPNTKU,2018-03-26,2018-04-06,2022-03-25,805.86,QUE008,BU007,Production,E020903,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,8.16,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,3,31.02,17.55,Low
A0018491,DSK-018491,Desktop,Lenovo,ThinkCentre M90q,DSK3MOS60E72V,2018-05-23,2018-06-18,2022-05-22,948.34,ONR018,BU002,Non-Production,E012995,In Use,ServiceNow CMDB,2026-05-31,2021-06-01,2026-06-01,5,1000,7.96,Warranty Expired,-0.0,Past EOL,1,0,0,0,1000,0,0,0,2,18.75,39.94,Medium
A0018492,DSK-018492,Desktop,Dell,OptiPlex 7010,DSK9YIK1TUPXV,2019-02-14,2019-03-29,2022-02-13,968.77,GTA044,BU009,Branch,E018694,In Use,Network Discovery,2026-05-31,2022-08-01,2027-08-01,5,1050,7.18,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,7,41.32,26.07,Low
A0018493,DSK-018493,Desktop,HP,EliteDesk 800 G9,DSKJVK6WZ7Q6K,2018-03-14,2018-04-09,2021-03-13,828.35,WST008,BU001,Corporate,E016698,In Use,Intune,2026-05-31,2022-09-01,2029-09-01,5,1100,8.15,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,5,30.77,11.54,Low
A0018494,DSK-018494,Desktop,Dell,OptiPlex 7090,DSKJDRLD94NQ7,2019-11-24,2019-12-15,2023-11-23,824.11,ATL015,BU002,Branch,E016922,In Use,ServiceNow CMDB,2026-05-31,2021-02-01,2027-03-01,5,950,6.46,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,1,5,36.75,33.84,Medium
A0018495,DSK-018495,Desktop,HP,EliteDesk 800 G9,DSK4N0CJS6E17,2022-03-26,2022-05-01,2025-03-25,918.49,GTA024,BU002,Branch,E016374,In Stock,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,4.09,Warranty Expired,39.0,Supported,0,0,0,0,1100,0,0,0,4,30.03,9.5,Low
A0018496,DSK-018496,Desktop,Dell,OptiPlex 7090,DSKWF9MBLW1SH,2021-10-21,2021-10-30,2025-10-20,700.81,QUE001,BU002,Disaster Recovery,E019145,In Use,Intune,2026-05-31,2021-02-01,2027-03-01,5,950,4.59,Warranty Expired,8.9,Expiring in 12 Months,0,1,0,0,950,1,0,0,7,30.51,33.53,Medium
A0018497,DSK-018497,Desktop,Dell,OptiPlex 7010,DSKRHG452OIG3,2020-06-20,2020-07-01,2023-06-20,812.25,GTA051,BU006,Production,E007565,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,5.92,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,2,0,1,6,23.0,27.15,Low
A0018498,DSK-018498,Desktop,Dell,OptiPlex 7010,DSKXX5AFXI8SA,2020-08-02,2020-08-23,2023-08-02,969.82,WST014,BU005,Production,E003225,In Use,SCCM,2026-05-31,2022-08-01,2027-08-01,5,1050,5.77,Warranty Expired,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,3,18.19,16.91,Low
A0018499,DSK-018499,Desktop,HP,EliteDesk 800 G9,DSKJ4SBR31EKN,2019-12-31,2020-01-19,2022-12-30,867.54,GTA055,BU001,Corporate,E017899,In Use,ServiceNow CMDB,2026-05-31,2022-09-01,2029-09-01,5,1100,6.37,Warranty Expired,39.0,Supported,0,0,0,0,1100,1,0,1,6,45.9,18.3,Low
A0018500,DSK-018500,Desktop,Dell,OptiPlex 7010,DSK6VIH4D5124,2025-08-03,2025-08-25,2028-08-02,967.55,ONR002,BU001,Corporate,E003379,In Use,ServiceNow CMDB,2026-05-31,2022-08-01,2027-08-01,5,1050,0.77,Under Warranty,14.0,Expiring in 24 Months,0,0,1,0,1050,0,0,0,5,42.77,22.14,Low
A0018501,VDI-018501,VDI Endpoint,HP,t640 Thin Client,VDIKO06E0JAJS,2019-01-09,2019-02-02,2022-01-08,355.19,WST018,BU007,Production,E002185,In Use,SCCM,2026-05-31,2019-09-01,2026-09-01,5,500,7.33,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,4,29.66,27.48,Low
A0018502,VDI-018502,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDI6KXJ31WGA1,2020-09-15,2020-10-23,2023-09-15,330.16,GTA017,BU004,Corporate,E019893,In Use,Intune,2026-05-31,2018-05-01,2025-05-01,5,450,5.61,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,5,38.74,46.94,Medium
A0018503,VDI-018503,VDI Endpoint,HP,t640 Thin Client,VDI94V0I3ZOR3,2024-04-27,2024-05-05,2028-04-26,375.47,QUE010,BU008,Corporate,E002730,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,2.08,Under Warranty,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,4,21.82,27.09,Low
A0018504,VDI-018504,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIEOY7UEL5U8,2019-01-15,2019-02-16,2022-01-14,415.54,QUE014,BU004,Branch,E006795,Retired Pending Disposal,SCCM,2026-05-31,2018-05-01,2025-05-01,5,450,7.29,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,2,5.72,39.29,Medium
A0018505,VDI-018505,VDI Endpoint,HP,t640 Thin Client,VDISD4PQB72NR,2025-11-03,2025-11-12,2030-11-02,343.2,ATL012,BU006,Production,E018953,In Use,Network Discovery,2026-05-31,2019-09-01,2026-09-01,5,500,0.55,Under Warranty,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,5,59.72,30.99,Medium
A0018506,VDI-018506,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIPFC7NLVRE5,2022-03-31,2022-05-13,2025-03-30,401.29,WST008,BU001,Disaster Recovery,E020916,In Use,SCCM,2026-05-31,2018-05-01,2025-05-01,5,450,4.05,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,4,17.79,43.89,Medium
A0018507,VDI-018507,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDI07GWELOIZG,2021-01-19,2021-01-27,2026-01-18,396.66,ONR004,BU010,Production,E008227,In Use,Network Discovery,2026-05-31,2018-05-01,2025-05-01,5,450,5.34,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,2,0,0,2,20.39,40.02,Medium
A0018508,VDI-018508,VDI Endpoint,HP,t640 Thin Client,VDIS98M5CCK98,2019-09-16,2019-09-26,2022-09-15,439.12,ATL004,BU001,Corporate,E007510,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,6.68,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,1,3.23,20.16,Low
A0018509,VDI-018509,VDI Endpoint,HP,t640 Thin Client,VDI0KRL5HM8V4,2024-10-12,2024-11-08,2028-10-11,396.3,ONR003,BU003,Production,E004891,In Use,SCCM,2026-05-31,2019-09-01,2026-09-01,5,500,1.56,Under Warranty,3.0,Expiring in 12 Months,0,1,0,0,500,1,0,0,4,31.59,27.58,Low
A0018510,VDI-018510,VDI Endpoint,HP,t640 Thin Client,VDIJCRQK46SHW,2022-08-19,2022-09-27,2027-08-18,390.64,GTA015,BU004,Production,E020179,In Use,SCCM,2026-05-31,2019-09-01,2026-09-01,5,500,3.68,Under Warranty,3.0,Expiring in 12 Months,0,1,0,0,500,1,0,0,5,31.41,29.57,Low
A0018511,VDI-018511,VDI Endpoint,HP,t640 Thin Client,VDIMVIGOK063U,2024-09-25,2024-10-22,2027-09-25,464.18,QUE009,BU005,Production,E003655,In Use,Network Discovery,2026-05-31,2019-09-01,2026-09-01,5,500,1.61,Under Warranty,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,2,11.36,22.57,Low
A0018512,VDI-018512,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIEZZBWWI4IZ,2019-12-06,2020-01-15,2024-12-04,414.92,GTA026,BU002,Branch,E008370,In Use,SCCM,2026-05-31,2018-05-01,2025-05-01,5,450,6.38,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,4,25.25,44.26,Medium
A0018513,VDI-018513,VDI Endpoint,HP,t640 Thin Client,VDIGA1DKIOPSG,2018-06-09,2018-07-02,2021-06-08,351.75,GTA066,BU001,Production,E007142,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,7.92,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,7,45.44,34.27,Medium
A0018514,VDI-018514,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIO5S2V99YHK,2018-09-08,2018-10-06,2021-09-07,370.48,WST004,BU001,Corporate,E006814,In Use,Intune,2026-05-31,2018-05-01,2025-05-01,5,450,7.66,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,3,19.31,41.97,Medium
A0018515,VDI-018515,VDI Endpoint,HP,t640 Thin Client,VDI7A0AXF6YX7,2019-11-17,2019-11-23,2023-11-16,353.72,GTA040,BU003,Branch,E009760,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,6.52,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,1,0,1,3,24.91,29.25,Low
A0018516,VDI-018516,VDI Endpoint,HP,t640 Thin Client,VDIR9PLL5WS9Y,2019-11-26,2019-12-29,2022-11-25,462.08,GTA016,BU002,Production,E015779,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,6.43,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,4,16.9,26.84,Low
A0018517,VDI-018517,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIY1XSRUG4TZ,2018-02-14,2018-03-16,2022-02-13,389.54,DR1001,BU001,Production,E018859,In Stock,SCCM,2026-05-31,2018-05-01,2025-05-01,5,450,8.21,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,1,0,1,1,4.66,41.23,Medium
A0018518,VDI-018518,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIY0DYGM78V5,2022-01-04,2022-02-04,2025-01-03,307.9,TOR003,BU003,Disaster Recovery,E001089,In Use,Intune,2026-05-31,2018-05-01,2025-05-01,5,450,4.32,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,4,32.65,44.63,Medium
A0018519,VDI-018519,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIB708AJ2DUZ,2022-11-04,2022-11-08,2025-11-03,401.7,ONR009,BU001,Branch,E013424,In Use,ServiceNow CMDB,2026-05-31,2018-05-01,2025-05-01,5,450,3.56,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,3,0,0,4,28.73,44.44,Medium
A0018520,VDI-018520,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDI8X9J9FHF70,2021-03-01,2021-03-28,2026-02-28,311.72,GTA023,BU002,Branch,E002912,In Use,ServiceNow CMDB,2026-05-31,2018-05-01,2025-05-01,5,450,5.18,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,2,1,0,5,42.1,55.1,High
A0018521,VDI-018521,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIQ3A4V0LS4O,2019-11-11,2019-12-06,2023-11-10,325.87,DC2001,BU004,Corporate,E006219,In Use,ServiceNow CMDB,2026-05-31,2018-05-01,2025-05-01,5,450,6.49,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,4,28.12,44.41,Medium
A0018522,VDI-018522,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIVJL06XPF6D,2020-02-20,2020-03-07,2024-02-19,423.12,ONR001,BU004,Non-Production,E005841,In Use,SCCM,2026-05-31,2018-05-01,2025-05-01,5,450,6.24,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,1,0,0,3,32.62,42.63,Medium
A0018523,VDI-018523,VDI Endpoint,HP,t640 Thin Client,VDID2BH5VV4H8,2023-04-20,2023-04-22,2026-04-19,365.88,GTA079,BU003,Production,E009253,In Use,ServiceNow CMDB,2026-05-31,2019-09-01,2026-09-01,5,500,3.11,Warranty Expired,3.0,Expiring in 12 Months,0,1,0,0,500,0,0,0,3,15.12,24.76,Low
A0018524,VDI-018524,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIYSWBBK1CMM,2020-04-21,2020-05-14,2023-04-21,306.81,ATL015,BU006,Production,E010901,In Use,ServiceNow CMDB,2026-05-31,2018-05-01,2025-05-01,5,450,6.05,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,5,33.82,46.69,Medium
A0018525,VDI-018525,VDI Endpoint,Dell,Wyse 5070 Thin Client,VDIWHM9QZGYAG,2018-05-22,2018-05-27,2021-05-21,332.44,QUE025,BU001,Production,E003115,In Use,ServiceNow CMDB,2026-05-31,2018-05-01,2025-05-01,5,450,8.02,Warranty Expired,-13.0,Past EOL,1,0,0,0,450,0,0,0,2,9.74,39.49,Medium
