Installation_ID,Asset_ID,Publisher,Software_Name,Software_Version,Install_Date,Discovery_Source,License_Metric,Last_Seen_Date
SWI00118411,A0020211,Python Software Foundation,Python,3.8,2019-05-02,SCCM,Enterprise,2026-05-31
SWI00118412,A0020211,JetBrains,IntelliJ IDEA,2023.3,2019-05-02,SCCM,Device,2026-05-31
SWI00118413,A0020212,Red Hat,Red Hat Enterprise Linux,9,2019-01-10,Tanium,Enterprise,2026-05-31
SWI00118414,A0020212,Microsoft,SQL Server,2016,2019-01-10,SCCM,User,2026-05-31
SWI00118415,A0020212,Oracle,Oracle Database,19c,2019-01-10,SCCM,Enterprise,2026-05-31
SWI00118416,A0020212,Red Hat,Red Hat Enterprise Linux,8,2019-01-10,Tanium,Device,2026-05-31
SWI00118417,A0020213,Microsoft,SQL Server,2019,2023-02-07,Server Discovery,User,2026-05-31
SWI00118418,A0020213,PostgreSQL Global Development Group,PostgreSQL,14,2023-02-07,Intune,Device,2026-05-31
SWI00118419,A0020213,Canonical,Ubuntu Server,20.04 LTS,2023-02-07,SCCM,Device,2026-05-31
SWI00118420,A0020213,Apache,Apache Tomcat,9,2023-02-07,SCCM,User,2026-05-31
SWI00118421,A0020213,Red Hat,Red Hat Enterprise Linux,9,2023-02-07,SCCM,Device,2026-05-31
SWI00118422,A0020213,Microsoft,.NET,6,2023-02-07,SCCM,Enterprise,2026-05-31
SWI00118423,A0020213,Tableau,Tableau Desktop,2023.3,2023-02-07,SCCM,User,2026-05-31
SWI00118424,A0020213,Jenkins,Jenkins,2.401 LTS,2023-02-07,SCCM,Enterprise,2026-05-31
SWI00118425,A0020213,Git,Git,2.43,2023-02-07,SCCM,Open Source,2026-05-31
SWI00118426,A0020213,Anaconda,Anaconda Distribution,2023.09,2023-02-07,SCCM,User,2026-05-31
SWI00118427,A0020214,Oracle,Oracle Database,19c,2020-05-30,Intune,Device,2026-05-31
SWI00118428,A0020214,Red Hat,Red Hat Enterprise Linux,9,2020-05-30,SCCM,User,2026-05-31
SWI00118429,A0020214,Red Hat,Red Hat Enterprise Linux,8,2020-05-30,Intune,Enterprise,2026-05-31
SWI00118430,A0020214,Red Hat,Red Hat Enterprise Linux,9,2020-05-30,SCCM,Device,2026-05-31
SWI00118431,A0020214,Red Hat,Red Hat Enterprise Linux,8,2020-05-30,Intune,Device,2026-05-31
SWI00118432,A0020214,IBM,IBM MQ,9.2,2020-05-30,SCCM,User,2026-05-31
SWI00118433,A0020214,Anaconda,Anaconda Distribution,2023.09,2020-05-30,SCCM,Device,2026-05-31
SWI00118434,A0020214,JetBrains,IntelliJ IDEA,2023.3,2020-05-30,SCCM,Open Source,2026-05-31
SWI00118435,A0020214,Atlassian,Bitbucket Data Center,8,2020-05-30,SCCM,Device,2026-05-31
SWI00118436,A0020215,Microsoft,SQL Server,2016,2020-12-15,SCCM,Enterprise,2026-05-31
SWI00118437,A0020215,Microsoft,Windows Server 2019,1809,2020-12-15,Server Discovery,Enterprise,2026-05-31
SWI00118438,A0020215,Microsoft,Windows Server 2019,1809,2020-12-15,Tanium,User,2026-05-31
SWI00118439,A0020215,Microsoft,Windows Server 2016,1607,2020-12-15,SCCM,Enterprise,2026-05-31
SWI00118440,A0020215,Microsoft,Windows Server 2022,21H2,2020-12-15,SCCM,Device,2026-05-31
SWI00118441,A0020215,IBM,IBM MQ,9.2,2020-12-15,SCCM,Enterprise,2026-05-31
SWI00118442,A0020215,OpenJS Foundation,Node.js,16,2020-12-15,SCCM,Device,2026-05-31
SWI00118443,A0020215,Tableau,Tableau Desktop,2023.3,2020-12-15,SCCM,Enterprise,2026-05-31
SWI00118444,A0020215,OpenJS Foundation,Node.js,16,2020-12-15,SCCM,Device,2026-05-31
SWI00118445,A0020215,Docker,Docker Desktop,4.28,2020-12-15,Server Discovery,Enterprise,2026-05-31
SWI00118446,A0020215,DBeaver Corp,DBeaver,23,2020-12-15,Intune,Device,2026-05-31
SWI00118447,A0020216,PostgreSQL Global Development Group,PostgreSQL,14,2019-08-30,Tanium,Device,2026-05-31
SWI00118448,A0020216,Microsoft,SQL Server,2019,2019-08-30,Server Discovery,Device,2026-05-31
SWI00118449,A0020216,Apache,Apache Tomcat,9,2019-08-30,SCCM,Enterprise,2026-05-31
SWI00118450,A0020216,Microsoft,Windows Server 2019,1809,2019-08-30,Server Discovery,Device,2026-05-31
SWI00118451,A0020216,Red Hat,Red Hat Enterprise Linux,8,2019-08-30,Intune,Enterprise,2026-05-31
SWI00118452,A0020216,IBM,IBM SPSS Statistics,29,2019-08-30,Intune,Open Source,2026-05-31
SWI00118453,A0020216,OpenJS Foundation,Node.js,16,2019-08-30,SCCM,Device,2026-05-31
SWI00118454,A0020216,Microsoft,.NET,8,2019-08-30,Intune,User,2026-05-31
SWI00118455,A0020216,Python Software Foundation,Python,3.10,2019-08-30,Tanium,User,2026-05-31
SWI00118456,A0020216,Microsoft,.NET,8,2019-08-30,Tanium,Open Source,2026-05-31
SWI00118457,A0020217,Microsoft,Windows Server 2022,21H2,2021-06-12,SCCM,Open Source,2026-05-31
SWI00118458,A0020217,Red Hat,Red Hat Enterprise Linux,9,2021-06-12,SCCM,Device,2026-05-31
SWI00118459,A0020217,Microsoft,Windows Server 2019,1809,2021-06-12,Intune,Enterprise,2026-05-31
SWI00118460,A0020217,Microsoft,Windows Server 2019,1809,2021-06-12,SCCM,Enterprise,2026-05-31
SWI00118461,A0020217,Oracle,Oracle Database,19c,2021-06-12,Intune,Enterprise,2026-05-31
SWI00118462,A0020217,Microsoft,Windows Server 2022,21H2,2021-06-12,SCCM,Enterprise,2026-05-31
SWI00118463,A0020218,Microsoft,SQL Server,2016,2023-06-10,SCCM,Open Source,2026-05-31
SWI00118464,A0020218,Oracle,Oracle Database,19c,2023-06-10,SCCM,User,2026-05-31
SWI00118465,A0020218,Microsoft,SQL Server,2019,2023-06-10,Intune,Enterprise,2026-05-31
SWI00118466,A0020218,PostgreSQL Global Development Group,PostgreSQL,14,2023-06-10,Intune,Open Source,2026-05-31
SWI00118467,A0020218,IBM,IBM MQ,9.2,2023-06-10,SCCM,Device,2026-05-31
SWI00118468,A0020218,Oracle,Oracle Database,19c,2023-06-10,Server Discovery,Device,2026-05-31
SWI00118469,A0020219,Microsoft,Windows Server 2022,21H2,2019-12-13,SCCM,Enterprise,2026-05-31
SWI00118470,A0020219,Apache,Apache Tomcat,9,2019-12-13,Intune,Enterprise,2026-05-31
SWI00118471,A0020219,IBM,IBM MQ,9.2,2019-12-13,Intune,User,2026-05-31
SWI00118472,A0020219,Microsoft,Windows Server 2016,1607,2019-12-13,SCCM,Open Source,2026-05-31
SWI00118473,A0020219,PostgreSQL Global Development Group,PostgreSQL,14,2019-12-13,Intune,User,2026-05-31
SWI00118474,A0020219,Microsoft,SQL Server,2016,2019-12-13,SCCM,Open Source,2026-05-31
SWI00118475,A0020220,Microsoft,SQL Server,2016,2024-01-22,Intune,Open Source,2026-05-31
SWI00118476,A0020220,Apache,Apache Tomcat,9,2024-01-22,SCCM,User,2026-05-31
SWI00118477,A0020220,IBM,IBM MQ,9.2,2024-01-22,SCCM,Open Source,2026-05-31
SWI00118478,A0020220,Red Hat,Red Hat Enterprise Linux,8,2024-01-22,Tanium,Enterprise,2026-05-31
SWI00118479,A0020220,Microsoft,SQL Server,2019,2024-01-22,Server Discovery,Open Source,2026-05-31
SWI00118480,A0020220,Red Hat,Red Hat Enterprise Linux,9,2024-01-22,Tanium,User,2026-05-31
SWI00118481,A0020221,Kubernetes,Kubernetes,1.27,2022-04-30,SCCM,Enterprise,2026-05-31
SWI00118482,A0020221,Kubernetes,Kubernetes,1.27,2022-04-30,SCCM,User,2026-05-31
SWI00118483,A0020221,Red Hat,Red Hat Enterprise Linux,8,2022-04-30,Intune,Enterprise,2026-05-31
SWI00118484,A0020221,Kubernetes,Kubernetes,1.27,2022-04-30,SCCM,Enterprise,2026-05-31
SWI00118485,A0020221,Microsoft,Windows Server 2022,21H2,2022-04-30,SCCM,User,2026-05-31
SWI00118486,A0020221,Kubernetes,Kubernetes,1.27,2022-04-30,Intune,Enterprise,2026-05-31
SWI00118487,A0020221,Microsoft,Visual Studio Code,1.90,2022-04-30,Intune,Device,2026-05-31
SWI00118488,A0020221,Python Software Foundation,Python,3.8,2022-04-30,SCCM,Device,2026-05-31
SWI00118489,A0020221,Microsoft,Visual Studio Code,1.90,2022-04-30,SCCM,Device,2026-05-31
SWI00118490,A0020221,Microsoft,.NET,6,2022-04-30,Tanium,Device,2026-05-31
SWI00118491,A0020221,Python Software Foundation,Python,3.10,2022-04-30,SCCM,Open Source,2026-05-31
SWI00118492,A0020222,Microsoft,Windows Server 2022,21H2,2021-01-26,SCCM,Enterprise,2026-05-31
SWI00118493,A0020222,IBM,IBM MQ,9.2,2021-01-26,SCCM,Enterprise,2026-05-31
SWI00118494,A0020222,Microsoft,Windows Server 2016,1607,2021-01-26,SCCM,User,2026-05-31
SWI00118495,A0020222,Apache,Apache Tomcat,9,2021-01-26,SCCM,User,2026-05-31
SWI00118496,A0020223,Red Hat,Red Hat Enterprise Linux,9,2019-05-05,Server Discovery,Device,2026-05-31
SWI00118497,A0020223,Red Hat,Red Hat Enterprise Linux,9,2019-05-05,Intune,Device,2026-05-31
SWI00118498,A0020223,Microsoft,Windows Server 2016,1607,2019-05-05,SCCM,User,2026-05-31
SWI00118499,A0020223,PostgreSQL Global Development Group,PostgreSQL,14,2019-05-05,Tanium,Open Source,2026-05-31
SWI00118500,A0020223,Microsoft,SQL Server,2019,2019-05-05,Tanium,User,2026-05-31
SWI00118501,A0020223,Microsoft,Visual Studio Code,1.90,2019-05-05,Intune,Enterprise,2026-05-31
SWI00118502,A0020223,Python Software Foundation,Python,3.8,2019-05-05,SCCM,User,2026-05-31
SWI00118503,A0020224,Red Hat,Red Hat Enterprise Linux,9,2019-10-11,SCCM,Open Source,2026-05-31
SWI00118504,A0020224,Microsoft,Windows Server 2022,21H2,2019-10-11,SCCM,Device,2026-05-31
SWI00118505,A0020224,Kubernetes,Kubernetes,1.27,2019-10-11,SCCM,Device,2026-05-31
SWI00118506,A0020225,Canonical,Ubuntu Server,20.04 LTS,2020-08-27,Tanium,User,2026-05-31
SWI00118507,A0020225,Microsoft,Windows Server 2016,1607,2020-08-27,SCCM,Open Source,2026-05-31
SWI00118508,A0020225,Red Hat,Red Hat Enterprise Linux,9,2020-08-27,SCCM,Device,2026-05-31
SWI00118509,A0020225,Microsoft,Windows Server 2022,21H2,2020-08-27,Server Discovery,Open Source,2026-05-31
SWI00118510,A0020226,Apache,Apache Tomcat,9,2021-06-17,Intune,User,2026-05-31
SWI00118511,A0020226,Oracle,Oracle Database,19c,2021-06-17,Tanium,Device,2026-05-31
SWI00118512,A0020226,Microsoft,Windows Server 2022,21H2,2021-06-17,SCCM,Enterprise,2026-05-31
SWI00118513,A0020226,Microsoft,SQL Server,2016,2021-06-17,SCCM,Open Source,2026-05-31
SWI00118514,A0020226,Microsoft,SQL Server,2019,2021-06-17,Server Discovery,User,2026-05-31
SWI00118515,A0020227,Red Hat,Red Hat Enterprise Linux,8,2021-02-15,Tanium,Device,2026-05-31
SWI00118516,A0020227,Apache,Apache Tomcat,9,2021-02-15,SCCM,Device,2026-05-31
SWI00118517,A0020227,IBM,IBM MQ,9.2,2021-02-15,SCCM,User,2026-05-31
SWI00118518,A0020228,Kubernetes,Kubernetes,1.27,2022-11-05,Tanium,User,2026-05-31
SWI00118519,A0020228,Red Hat,Red Hat Enterprise Linux,9,2022-11-05,Intune,Open Source,2026-05-31
SWI00118520,A0020228,Kubernetes,Kubernetes,1.27,2022-11-05,SCCM,Enterprise,2026-05-31
SWI00118521,A0020228,Microsoft,Power BI Desktop,2024,2022-11-05,SCCM,Open Source,2026-05-31
SWI00118522,A0020228,Atlassian,Bitbucket Data Center,8,2022-11-05,Tanium,Device,2026-05-31
SWI00118523,A0020228,Microsoft,.NET,8,2022-11-05,Server Discovery,Enterprise,2026-05-31
SWI00118524,A0020228,Microsoft,Power BI Desktop,2024,2022-11-05,Tanium,User,2026-05-31
SWI00118525,A0020228,Python Software Foundation,Python,3.8,2022-11-05,Intune,User,2026-05-31
SWI00118526,A0020229,IBM,IBM MQ,9.2,2018-10-17,SCCM,User,2026-05-31
SWI00118527,A0020229,Microsoft,SQL Server,2016,2018-10-17,SCCM,User,2026-05-31
SWI00118528,A0020229,Kubernetes,Kubernetes,1.27,2018-10-17,Intune,Enterprise,2026-05-31
SWI00118529,A0020230,Microsoft,Windows Server 2022,21H2,2020-12-19,Server Discovery,Open Source,2026-05-31
SWI00118530,A0020230,Red Hat,Red Hat Enterprise Linux,9,2020-12-19,SCCM,Device,2026-05-31
SWI00118531,A0020230,Microsoft,Windows Server 2016,1607,2020-12-19,SCCM,User,2026-05-31
SWI00118532,A0020231,Canonical,Ubuntu Server,20.04 LTS,2025-04-26,SCCM,Device,2026-05-31
SWI00118533,A0020231,Microsoft,Windows Server 2022,21H2,2025-04-26,Tanium,Open Source,2026-05-31
SWI00118534,A0020231,Apache,Apache Tomcat,9,2025-04-26,Intune,Device,2026-05-31
SWI00118535,A0020231,Microsoft,SQL Server,2016,2025-04-26,Intune,Device,2026-05-31
SWI00118536,A0020231,PostgreSQL Global Development Group,PostgreSQL,14,2025-04-26,SCCM,Device,2026-05-31
SWI00118537,A0020231,IBM,IBM MQ,9.2,2025-04-26,Tanium,Enterprise,2026-05-31
SWI00118538,A0020231,Python Software Foundation,Python,3.8,2025-04-26,SCCM,Enterprise,2026-05-31
SWI00118539,A0020231,Microsoft,Power BI Desktop,2024,2025-04-26,SCCM,User,2026-05-31
SWI00118540,A0020231,IBM,IBM SPSS Statistics,29,2025-04-26,SCCM,Enterprise,2026-05-31
SWI00118541,A0020231,Microsoft,.NET,8,2025-04-26,Intune,Device,2026-05-31
SWI00118542,A0020231,Python Software Foundation,Python,3.10,2025-04-26,SCCM,Device,2026-05-31
SWI00118543,A0020232,Microsoft,Windows Server 2016,1607,2022-11-25,Intune,Device,2026-05-31
SWI00118544,A0020232,IBM,IBM MQ,9.2,2022-11-25,SCCM,Device,2026-05-31
SWI00118545,A0020232,Oracle,Oracle Database,19c,2022-11-25,Intune,Device,2026-05-31
SWI00118546,A0020232,Microsoft,Windows Server 2022,21H2,2022-11-25,Tanium,User,2026-05-31
SWI00118547,A0020232,Microsoft,SQL Server,2019,2022-11-25,Tanium,Device,2026-05-31
SWI00118548,A0020232,IBM,IBM MQ,9.2,2022-11-25,SCCM,Device,2026-05-31
SWI00118549,A0020233,Microsoft,Windows Server 2022,21H2,2021-04-26,Intune,Device,2026-05-31
SWI00118550,A0020233,Red Hat,Red Hat Enterprise Linux,8,2021-04-26,Intune,User,2026-05-31
SWI00118551,A0020233,Red Hat,Red Hat Enterprise Linux,8,2021-04-26,Server Discovery,Device,2026-05-31
SWI00118552,A0020234,Red Hat,Red Hat Enterprise Linux,8,2021-04-29,SCCM,Device,2026-05-31
SWI00118553,A0020234,Kubernetes,Kubernetes,1.27,2021-04-29,SCCM,User,2026-05-31
SWI00118554,A0020234,IBM,IBM MQ,9.2,2021-04-29,SCCM,Open Source,2026-05-31
SWI00118555,A0020234,Red Hat,Red Hat Enterprise Linux,9,2021-04-29,Tanium,Open Source,2026-05-31
SWI00118556,A0020234,Kubernetes,Kubernetes,1.27,2021-04-29,SCCM,Device,2026-05-31
SWI00118557,A0020234,Microsoft,Windows Server 2019,1809,2021-04-29,SCCM,User,2026-05-31
SWI00118558,A0020235,Apache,Apache Tomcat,9,2020-06-03,SCCM,Open Source,2026-05-31
SWI00118559,A0020235,Oracle,Oracle Database,19c,2020-06-03,Tanium,Device,2026-05-31
SWI00118560,A0020235,PostgreSQL Global Development Group,PostgreSQL,14,2020-06-03,SCCM,Enterprise,2026-05-31
SWI00118561,A0020235,Red Hat,Red Hat Enterprise Linux,9,2020-06-03,Intune,Device,2026-05-31
SWI00118562,A0020235,Oracle,Oracle Database,19c,2020-06-03,Tanium,User,2026-05-31
SWI00118563,A0020236,Microsoft,SQL Server,2019,2021-04-23,SCCM,Device,2026-05-31
SWI00118564,A0020236,Microsoft,SQL Server,2016,2021-04-23,SCCM,Device,2026-05-31
SWI00118565,A0020236,Microsoft,SQL Server,2016,2021-04-23,Intune,Open Source,2026-05-31
SWI00118566,A0020236,Apache,Apache Tomcat,9,2021-04-23,SCCM,Device,2026-05-31
SWI00118567,A0020236,Microsoft,SQL Server,2019,2021-04-23,SCCM,Device,2026-05-31
SWI00118568,A0020236,IBM,IBM MQ,9.2,2021-04-23,SCCM,Enterprise,2026-05-31
SWI00118569,A0020237,Microsoft,Windows Server 2016,1607,2018-07-20,SCCM,User,2026-05-31
SWI00118570,A0020237,Microsoft,Windows Server 2019,1809,2018-07-20,Intune,Open Source,2026-05-31
SWI00118571,A0020237,Microsoft,Windows Server 2016,1607,2018-07-20,Tanium,Enterprise,2026-05-31
SWI00118572,A0020237,Microsoft,Windows Server 2022,21H2,2018-07-20,SCCM,User,2026-05-31
SWI00118573,A0020238,Canonical,Ubuntu Server,20.04 LTS,2023-05-22,Server Discovery,Device,2026-05-31
SWI00118574,A0020238,Microsoft,SQL Server,2016,2023-05-22,SCCM,User,2026-05-31
SWI00118575,A0020238,Microsoft,Windows Server 2022,21H2,2023-05-22,SCCM,User,2026-05-31
SWI00118576,A0020238,PostgreSQL Global Development Group,PostgreSQL,14,2023-05-22,SCCM,Device,2026-05-31
SWI00118577,A0020238,Kubernetes,Kubernetes,1.27,2023-05-22,SCCM,Device,2026-05-31
SWI00118578,A0020238,IBM,IBM MQ,9.2,2023-05-22,SCCM,User,2026-05-31
SWI00118579,A0020239,IBM,IBM MQ,9.2,2018-11-17,SCCM,Device,2026-05-31
SWI00118580,A0020239,PostgreSQL Global Development Group,PostgreSQL,14,2018-11-17,SCCM,User,2026-05-31
SWI00118581,A0020239,PostgreSQL Global Development Group,PostgreSQL,14,2018-11-17,Intune,Device,2026-05-31
SWI00118582,A0020239,Oracle,Oracle Database,19c,2018-11-17,SCCM,Enterprise,2026-05-31
SWI00118583,A0020239,PostgreSQL Global Development Group,PostgreSQL,14,2018-11-17,SCCM,User,2026-05-31
SWI00118584,A0020239,Canonical,Ubuntu Server,20.04 LTS,2018-11-17,SCCM,Enterprise,2026-05-31
SWI00118585,A0020240,Oracle,Oracle Database,19c,2022-12-30,Server Discovery,Device,2026-05-31
SWI00118586,A0020240,PostgreSQL Global Development Group,PostgreSQL,14,2022-12-30,SCCM,User,2026-05-31
SWI00118587,A0020240,IBM,IBM MQ,9.2,2022-12-30,SCCM,User,2026-05-31
SWI00118588,A0020240,Microsoft,Windows Server 2022,21H2,2022-12-30,SCCM,User,2026-05-31
SWI00118589,A0020240,Apache,Apache Tomcat,9,2022-12-30,SCCM,Open Source,2026-05-31
SWI00118590,A0020240,Atlassian,Bitbucket Data Center,8,2022-12-30,SCCM,Open Source,2026-05-31
SWI00118591,A0020240,Microsoft,.NET,6,2022-12-30,SCCM,Open Source,2026-05-31
SWI00118592,A0020241,Microsoft,Windows Server 2022,21H2,2020-08-05,SCCM,Open Source,2026-05-31
SWI00118593,A0020241,Red Hat,Red Hat Enterprise Linux,9,2020-08-05,Server Discovery,Open Source,2026-05-31
SWI00118594,A0020241,Microsoft,SQL Server,2019,2020-08-05,Intune,User,2026-05-31
SWI00118595,A0020241,Kubernetes,Kubernetes,1.27,2020-08-05,SCCM,User,2026-05-31
SWI00118596,A0020242,IBM,IBM MQ,9.2,2025-02-22,SCCM,User,2026-05-31
SWI00118597,A0020242,Oracle,Oracle Database,19c,2025-02-22,Intune,Device,2026-05-31
SWI00118598,A0020242,Red Hat,Red Hat Enterprise Linux,9,2025-02-22,SCCM,User,2026-05-31
SWI00118599,A0020242,IBM,IBM MQ,9.2,2025-02-22,SCCM,Device,2026-05-31
SWI00118600,A0020242,Microsoft,Visual Studio Code,1.90,2025-02-22,Tanium,Enterprise,2026-05-31
SWI00118601,A0020242,Anaconda,Anaconda Distribution,2023.09,2025-02-22,Intune,Device,2026-05-31
SWI00118602,A0020242,IBM,IBM SPSS Statistics,29,2025-02-22,SCCM,Enterprise,2026-05-31
SWI00118603,A0020242,IBM,IBM SPSS Statistics,29,2025-02-22,Tanium,User,2026-05-31
SWI00118604,A0020243,Canonical,Ubuntu Server,20.04 LTS,2022-09-30,SCCM,Enterprise,2026-05-31
SWI00118605,A0020243,Canonical,Ubuntu Server,20.04 LTS,2022-09-30,Intune,User,2026-05-31
SWI00118606,A0020243,Red Hat,Red Hat Enterprise Linux,8,2022-09-30,SCCM,User,2026-05-31
SWI00118607,A0020243,PostgreSQL Global Development Group,PostgreSQL,14,2022-09-30,Intune,Enterprise,2026-05-31
SWI00118608,A0020243,Microsoft,SQL Server,2016,2022-09-30,Intune,Open Source,2026-05-31
SWI00118609,A0020243,Docker,Docker Desktop,4.28,2022-09-30,SCCM,Device,2026-05-31
SWI00118610,A0020243,OpenJS Foundation,Node.js,16,2022-09-30,Intune,Enterprise,2026-05-31
SWI00118611,A0020243,OpenJS Foundation,Node.js,18,2022-09-30,Intune,Enterprise,2026-05-31
SWI00118612,A0020243,IBM,IBM SPSS Statistics,29,2022-09-30,SCCM,Device,2026-05-31
SWI00118613,A0020243,Atlassian,Bitbucket Data Center,8,2022-09-30,SCCM,Open Source,2026-05-31
SWI00118614,A0020244,Microsoft,SQL Server,2016,2024-08-02,Tanium,User,2026-05-31
SWI00118615,A0020244,Microsoft,SQL Server,2019,2024-08-02,Intune,Enterprise,2026-05-31
SWI00118616,A0020244,Apache,Apache Tomcat,9,2024-08-02,Intune,Device,2026-05-31
SWI00118617,A0020244,Microsoft,SQL Server,2019,2024-08-02,SCCM,Open Source,2026-05-31
SWI00118618,A0020245,PostgreSQL Global Development Group,PostgreSQL,14,2018-12-14,Server Discovery,Device,2026-05-31
SWI00118619,A0020245,Microsoft,Windows Server 2016,1607,2018-12-14,SCCM,Open Source,2026-05-31
SWI00118620,A0020245,Microsoft,Windows Server 2022,21H2,2018-12-14,SCCM,Enterprise,2026-05-31
SWI00118621,A0020245,Microsoft,SQL Server,2016,2018-12-14,SCCM,Enterprise,2026-05-31
SWI00118622,A0020245,Kubernetes,Kubernetes,1.27,2018-12-14,Intune,Open Source,2026-05-31
SWI00118623,A0020245,JetBrains,IntelliJ IDEA,2023.3,2018-12-14,Intune,Enterprise,2026-05-31
SWI00118624,A0020245,Anaconda,Anaconda Distribution,2023.09,2018-12-14,SCCM,Device,2026-05-31
SWI00118625,A0020245,OpenJS Foundation,Node.js,16,2018-12-14,Intune,Open Source,2026-05-31
SWI00118626,A0020245,Jenkins,Jenkins,2.401 LTS,2018-12-14,SCCM,Open Source,2026-05-31
SWI00118627,A0020246,Microsoft,SQL Server,2019,2024-11-28,SCCM,User,2026-05-31
SWI00118628,A0020246,Kubernetes,Kubernetes,1.27,2024-11-28,SCCM,Enterprise,2026-05-31
SWI00118629,A0020246,Microsoft,Windows Server 2022,21H2,2024-11-28,Intune,Open Source,2026-05-31
SWI00118630,A0020246,Microsoft,SQL Server,2016,2024-11-28,SCCM,Device,2026-05-31
SWI00118631,A0020246,Oracle,Oracle Database,19c,2024-11-28,SCCM,Open Source,2026-05-31
SWI00118632,A0020246,Microsoft,Windows Server 2016,1607,2024-11-28,Server Discovery,Enterprise,2026-05-31
SWI00118633,A0020247,Microsoft,SQL Server,2016,2021-11-13,Intune,Device,2026-05-31
SWI00118634,A0020247,Microsoft,Windows Server 2022,21H2,2021-11-13,SCCM,Device,2026-05-31
SWI00118635,A0020247,Apache,Apache Tomcat,9,2021-11-13,Intune,Enterprise,2026-05-31
SWI00118636,A0020248,Canonical,Ubuntu Server,20.04 LTS,2021-09-22,SCCM,Device,2026-05-31
SWI00118637,A0020248,PostgreSQL Global Development Group,PostgreSQL,14,2021-09-22,SCCM,Open Source,2026-05-31
SWI00118638,A0020248,Microsoft,Windows Server 2019,1809,2021-09-22,Intune,Enterprise,2026-05-31
SWI00118639,A0020248,Canonical,Ubuntu Server,20.04 LTS,2021-09-22,SCCM,Device,2026-05-31
SWI00118640,A0020248,Microsoft,Windows Server 2019,1809,2021-09-22,Intune,Enterprise,2026-05-31
SWI00118641,A0020249,Canonical,Ubuntu Server,20.04 LTS,2025-08-15,SCCM,Device,2026-05-31
SWI00118642,A0020249,Microsoft,Windows Server 2016,1607,2025-08-15,Intune,Open Source,2026-05-31
SWI00118643,A0020249,Microsoft,Windows Server 2016,1607,2025-08-15,Intune,Enterprise,2026-05-31
SWI00118644,A0020249,Kubernetes,Kubernetes,1.27,2025-08-15,Tanium,Enterprise,2026-05-31
SWI00118645,A0020249,IBM,IBM MQ,9.2,2025-08-15,SCCM,User,2026-05-31
SWI00118646,A0020250,Canonical,Ubuntu Server,20.04 LTS,2019-01-28,Server Discovery,User,2026-05-31
SWI00118647,A0020250,Oracle,Oracle Database,19c,2019-01-28,Server Discovery,User,2026-05-31
SWI00118648,A0020250,Canonical,Ubuntu Server,20.04 LTS,2019-01-28,SCCM,Device,2026-05-31
SWI00118649,A0020250,Canonical,Ubuntu Server,20.04 LTS,2019-01-28,Server Discovery,Enterprise,2026-05-31
SWI00118650,A0020251,Canonical,Ubuntu Server,20.04 LTS,2018-06-21,SCCM,User,2026-05-31
SWI00118651,A0020251,IBM,IBM MQ,9.2,2018-06-21,SCCM,Device,2026-05-31
SWI00118652,A0020251,Microsoft,SQL Server,2019,2018-06-21,SCCM,Device,2026-05-31
SWI00118653,A0020251,Oracle,Oracle Database,19c,2018-06-21,SCCM,Device,2026-05-31
SWI00118654,A0020252,Apache,Apache Tomcat,9,2022-03-19,Intune,User,2026-05-31
SWI00118655,A0020252,Microsoft,Windows Server 2019,1809,2022-03-19,SCCM,User,2026-05-31
SWI00118656,A0020252,Red Hat,Red Hat Enterprise Linux,9,2022-03-19,Intune,Device,2026-05-31
SWI00118657,A0020253,Red Hat,Red Hat Enterprise Linux,8,2021-08-02,SCCM,Enterprise,2026-05-31
SWI00118658,A0020253,Microsoft,Windows Server 2016,1607,2021-08-02,Intune,Device,2026-05-31
SWI00118659,A0020253,Microsoft,SQL Server,2016,2021-08-02,SCCM,Device,2026-05-31
SWI00118660,A0020254,Canonical,Ubuntu Server,20.04 LTS,2018-03-30,SCCM,User,2026-05-31
SWI00118661,A0020254,Microsoft,Windows Server 2019,1809,2018-03-30,Intune,Open Source,2026-05-31
SWI00118662,A0020254,Microsoft,SQL Server,2016,2018-03-30,SCCM,Enterprise,2026-05-31
SWI00118663,A0020254,Oracle,Oracle Database,19c,2018-03-30,SCCM,User,2026-05-31
SWI00118664,A0020255,Microsoft,Windows Server 2016,1607,2024-09-15,SCCM,Enterprise,2026-05-31
SWI00118665,A0020255,Microsoft,SQL Server,2019,2024-09-15,SCCM,Enterprise,2026-05-31
SWI00118666,A0020255,Red Hat,Red Hat Enterprise Linux,9,2024-09-15,Intune,User,2026-05-31
SWI00118667,A0020255,Microsoft,SQL Server,2016,2024-09-15,Intune,User,2026-05-31
SWI00118668,A0020255,Microsoft,Windows Server 2016,1607,2024-09-15,SCCM,User,2026-05-31
SWI00118669,A0020256,Microsoft,SQL Server,2016,2020-03-18,SCCM,Open Source,2026-05-31
SWI00118670,A0020256,Microsoft,SQL Server,2019,2020-03-18,SCCM,User,2026-05-31
SWI00118671,A0020256,Kubernetes,Kubernetes,1.27,2020-03-18,SCCM,Device,2026-05-31
SWI00118672,A0020256,Microsoft,Windows Server 2016,1607,2020-03-18,Tanium,Enterprise,2026-05-31
SWI00118673,A0020256,PostgreSQL Global Development Group,PostgreSQL,14,2020-03-18,Tanium,Device,2026-05-31
SWI00118674,A0020256,DBeaver Corp,DBeaver,23,2020-03-18,Intune,Device,2026-05-31
