Resource_ID,Cloud_Platform,Service_Name,Subscription_ID,Resource_Group,Creation_Date,Business_Unit_ID,Environment,Resource_Type
CLOUD000857,Azure,EC2,SUB-017,rg-106,2024-06-16,BU001,Production,Database
CLOUD000858,Azure,EKS,SUB-018,rg-107,2023-12-30,BU003,Production,Container
CLOUD000859,Azure,Azure Kubernetes Service,SUB-019,rg-108,2021-12-30,BU005,Production,Database
CLOUD000860,Azure,Azure SQL Database,SUB-020,rg-109,2018-05-29,BU004,Non-Production,Storage
CLOUD000861,Azure,Virtual Machines,SUB-021,rg-110,2019-08-21,BU002,Production,Container
CLOUD000862,AWS,RDS,SUB-022,rg-111,2019-05-15,BU002,Non-Production,Container
CLOUD000863,AWS,Virtual Machines,SUB-023,rg-112,2018-02-24,BU004,Production,Storage
CLOUD000864,Azure,EKS,SUB-024,rg-113,2020-01-25,BU002,Production,VM
CLOUD000865,Azure,S3,SUB-025,rg-114,2019-02-25,BU002,Production,Storage
CLOUD000866,Azure,EKS,SUB-026,rg-115,2023-01-05,BU001,Production,Database
CLOUD000867,Azure,Azure Kubernetes Service,SUB-027,rg-116,2020-09-09,BU002,Production,Data Pipeline
CLOUD000868,Azure,Azure Kubernetes Service,SUB-028,rg-117,2025-08-13,BU007,Non-Production,VM
CLOUD000869,Azure,Azure Data Factory,SUB-029,rg-118,2019-08-18,BU003,Production,VM
CLOUD000870,AWS,EKS,SUB-030,rg-119,2021-08-27,BU002,Production,Database
CLOUD000871,AWS,Virtual Machines,SUB-031,rg-120,2025-04-25,BU009,DR,Container
CLOUD000872,Azure,EC2,SUB-032,rg-121,2023-04-03,BU004,Production,VM
CLOUD000873,Azure,S3,SUB-033,rg-122,2022-03-15,BU002,Production,VM
CLOUD000874,AWS,Virtual Machines,SUB-034,rg-123,2025-06-09,BU010,Production,Storage
CLOUD000875,Azure,Azure Kubernetes Service,SUB-035,rg-124,2022-07-02,BU003,Production,VM
CLOUD000876,Azure,RDS,SUB-036,rg-125,2018-08-15,BU001,Production,Data Pipeline
CLOUD000877,Azure,EC2,SUB-037,rg-126,2018-10-04,BU004,Production,Database
CLOUD000878,AWS,RDS,SUB-038,rg-127,2021-01-06,BU006,Production,Database
CLOUD000879,Azure,Azure Data Factory,SUB-039,rg-128,2022-03-31,BU002,Non-Production,Storage
CLOUD000880,Azure,Azure SQL Database,SUB-040,rg-129,2021-06-11,BU002,Production,Database
CLOUD000881,Azure,EKS,SUB-001,rg-130,2022-09-09,BU001,Production,Data Pipeline
CLOUD000882,Azure,S3,SUB-002,rg-131,2025-09-07,BU002,Production,Container
CLOUD000883,AWS,Virtual Machines,SUB-003,rg-132,2024-08-21,BU001,Non-Production,Storage
CLOUD000884,Azure,Azure Data Factory,SUB-004,rg-133,2018-04-01,BU007,Production,VM
CLOUD000885,AWS,Azure Kubernetes Service,SUB-005,rg-134,2024-11-23,BU002,Production,Container
CLOUD000886,AWS,EKS,SUB-006,rg-135,2022-08-29,BU002,Production,Container
CLOUD000887,Azure,Azure SQL Database,SUB-007,rg-136,2018-08-10,BU003,Production,Data Pipeline
CLOUD000888,Azure,S3,SUB-008,rg-137,2023-03-22,BU007,Production,Database
CLOUD000889,Azure,S3,SUB-009,rg-138,2019-02-14,BU002,Non-Production,Data Pipeline
CLOUD000890,Azure,RDS,SUB-010,rg-139,2022-03-29,BU005,Non-Production,Database
CLOUD000891,Azure,EC2,SUB-011,rg-140,2019-03-09,BU005,Production,Container
CLOUD000892,AWS,Azure Kubernetes Service,SUB-012,rg-141,2022-04-17,BU002,Production,Storage
CLOUD000893,AWS,Azure Kubernetes Service,SUB-013,rg-142,2024-04-25,BU002,Production,Database
CLOUD000894,AWS,EKS,SUB-014,rg-143,2021-03-07,BU008,Non-Production,Storage
CLOUD000895,Azure,Azure Data Factory,SUB-015,rg-144,2023-11-18,BU008,DR,Database
CLOUD000896,Azure,Virtual Machines,SUB-016,rg-145,2024-12-22,BU002,Production,Storage
CLOUD000897,AWS,EC2,SUB-017,rg-146,2025-09-05,BU002,Production,Database
CLOUD000898,Azure,Azure Data Factory,SUB-018,rg-147,2024-05-27,BU002,Production,Container
CLOUD000899,Azure,EKS,SUB-019,rg-148,2021-12-27,BU004,Production,Data Pipeline
CLOUD000900,AWS,EC2,SUB-020,rg-149,2021-02-20,BU002,Production,Storage
CLOUD000901,AWS,Azure SQL Database,SUB-021,rg-000,2023-08-23,BU006,Non-Production,Database
CLOUD000902,AWS,Azure SQL Database,SUB-022,rg-001,2020-09-04,BU005,Production,Data Pipeline
CLOUD000903,Azure,Azure Data Factory,SUB-023,rg-002,2025-07-07,BU001,Non-Production,Database
CLOUD000904,Azure,RDS,SUB-024,rg-003,2025-10-09,BU002,Production,Data Pipeline
CLOUD000905,Azure,EKS,SUB-025,rg-004,2026-04-03,BU009,Production,Container
CLOUD000906,Azure,Azure Data Factory,SUB-026,rg-005,2020-08-02,BU001,DR,Storage
CLOUD000907,AWS,Azure SQL Database,SUB-027,rg-006,2025-06-04,BU005,Non-Production,Storage
CLOUD000908,Azure,RDS,SUB-028,rg-007,2025-04-13,BU004,Non-Production,Storage
CLOUD000909,AWS,Azure Kubernetes Service,SUB-029,rg-008,2019-01-11,BU002,Production,Data Pipeline
CLOUD000910,Azure,EKS,SUB-030,rg-009,2021-06-06,BU002,DR,Storage
CLOUD000911,AWS,EKS,SUB-031,rg-010,2021-08-31,BU002,Production,Data Pipeline
CLOUD000912,AWS,EC2,SUB-032,rg-011,2019-03-03,BU005,Production,Data Pipeline
CLOUD000913,AWS,Azure Data Factory,SUB-033,rg-012,2023-03-31,BU002,Production,Database
CLOUD000914,Azure,EC2,SUB-034,rg-013,2018-05-29,BU002,Production,Database
CLOUD000915,AWS,RDS,SUB-035,rg-014,2019-02-15,BU002,Non-Production,VM
CLOUD000916,Azure,Virtual Machines,SUB-036,rg-015,2023-01-02,BU002,Non-Production,Container
CLOUD000917,AWS,EKS,SUB-037,rg-016,2018-09-07,BU001,Production,Data Pipeline
CLOUD000918,Azure,RDS,SUB-038,rg-017,2022-11-15,BU009,Production,Container
CLOUD000919,Azure,RDS,SUB-039,rg-018,2018-03-14,BU004,Production,Data Pipeline
CLOUD000920,AWS,Azure Data Factory,SUB-040,rg-019,2018-09-09,BU004,Non-Production,Container
CLOUD000921,AWS,S3,SUB-001,rg-020,2018-09-20,BU002,Production,Storage
CLOUD000922,AWS,S3,SUB-002,rg-021,2019-09-11,BU002,Non-Production,Container
CLOUD000923,Azure,EKS,SUB-003,rg-022,2021-12-01,BU002,Production,Container
CLOUD000924,Azure,Azure SQL Database,SUB-004,rg-023,2019-07-25,BU006,Production,Data Pipeline
CLOUD000925,Azure,Azure Kubernetes Service,SUB-005,rg-024,2019-07-31,BU001,Production,Database
CLOUD000926,Azure,EC2,SUB-006,rg-025,2023-01-25,BU002,Production,Data Pipeline
CLOUD000927,Azure,Virtual Machines,SUB-007,rg-026,2025-03-21,BU001,Production,Storage
CLOUD000928,AWS,Azure Kubernetes Service,SUB-008,rg-027,2020-06-16,BU003,Production,Database
CLOUD000929,Azure,EKS,SUB-009,rg-028,2019-05-25,BU001,Production,Data Pipeline
CLOUD000930,Azure,EKS,SUB-010,rg-029,2024-07-15,BU005,Production,Storage
CLOUD000931,Azure,RDS,SUB-011,rg-030,2023-07-05,BU010,Non-Production,Container
CLOUD000932,Azure,Azure Kubernetes Service,SUB-012,rg-031,2018-01-05,BU002,Production,Data Pipeline
CLOUD000933,Azure,Azure Data Factory,SUB-013,rg-032,2021-09-21,BU003,Production,Container
CLOUD000934,Azure,Azure SQL Database,SUB-014,rg-033,2021-09-19,BU001,Non-Production,VM
CLOUD000935,Azure,RDS,SUB-015,rg-034,2018-03-11,BU002,Non-Production,Data Pipeline
CLOUD000936,Azure,Azure Kubernetes Service,SUB-016,rg-035,2026-03-05,BU002,Non-Production,Database
CLOUD000937,Azure,RDS,SUB-017,rg-036,2026-01-28,BU002,Non-Production,Data Pipeline
CLOUD000938,Azure,S3,SUB-018,rg-037,2019-04-09,BU003,Production,Database
CLOUD000939,Azure,EC2,SUB-019,rg-038,2023-05-10,BU002,Production,Data Pipeline
CLOUD000940,Azure,Azure Kubernetes Service,SUB-020,rg-039,2023-09-02,BU002,Non-Production,Storage
CLOUD000941,Azure,EC2,SUB-021,rg-040,2023-01-24,BU002,Production,Database
CLOUD000942,AWS,Virtual Machines,SUB-022,rg-041,2025-04-26,BU002,Non-Production,Storage
CLOUD000943,Azure,Azure Data Factory,SUB-023,rg-042,2023-03-07,BU002,Production,Storage
CLOUD000944,Azure,EKS,SUB-024,rg-043,2025-12-11,BU005,Production,Database
CLOUD000945,AWS,Azure Kubernetes Service,SUB-025,rg-044,2021-07-12,BU001,Non-Production,Data Pipeline
CLOUD000946,Azure,S3,SUB-026,rg-045,2020-02-20,BU009,Non-Production,Storage
CLOUD000947,AWS,S3,SUB-027,rg-046,2018-05-16,BU003,Production,Storage
CLOUD000948,AWS,S3,SUB-028,rg-047,2023-06-29,BU002,Production,Storage
CLOUD000949,Azure,RDS,SUB-029,rg-048,2018-04-17,BU002,Non-Production,VM
CLOUD000950,AWS,EC2,SUB-030,rg-049,2025-08-03,BU001,Non-Production,Storage
CLOUD000951,Azure,Azure Data Factory,SUB-031,rg-050,2019-07-25,BU002,Production,VM
CLOUD000952,AWS,Virtual Machines,SUB-032,rg-051,2021-06-29,BU002,Non-Production,Data Pipeline
CLOUD000953,Azure,Virtual Machines,SUB-033,rg-052,2018-03-09,BU003,Non-Production,Data Pipeline
CLOUD000954,AWS,Azure Data Factory,SUB-034,rg-053,2020-11-18,BU005,Non-Production,Database
CLOUD000955,Azure,Azure Kubernetes Service,SUB-035,rg-054,2019-12-19,BU001,Non-Production,Storage
CLOUD000956,Azure,Virtual Machines,SUB-036,rg-055,2025-05-13,BU001,Production,VM
CLOUD000957,Azure,Azure SQL Database,SUB-037,rg-056,2024-04-22,BU002,Production,Database
CLOUD000958,AWS,Azure SQL Database,SUB-038,rg-057,2018-01-20,BU007,Production,Storage
CLOUD000959,AWS,RDS,SUB-039,rg-058,2021-08-29,BU001,Non-Production,Container
CLOUD000960,Azure,EKS,SUB-040,rg-059,2019-11-19,BU001,Production,VM
CLOUD000961,Azure,EC2,SUB-001,rg-060,2018-06-29,BU003,Production,Database
CLOUD000962,Azure,RDS,SUB-002,rg-061,2020-08-17,BU002,Non-Production,Container
CLOUD000963,Azure,EC2,SUB-003,rg-062,2023-12-17,BU002,Production,VM
CLOUD000964,Azure,RDS,SUB-004,rg-063,2019-06-25,BU002,Production,VM
CLOUD000965,AWS,RDS,SUB-005,rg-064,2021-05-03,BU003,Production,Container
CLOUD000966,Azure,RDS,SUB-006,rg-065,2020-01-13,BU002,Production,Database
CLOUD000967,Azure,S3,SUB-007,rg-066,2020-12-27,BU002,Production,Container
CLOUD000968,Azure,EC2,SUB-008,rg-067,2024-03-29,BU010,Production,Database
CLOUD000969,AWS,Virtual Machines,SUB-009,rg-068,2020-07-14,BU002,Production,Container
CLOUD000970,Azure,EKS,SUB-010,rg-069,2022-12-24,BU007,Production,VM
CLOUD000971,Azure,Virtual Machines,SUB-011,rg-070,2023-05-28,BU001,Non-Production,Data Pipeline
CLOUD000972,Azure,Azure SQL Database,SUB-012,rg-071,2021-04-28,BU001,Production,Data Pipeline
CLOUD000973,Azure,Azure Data Factory,SUB-013,rg-072,2025-12-28,BU002,Production,Data Pipeline
CLOUD000974,Azure,RDS,SUB-014,rg-073,2020-04-28,BU008,Production,Data Pipeline
CLOUD000975,AWS,EC2,SUB-015,rg-074,2022-12-31,BU002,Production,Database
CLOUD000976,Azure,Azure SQL Database,SUB-016,rg-075,2026-04-27,BU002,Production,Container
CLOUD000977,Azure,RDS,SUB-017,rg-076,2026-03-28,BU010,Production,Data Pipeline
CLOUD000978,AWS,RDS,SUB-018,rg-077,2024-11-13,BU003,Non-Production,Data Pipeline
CLOUD000979,Azure,EC2,SUB-019,rg-078,2025-06-15,BU010,Production,Container
CLOUD000980,AWS,Azure Kubernetes Service,SUB-020,rg-079,2020-08-03,BU004,DR,Storage
CLOUD000981,Azure,S3,SUB-021,rg-080,2022-06-17,BU003,Production,VM
CLOUD000982,AWS,S3,SUB-022,rg-081,2019-08-24,BU002,Production,Data Pipeline
CLOUD000983,Azure,EKS,SUB-023,rg-082,2021-01-29,BU007,Production,Storage
CLOUD000984,Azure,RDS,SUB-024,rg-083,2019-11-07,BU005,DR,Container
CLOUD000985,Azure,Azure Data Factory,SUB-025,rg-084,2018-12-14,BU002,Production,Storage
CLOUD000986,Azure,S3,SUB-026,rg-085,2025-04-11,BU002,Production,VM
CLOUD000987,AWS,EC2,SUB-027,rg-086,2024-03-27,BU002,Production,VM
CLOUD000988,Azure,Virtual Machines,SUB-028,rg-087,2023-10-01,BU002,Production,Storage
CLOUD000989,Azure,Virtual Machines,SUB-029,rg-088,2018-09-14,BU001,Non-Production,Storage
CLOUD000990,Azure,Virtual Machines,SUB-030,rg-089,2025-06-11,BU003,Non-Production,Data Pipeline
CLOUD000991,AWS,EKS,SUB-031,rg-090,2024-07-26,BU002,Production,Container
CLOUD000992,Azure,S3,SUB-032,rg-091,2021-08-26,BU007,Production,Data Pipeline
CLOUD000993,Azure,Azure Kubernetes Service,SUB-033,rg-092,2018-04-16,BU002,Non-Production,Storage
CLOUD000994,Azure,EKS,SUB-034,rg-093,2022-12-30,BU010,Production,Container
CLOUD000995,AWS,Azure Data Factory,SUB-035,rg-094,2019-05-26,BU003,Production,Data Pipeline
CLOUD000996,AWS,Virtual Machines,SUB-036,rg-095,2025-11-01,BU001,Non-Production,Storage
CLOUD000997,AWS,RDS,SUB-037,rg-096,2019-03-09,BU002,Non-Production,Data Pipeline
CLOUD000998,Azure,Azure SQL Database,SUB-038,rg-097,2022-11-22,BU002,Non-Production,VM
CLOUD000999,Azure,Virtual Machines,SUB-039,rg-098,2018-05-27,BU002,DR,Storage
CLOUD001000,Azure,EC2,SUB-040,rg-099,2025-04-28,BU006,Production,Container
CLOUD001001,Azure,Azure SQL Database,SUB-001,rg-100,2024-06-02,BU002,Production,Data Pipeline
CLOUD001002,Azure,EC2,SUB-002,rg-101,2021-11-15,BU007,Non-Production,VM
CLOUD001003,Azure,RDS,SUB-003,rg-102,2018-09-07,BU001,Production,Data Pipeline
CLOUD001004,AWS,S3,SUB-004,rg-103,2022-10-29,BU009,Production,Database
CLOUD001005,Azure,Azure Kubernetes Service,SUB-005,rg-104,2023-08-18,BU002,Production,Storage
CLOUD001006,Azure,EC2,SUB-006,rg-105,2023-09-16,BU002,Production,Data Pipeline
CLOUD001007,Azure,S3,SUB-007,rg-106,2023-05-15,BU001,Non-Production,Container
CLOUD001008,Azure,Azure SQL Database,SUB-008,rg-107,2025-10-07,BU002,Production,Container
CLOUD001009,Azure,Virtual Machines,SUB-009,rg-108,2020-09-28,BU002,Production,Data Pipeline
CLOUD001010,Azure,EC2,SUB-010,rg-109,2024-04-27,BU010,Production,Container
CLOUD001011,Azure,Azure Kubernetes Service,SUB-011,rg-110,2023-05-05,BU009,Non-Production,Database
CLOUD001012,Azure,RDS,SUB-012,rg-111,2022-05-24,BU006,Production,VM
CLOUD001013,Azure,Azure SQL Database,SUB-013,rg-112,2025-04-19,BU004,Production,Container
CLOUD001014,Azure,Virtual Machines,SUB-014,rg-113,2024-08-24,BU003,Production,Container
CLOUD001015,AWS,EKS,SUB-015,rg-114,2022-01-24,BU003,Production,VM
CLOUD001016,Azure,Azure Data Factory,SUB-016,rg-115,2021-12-05,BU009,Non-Production,Data Pipeline
CLOUD001017,Azure,Azure Kubernetes Service,SUB-017,rg-116,2018-01-17,BU001,Non-Production,Data Pipeline
CLOUD001018,AWS,S3,SUB-018,rg-117,2023-10-07,BU002,Production,Container
CLOUD001019,Azure,Virtual Machines,SUB-019,rg-118,2024-03-10,BU002,Production,Database
CLOUD001020,Azure,Azure Kubernetes Service,SUB-020,rg-119,2019-07-14,BU006,Production,Data Pipeline
CLOUD001021,AWS,Azure SQL Database,SUB-021,rg-120,2024-03-12,BU005,Production,Storage
CLOUD001022,AWS,S3,SUB-022,rg-121,2023-02-24,BU007,Production,Database
CLOUD001023,Azure,Virtual Machines,SUB-023,rg-122,2018-06-06,BU005,Non-Production,VM
CLOUD001024,AWS,Azure Data Factory,SUB-024,rg-123,2020-05-06,BU002,Production,Container
CLOUD001025,AWS,Virtual Machines,SUB-025,rg-124,2021-11-03,BU002,DR,Database
CLOUD001026,Azure,Azure SQL Database,SUB-026,rg-125,2021-08-26,BU001,Non-Production,Container
CLOUD001027,AWS,Azure Data Factory,SUB-027,rg-126,2022-07-26,BU003,Production,Storage
CLOUD001028,AWS,S3,SUB-028,rg-127,2019-09-27,BU009,Non-Production,Data Pipeline
CLOUD001029,Azure,EKS,SUB-029,rg-128,2021-10-18,BU002,Production,Data Pipeline
CLOUD001030,AWS,Azure Data Factory,SUB-030,rg-129,2023-05-23,BU007,Production,Storage
CLOUD001031,Azure,Azure Data Factory,SUB-031,rg-130,2024-04-23,BU002,Production,Container
CLOUD001032,AWS,S3,SUB-032,rg-131,2021-08-13,BU001,DR,Container
CLOUD001033,Azure,Azure Data Factory,SUB-033,rg-132,2021-01-19,BU009,Production,Storage
CLOUD001034,Azure,S3,SUB-034,rg-133,2021-04-13,BU003,Production,Storage
CLOUD001035,Azure,EC2,SUB-035,rg-134,2019-06-14,BU007,Production,Database
CLOUD001036,Azure,Virtual Machines,SUB-036,rg-135,2022-01-20,BU008,Production,Data Pipeline
CLOUD001037,Azure,Azure SQL Database,SUB-037,rg-136,2024-11-04,BU002,Production,Container
CLOUD001038,Azure,Virtual Machines,SUB-038,rg-137,2020-05-15,BU002,Production,Storage
CLOUD001039,AWS,EKS,SUB-039,rg-138,2019-10-25,BU004,Production,Container
CLOUD001040,Azure,Azure SQL Database,SUB-040,rg-139,2020-08-17,BU002,Production,VM
CLOUD001041,Azure,RDS,SUB-001,rg-140,2026-01-12,BU002,Production,Database
CLOUD001042,AWS,Azure SQL Database,SUB-002,rg-141,2020-07-27,BU002,Production,Database
CLOUD001043,AWS,S3,SUB-003,rg-142,2022-10-25,BU001,Non-Production,Container
CLOUD001044,AWS,EC2,SUB-004,rg-143,2018-12-29,BU001,Production,Data Pipeline
CLOUD001045,AWS,S3,SUB-005,rg-144,2023-05-10,BU002,Production,Data Pipeline
CLOUD001046,Azure,Azure SQL Database,SUB-006,rg-145,2024-09-19,BU003,Production,Container
CLOUD001047,AWS,S3,SUB-007,rg-146,2024-01-27,BU002,Production,Data Pipeline
CLOUD001048,AWS,EKS,SUB-008,rg-147,2022-08-12,BU002,Production,VM
CLOUD001049,Azure,EC2,SUB-009,rg-148,2022-03-19,BU003,Non-Production,Database
CLOUD001050,Azure,Virtual Machines,SUB-010,rg-149,2019-06-27,BU001,Production,Data Pipeline
CLOUD001051,Azure,RDS,SUB-011,rg-000,2024-07-08,BU001,Production,Data Pipeline
CLOUD001052,Azure,Azure Kubernetes Service,SUB-012,rg-001,2023-04-12,BU002,Non-Production,Container
CLOUD001053,AWS,Azure Data Factory,SUB-013,rg-002,2021-03-29,BU002,Production,Container
CLOUD001054,Azure,EKS,SUB-014,rg-003,2024-11-16,BU005,Production,Data Pipeline
CLOUD001055,Azure,Azure SQL Database,SUB-015,rg-004,2018-07-25,BU003,Non-Production,Container
CLOUD001056,Azure,Azure Kubernetes Service,SUB-016,rg-005,2024-12-14,BU001,DR,VM
CLOUD001057,Azure,Azure SQL Database,SUB-017,rg-006,2020-02-17,BU002,Production,Storage
CLOUD001058,Azure,S3,SUB-018,rg-007,2018-10-20,BU002,Non-Production,Container
CLOUD001059,Azure,EKS,SUB-019,rg-008,2023-04-29,BU002,Production,VM
CLOUD001060,Azure,Azure Kubernetes Service,SUB-020,rg-009,2022-10-08,BU004,Production,Database
CLOUD001061,AWS,RDS,SUB-021,rg-010,2026-02-20,BU003,Production,Storage
CLOUD001062,Azure,EC2,SUB-022,rg-011,2023-10-10,BU009,Non-Production,Storage
CLOUD001063,Azure,Azure Kubernetes Service,SUB-023,rg-012,2025-02-18,BU009,DR,Storage
CLOUD001064,Azure,Virtual Machines,SUB-024,rg-013,2020-03-30,BU002,DR,Storage
CLOUD001065,Azure,Azure Kubernetes Service,SUB-025,rg-014,2022-10-31,BU005,Production,Data Pipeline
CLOUD001066,AWS,EKS,SUB-026,rg-015,2022-12-02,BU001,Non-Production,VM
CLOUD001067,Azure,Azure SQL Database,SUB-027,rg-016,2024-11-07,BU003,Production,Storage
CLOUD001068,AWS,RDS,SUB-028,rg-017,2018-07-28,BU005,Non-Production,Container
CLOUD001069,Azure,Azure Data Factory,SUB-029,rg-018,2024-07-11,BU001,Production,VM
CLOUD001070,AWS,S3,SUB-030,rg-019,2021-09-30,BU009,Production,Container
CLOUD001071,Azure,EKS,SUB-031,rg-020,2020-09-18,BU002,Non-Production,Database
CLOUD001072,AWS,Azure Data Factory,SUB-032,rg-021,2018-06-28,BU001,Production,Storage
CLOUD001073,AWS,Azure SQL Database,SUB-033,rg-022,2025-09-25,BU007,Production,Database
CLOUD001074,AWS,Virtual Machines,SUB-034,rg-023,2025-04-02,BU001,Production,Data Pipeline
CLOUD001075,AWS,RDS,SUB-035,rg-024,2020-09-19,BU002,Production,Container
CLOUD001076,AWS,EC2,SUB-036,rg-025,2021-07-26,BU002,Production,Container
CLOUD001077,Azure,EC2,SUB-037,rg-026,2025-06-25,BU002,Non-Production,Storage
CLOUD001078,Azure,Virtual Machines,SUB-038,rg-027,2019-02-12,BU002,Production,VM
CLOUD001079,AWS,Virtual Machines,SUB-039,rg-028,2022-10-15,BU005,Production,Storage
CLOUD001080,Azure,S3,SUB-040,rg-029,2021-01-26,BU009,Production,Database
CLOUD001081,Azure,RDS,SUB-001,rg-030,2021-07-02,BU005,Production,VM
CLOUD001082,AWS,Azure Kubernetes Service,SUB-002,rg-031,2022-11-30,BU005,Non-Production,Container
CLOUD001083,AWS,Azure Kubernetes Service,SUB-003,rg-032,2022-06-20,BU007,Non-Production,VM
CLOUD001084,Azure,EKS,SUB-004,rg-033,2025-12-28,BU010,Production,Storage
CLOUD001085,Azure,S3,SUB-005,rg-034,2025-10-20,BU009,Non-Production,Data Pipeline
CLOUD001086,Azure,EC2,SUB-006,rg-035,2024-12-02,BU002,Non-Production,Storage
CLOUD001087,AWS,Virtual Machines,SUB-007,rg-036,2022-04-26,BU004,Non-Production,Data Pipeline
CLOUD001088,AWS,Virtual Machines,SUB-008,rg-037,2025-07-20,BU002,DR,Container
CLOUD001089,AWS,Azure Data Factory,SUB-009,rg-038,2019-01-26,BU009,Production,Storage
CLOUD001090,AWS,Azure SQL Database,SUB-010,rg-039,2025-04-05,BU001,Production,Storage
CLOUD001091,Azure,RDS,SUB-011,rg-040,2020-10-31,BU002,Non-Production,Data Pipeline
CLOUD001092,Azure,S3,SUB-012,rg-041,2023-07-15,BU001,Non-Production,Database
CLOUD001093,Azure,EC2,SUB-013,rg-042,2021-10-15,BU001,Production,Data Pipeline
CLOUD001094,Azure,EKS,SUB-014,rg-043,2023-02-04,BU001,DR,Data Pipeline
CLOUD001095,AWS,EC2,SUB-015,rg-044,2024-02-27,BU001,Production,Storage
CLOUD001096,Azure,Azure Data Factory,SUB-016,rg-045,2025-09-22,BU002,Production,Container
CLOUD001097,AWS,Azure Kubernetes Service,SUB-017,rg-046,2023-02-11,BU002,Production,VM
CLOUD001098,Azure,Azure Data Factory,SUB-018,rg-047,2021-10-30,BU005,Production,Storage
CLOUD001099,Azure,Virtual Machines,SUB-019,rg-048,2022-04-11,BU002,Non-Production,VM
CLOUD001100,Azure,RDS,SUB-020,rg-049,2020-05-27,BU004,Production,VM
CLOUD001101,Azure,EC2,SUB-021,rg-050,2025-09-13,BU005,Non-Production,Container
CLOUD001102,Azure,Azure SQL Database,SUB-022,rg-051,2025-01-17,BU003,Production,VM
CLOUD001103,Azure,Azure Kubernetes Service,SUB-023,rg-052,2021-07-21,BU002,Production,Data Pipeline
CLOUD001104,AWS,Azure SQL Database,SUB-024,rg-053,2025-01-02,BU002,Production,Storage
CLOUD001105,AWS,Azure Data Factory,SUB-025,rg-054,2019-11-18,BU001,Production,Data Pipeline
CLOUD001106,Azure,Azure Data Factory,SUB-026,rg-055,2018-10-20,BU004,Non-Production,VM
CLOUD001107,AWS,Azure Kubernetes Service,SUB-027,rg-056,2021-06-09,BU005,Non-Production,Database
CLOUD001108,Azure,RDS,SUB-028,rg-057,2022-10-18,BU004,Non-Production,Container
CLOUD001109,Azure,Azure Data Factory,SUB-029,rg-058,2021-08-10,BU009,Non-Production,Container
CLOUD001110,Azure,S3,SUB-030,rg-059,2023-07-31,BU002,Production,Data Pipeline
CLOUD001111,AWS,EC2,SUB-031,rg-060,2020-10-04,BU002,Production,Database
CLOUD001112,Azure,Azure SQL Database,SUB-032,rg-061,2019-05-15,BU002,Production,Database
CLOUD001113,Azure,S3,SUB-033,rg-062,2019-04-15,BU002,Production,Data Pipeline
CLOUD001114,AWS,S3,SUB-034,rg-063,2022-05-03,BU002,Non-Production,VM
CLOUD001115,AWS,EC2,SUB-035,rg-064,2018-12-05,BU003,Non-Production,Data Pipeline
CLOUD001116,Azure,RDS,SUB-036,rg-065,2018-03-27,BU002,Production,Database
CLOUD001117,Azure,EKS,SUB-037,rg-066,2019-03-19,BU002,Production,Storage
CLOUD001118,Azure,S3,SUB-038,rg-067,2026-02-17,BU010,Production,Storage
CLOUD001119,Azure,Azure Data Factory,SUB-039,rg-068,2023-03-03,BU002,Production,Container
CLOUD001120,AWS,Virtual Machines,SUB-040,rg-069,2021-06-08,BU002,Production,VM
CLOUD001121,Azure,Azure SQL Database,SUB-001,rg-070,2021-10-19,BU001,DR,VM
CLOUD001122,Azure,S3,SUB-002,rg-071,2022-11-07,BU002,DR,VM
CLOUD001123,Azure,Azure Data Factory,SUB-003,rg-072,2024-07-18,BU002,Non-Production,Storage
CLOUD001124,Azure,Azure SQL Database,SUB-004,rg-073,2020-01-05,BU009,Production,Container
CLOUD001125,AWS,Azure Data Factory,SUB-005,rg-074,2020-11-28,BU008,Production,Storage
CLOUD001126,Azure,Virtual Machines,SUB-006,rg-075,2020-07-26,BU002,Non-Production,Container
CLOUD001127,Azure,Azure Data Factory,SUB-007,rg-076,2019-01-29,BU002,DR,Data Pipeline
CLOUD001128,Azure,Azure Kubernetes Service,SUB-008,rg-077,2024-11-03,BU009,Production,Database
CLOUD001129,AWS,Azure SQL Database,SUB-009,rg-078,2019-10-29,BU007,Production,Data Pipeline
CLOUD001130,AWS,S3,SUB-010,rg-079,2024-02-04,BU003,DR,Storage
CLOUD001131,Azure,Virtual Machines,SUB-011,rg-080,2023-11-07,BU002,Non-Production,Data Pipeline
CLOUD001132,Azure,Azure SQL Database,SUB-012,rg-081,2026-02-20,BU007,Non-Production,Database
CLOUD001133,AWS,EKS,SUB-013,rg-082,2025-07-19,BU002,Non-Production,Database
CLOUD001134,AWS,Azure SQL Database,SUB-014,rg-083,2018-05-25,BU002,Production,VM
CLOUD001135,Azure,Azure Data Factory,SUB-015,rg-084,2019-04-30,BU002,Production,Container
CLOUD001136,AWS,EKS,SUB-016,rg-085,2022-10-09,BU006,Non-Production,Storage
CLOUD001137,Azure,Azure SQL Database,SUB-017,rg-086,2020-03-31,BU009,Production,Data Pipeline
CLOUD001138,Azure,Azure Kubernetes Service,SUB-018,rg-087,2019-10-17,BU001,Production,Storage
CLOUD001139,Azure,Azure Kubernetes Service,SUB-019,rg-088,2023-05-26,BU005,Production,Container
CLOUD001140,Azure,Azure SQL Database,SUB-020,rg-089,2024-03-11,BU002,Non-Production,Data Pipeline
